Unnamed: 0|Unnamed: 0.1|Unnamed: 0.1.1|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY|INDEX|symbol_x|period_x|cashAndCashEquivalents|shortTermInvestments|cashAndShortTermInvestments|netReceivables|inventory_x|otherCurrentAssets|totalCurrentAssets|propertyPlantEquipmentNet|goodwill|intangibleAssets|goodwillAndIntangibleAssets|longTermInvestments|taxAssets|otherNonCurrentAssets|totalNonCurrentAssets|otherAssets|totalAssets|accountPayables|shortTermDebt|taxPayables|deferredRevenue|otherCurrentLiabilities|totalCurrentLiabilities|longTermDebt|deferredRevenueNonCurrent|deferredTaxLiabilitiesNonCurrent|otherNonCurrentLiabilities|totalNonCurrentLiabilities|otherLiabilities|totalLiabilities|commonStock|retainedEarnings|accumulatedOtherComprehensiveIncomeLoss|othertotalStockholdersEquity|totalStockholdersEquity|totalLiabilitiesAndStockholdersEquity|totalInvestments|totalDebt|netDebt|Date_x|Start Date_x|End Date_x|symbol_y|period_y|netIncome_x|depreciationAndAmortization_x|deferredIncomeTax|stockBasedCompensation|changeInWorkingCapital|accountsReceivables|inventory_y|accountsPayables|otherWorkingCapital|otherNonCashItems|netCashProvidedByOperatingActivities|investmentsInPropertyPlantAndEquipment|acquisitionsNet|purchasesOfInvestments|salesMaturitiesOfInvestments|otherInvestingActivites|netCashUsedForInvestingActivites|debtRepayment|commonStockIssued|commonStockRepurchased|dividendsPaid|otherFinancingActivites|netCashUsedProvidedByFinancingActivities|effectOfForexChangesOnCash|netChangeInCash|cashAtEndOfPeriod|cashAtBeginningOfPeriod|operatingCashFlow|capitalExpenditure|freeCashFlow|Date_y|Start Date_y|End Date_y|symbol|period|revenue|costOfRevenue|grossProfit|grossProfitRatio|researchAndDevelopmentExpenses|generalAndAdministrativeExpenses|sellingAndMarketingExpenses|otherExpenses|operatingExpenses|costAndExpenses|interestExpense|depreciationAndAmortization_y|ebitda|ebitdaratio|operatingIncome|operatingIncomeRatio|totalOtherIncomeExpensesNet|incomeBeforeTax|incomeBeforeTaxRatio|incomeTaxExpense|netIncome_y|netIncomeRatio|eps|epsdiluted|weightedAverageShsOut|weightedAverageShsOutDil|Date_x.1|Start Date|End Date|prctChangeOPEN|TargetProbability|Date_y.1|No Articles|Date_x|No_Articles_x|Date_y|No_Articles_y
0|0|2012-01-03|68.24|68.32|65.43|65.88|163476|USD|0|CSGP|FY|545280000.0|3515000.0|548795000.0|16589000.0|0.0|17799000.0|583183000.0|37571000.0|91784000.0|20530000.0|112314000.0|24584000.0|10224000.0|3159000.0|187852000.0|37967000.0|771035000.0|6010000.0|0.0|978000.0|22271000.0|32523000.0|61782000.0|16592000.0|16592000.0|2151000.0|0.0|35335000.0|14741000.0|111858000.0|254000.0|29675000.0|-8568000.0|637816000.0|659177000.0|771035000.0|28099000.0|16592000.0|-528688000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|5176000.0|3209000.0|12579000.0|1993000.0|-3374000.0|2291000.0|0.0|-133000.0|521401000.0|0.0|5978000.0|-2841000.0|-15085000.0|0.0|0.0|4096000.0|-13830000.0|0.0|0.0|5460000.0|0.0|-3047000.0|2413000.0|-21000.0|-5460000.0|545280000.0|550740000.0|5978000.0|2841000.0|3137000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|66164000.0|22014000.0|44150000.0|0.6672813010096125|4617000.0|14987000.0|16171000.0|613000.0|36388000.0|58402000.0|0.0|3209000.0|10971000.0|0.165815246962|7762000.0|0.11731455172|224000.0|7986000.0|0.120700078593|2810000.0|5176000.0|0.0782298530923|0.21|0.21|23131000.0|23527000.0|2011-12-31|2011-12-31|2012-03-31|0.9570000000000001|0.3863247065838039|2012-04-12|1|2012-04-12|1|2012-04-12|1
1|1|2012-01-04|65.28|66.02|63.59|63.9|349972|USD|1|CSGP|FY|545280000.0|3515000.0|548795000.0|16589000.0|0.0|17799000.0|583183000.0|37571000.0|91784000.0|20530000.0|112314000.0|24584000.0|10224000.0|3159000.0|187852000.0|37967000.0|771035000.0|6010000.0|0.0|978000.0|22271000.0|32523000.0|61782000.0|16592000.0|16592000.0|2151000.0|0.0|35335000.0|14741000.0|111858000.0|254000.0|29675000.0|-8568000.0|637816000.0|659177000.0|771035000.0|28099000.0|16592000.0|-528688000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|5176000.0|3209000.0|12579000.0|1993000.0|-3374000.0|2291000.0|0.0|-133000.0|521401000.0|0.0|5978000.0|-2841000.0|-15085000.0|0.0|0.0|4096000.0|-13830000.0|0.0|0.0|5460000.0|0.0|-3047000.0|2413000.0|-21000.0|-5460000.0|545280000.0|550740000.0|5978000.0|2841000.0|3137000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|66164000.0|22014000.0|44150000.0|0.6672813010096125|4617000.0|14987000.0|16171000.0|613000.0|36388000.0|58402000.0|0.0|3209000.0|10971000.0|0.165815246962|7762000.0|0.11731455172|224000.0|7986000.0|0.120700078593|2810000.0|5176000.0|0.0782298530923|0.21|0.21|23131000.0|23527000.0|2011-12-31|2011-12-31|2012-03-31|0.973|0.404813378772968|2012-05-14|1|2012-05-14|1|2012-05-14|1
2|2|2012-01-05|63.5|64.54|62.45|63.15|259236|USD|2|CSGP|FY|545280000.0|3515000.0|548795000.0|16589000.0|0.0|17799000.0|583183000.0|37571000.0|91784000.0|20530000.0|112314000.0|24584000.0|10224000.0|3159000.0|187852000.0|37967000.0|771035000.0|6010000.0|0.0|978000.0|22271000.0|32523000.0|61782000.0|16592000.0|16592000.0|2151000.0|0.0|35335000.0|14741000.0|111858000.0|254000.0|29675000.0|-8568000.0|637816000.0|659177000.0|771035000.0|28099000.0|16592000.0|-528688000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|5176000.0|3209000.0|12579000.0|1993000.0|-3374000.0|2291000.0|0.0|-133000.0|521401000.0|0.0|5978000.0|-2841000.0|-15085000.0|0.0|0.0|4096000.0|-13830000.0|0.0|0.0|5460000.0|0.0|-3047000.0|2413000.0|-21000.0|-5460000.0|545280000.0|550740000.0|5978000.0|2841000.0|3137000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|66164000.0|22014000.0|44150000.0|0.6672813010096125|4617000.0|14987000.0|16171000.0|613000.0|36388000.0|58402000.0|0.0|3209000.0|10971000.0|0.165815246962|7762000.0|0.11731455172|224000.0|7986000.0|0.120700078593|2810000.0|5176000.0|0.0782298530923|0.21|0.21|23131000.0|23527000.0|2011-12-31|2011-12-31|2012-03-31|0.992|0.4624274631450416|2012-05-22|1|2012-05-22|1|2012-05-22|1
3|3|2012-01-06|62.97|63.3|62.11|62.38|226331|USD|3|CSGP|FY|545280000.0|3515000.0|548795000.0|16589000.0|0.0|17799000.0|583183000.0|37571000.0|91784000.0|20530000.0|112314000.0|24584000.0|10224000.0|3159000.0|187852000.0|37967000.0|771035000.0|6010000.0|0.0|978000.0|22271000.0|32523000.0|61782000.0|16592000.0|16592000.0|2151000.0|0.0|35335000.0|14741000.0|111858000.0|254000.0|29675000.0|-8568000.0|637816000.0|659177000.0|771035000.0|28099000.0|16592000.0|-528688000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|5176000.0|3209000.0|12579000.0|1993000.0|-3374000.0|2291000.0|0.0|-133000.0|521401000.0|0.0|5978000.0|-2841000.0|-15085000.0|0.0|0.0|4096000.0|-13830000.0|0.0|0.0|5460000.0|0.0|-3047000.0|2413000.0|-21000.0|-5460000.0|545280000.0|550740000.0|5978000.0|2841000.0|3137000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|66164000.0|22014000.0|44150000.0|0.6672813010096125|4617000.0|14987000.0|16171000.0|613000.0|36388000.0|58402000.0|0.0|3209000.0|10971000.0|0.165815246962|7762000.0|0.11731455172|224000.0|7986000.0|0.120700078593|2810000.0|5176000.0|0.0782298530923|0.21|0.21|23131000.0|23527000.0|2011-12-31|2011-12-31|2012-03-31|0.997|0.4538854021365886|2012-05-29|1|2012-05-29|1|2012-05-29|1
4|4|2012-01-09|62.78|62.78|61.17|61.37|253553|USD|4|CSGP|FY|545280000.0|3515000.0|548795000.0|16589000.0|0.0|17799000.0|583183000.0|37571000.0|91784000.0|20530000.0|112314000.0|24584000.0|10224000.0|3159000.0|187852000.0|37967000.0|771035000.0|6010000.0|0.0|978000.0|22271000.0|32523000.0|61782000.0|16592000.0|16592000.0|2151000.0|0.0|35335000.0|14741000.0|111858000.0|254000.0|29675000.0|-8568000.0|637816000.0|659177000.0|771035000.0|28099000.0|16592000.0|-528688000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|5176000.0|3209000.0|12579000.0|1993000.0|-3374000.0|2291000.0|0.0|-133000.0|521401000.0|0.0|5978000.0|-2841000.0|-15085000.0|0.0|0.0|4096000.0|-13830000.0|0.0|0.0|5460000.0|0.0|-3047000.0|2413000.0|-21000.0|-5460000.0|545280000.0|550740000.0|5978000.0|2841000.0|3137000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|66164000.0|22014000.0|44150000.0|0.6672813010096125|4617000.0|14987000.0|16171000.0|613000.0|36388000.0|58402000.0|0.0|3209000.0|10971000.0|0.165815246962|7762000.0|0.11731455172|224000.0|7986000.0|0.120700078593|2810000.0|5176000.0|0.0782298530923|0.21|0.21|23131000.0|23527000.0|2011-12-31|2011-12-31|2012-03-31|0.991|0.4459733321183853|2012-06-26|1|2012-06-26|1|2012-06-26|1
5|5|2012-01-10|62.19|62.43|61.91|62.0|105323|USD|5|CSGP|FY|545280000.0|3515000.0|548795000.0|16589000.0|0.0|17799000.0|583183000.0|37571000.0|91784000.0|20530000.0|112314000.0|24584000.0|10224000.0|3159000.0|187852000.0|37967000.0|771035000.0|6010000.0|0.0|978000.0|22271000.0|32523000.0|61782000.0|16592000.0|16592000.0|2151000.0|0.0|35335000.0|14741000.0|111858000.0|254000.0|29675000.0|-8568000.0|637816000.0|659177000.0|771035000.0|28099000.0|16592000.0|-528688000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|5176000.0|3209000.0|12579000.0|1993000.0|-3374000.0|2291000.0|0.0|-133000.0|521401000.0|0.0|5978000.0|-2841000.0|-15085000.0|0.0|0.0|4096000.0|-13830000.0|0.0|0.0|5460000.0|0.0|-3047000.0|2413000.0|-21000.0|-5460000.0|545280000.0|550740000.0|5978000.0|2841000.0|3137000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|66164000.0|22014000.0|44150000.0|0.6672813010096125|4617000.0|14987000.0|16171000.0|613000.0|36388000.0|58402000.0|0.0|3209000.0|10971000.0|0.165815246962|7762000.0|0.11731455172|224000.0|7986000.0|0.120700078593|2810000.0|5176000.0|0.0782298530923|0.21|0.21|23131000.0|23527000.0|2011-12-31|2011-12-31|2012-03-31|0.992|0.4804031856424913|2012-07-12|1|2012-07-12|1|2012-07-12|1
6|6|2012-01-11|61.67|62.09|61.46|61.89|79323|USD|6|CSGP|FY|545280000.0|3515000.0|548795000.0|16589000.0|0.0|17799000.0|583183000.0|37571000.0|91784000.0|20530000.0|112314000.0|24584000.0|10224000.0|3159000.0|187852000.0|37967000.0|771035000.0|6010000.0|0.0|978000.0|22271000.0|32523000.0|61782000.0|16592000.0|16592000.0|2151000.0|0.0|35335000.0|14741000.0|111858000.0|254000.0|29675000.0|-8568000.0|637816000.0|659177000.0|771035000.0|28099000.0|16592000.0|-528688000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|5176000.0|3209000.0|12579000.0|1993000.0|-3374000.0|2291000.0|0.0|-133000.0|521401000.0|0.0|5978000.0|-2841000.0|-15085000.0|0.0|0.0|4096000.0|-13830000.0|0.0|0.0|5460000.0|0.0|-3047000.0|2413000.0|-21000.0|-5460000.0|545280000.0|550740000.0|5978000.0|2841000.0|3137000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|66164000.0|22014000.0|44150000.0|0.6672813010096125|4617000.0|14987000.0|16171000.0|613000.0|36388000.0|58402000.0|0.0|3209000.0|10971000.0|0.165815246962|7762000.0|0.11731455172|224000.0|7986000.0|0.120700078593|2810000.0|5176000.0|0.0782298530923|0.21|0.21|23131000.0|23527000.0|2011-12-31|2011-12-31|2012-03-31|1.003|0.4858442701788521|2012-09-17|1|2012-09-17|1|2012-09-17|1
7|7|2012-01-12|61.86|62.31|61.3|61.98|202568|USD|7|CSGP|FY|545280000.0|3515000.0|548795000.0|16589000.0|0.0|17799000.0|583183000.0|37571000.0|91784000.0|20530000.0|112314000.0|24584000.0|10224000.0|3159000.0|187852000.0|37967000.0|771035000.0|6010000.0|0.0|978000.0|22271000.0|32523000.0|61782000.0|16592000.0|16592000.0|2151000.0|0.0|35335000.0|14741000.0|111858000.0|254000.0|29675000.0|-8568000.0|637816000.0|659177000.0|771035000.0|28099000.0|16592000.0|-528688000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|5176000.0|3209000.0|12579000.0|1993000.0|-3374000.0|2291000.0|0.0|-133000.0|521401000.0|0.0|5978000.0|-2841000.0|-15085000.0|0.0|0.0|4096000.0|-13830000.0|0.0|0.0|5460000.0|0.0|-3047000.0|2413000.0|-21000.0|-5460000.0|545280000.0|550740000.0|5978000.0|2841000.0|3137000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|66164000.0|22014000.0|44150000.0|0.6672813010096125|4617000.0|14987000.0|16171000.0|613000.0|36388000.0|58402000.0|0.0|3209000.0|10971000.0|0.165815246962|7762000.0|0.11731455172|224000.0|7986000.0|0.120700078593|2810000.0|5176000.0|0.0782298530923|0.21|0.21|23131000.0|23527000.0|2011-12-31|2011-12-31|2012-03-31|0.993|0.4866367282332854|2013-03-19|1|2013-03-19|1|2013-03-19|1
8|8|2012-01-13|61.45|62.28|61.12|61.57|68406|USD|8|CSGP|FY|545280000.0|3515000.0|548795000.0|16589000.0|0.0|17799000.0|583183000.0|37571000.0|91784000.0|20530000.0|112314000.0|24584000.0|10224000.0|3159000.0|187852000.0|37967000.0|771035000.0|6010000.0|0.0|978000.0|22271000.0|32523000.0|61782000.0|16592000.0|16592000.0|2151000.0|0.0|35335000.0|14741000.0|111858000.0|254000.0|29675000.0|-8568000.0|637816000.0|659177000.0|771035000.0|28099000.0|16592000.0|-528688000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|5176000.0|3209000.0|12579000.0|1993000.0|-3374000.0|2291000.0|0.0|-133000.0|521401000.0|0.0|5978000.0|-2841000.0|-15085000.0|0.0|0.0|4096000.0|-13830000.0|0.0|0.0|5460000.0|0.0|-3047000.0|2413000.0|-21000.0|-5460000.0|545280000.0|550740000.0|5978000.0|2841000.0|3137000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|66164000.0|22014000.0|44150000.0|0.6672813010096125|4617000.0|14987000.0|16171000.0|613000.0|36388000.0|58402000.0|0.0|3209000.0|10971000.0|0.165815246962|7762000.0|0.11731455172|224000.0|7986000.0|0.120700078593|2810000.0|5176000.0|0.0782298530923|0.21|0.21|23131000.0|23527000.0|2011-12-31|2011-12-31|2012-03-31|1.012|0.4921187595719216|2013-03-28|1|2013-03-28|1|2013-03-28|1
9|9|2012-01-17|62.17|62.91|60.86|61.35|198394|USD|9|CSGP|FY|545280000.0|3515000.0|548795000.0|16589000.0|0.0|17799000.0|583183000.0|37571000.0|91784000.0|20530000.0|112314000.0|24584000.0|10224000.0|3159000.0|187852000.0|37967000.0|771035000.0|6010000.0|0.0|978000.0|22271000.0|32523000.0|61782000.0|16592000.0|16592000.0|2151000.0|0.0|35335000.0|14741000.0|111858000.0|254000.0|29675000.0|-8568000.0|637816000.0|659177000.0|771035000.0|28099000.0|16592000.0|-528688000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|5176000.0|3209000.0|12579000.0|1993000.0|-3374000.0|2291000.0|0.0|-133000.0|521401000.0|0.0|5978000.0|-2841000.0|-15085000.0|0.0|0.0|4096000.0|-13830000.0|0.0|0.0|5460000.0|0.0|-3047000.0|2413000.0|-21000.0|-5460000.0|545280000.0|550740000.0|5978000.0|2841000.0|3137000.0|2011-12-31|2011-12-31|2012-03-31|CSGP|FY|66164000.0|22014000.0|44150000.0|0.6672813010096125|4617000.0|14987000.0|16171000.0|613000.0|36388000.0|58402000.0|0.0|3209000.0|10971000.0|0.165815246962|7762000.0|0.11731455172|224000.0|7986000.0|0.120700078593|2810000.0|5176000.0|0.0782298530923|0.21|0.21|23131000.0|23527000.0|2011-12-31|2011-12-31|2012-03-31|0.987|0.4897156473232601|2013-04-23|1|2013-04-23|1|2013-04-23|1
