palmOil@controversialWeapons@gambling@socialScore@nuclear@furLeather@alcoholic@gmo@catholic@socialPercentile@peerCount@governanceScore@environmentPercentile@animalTesting@tobacco@totalEsg@highestControversy@esgPerformance@coal@pesticides@adult@percentile@peerGroup@smallArms@environmentScore@governancePercentile@militaryContract
False@False@False@14.27@False@False@False@False@False@0@100@8.4@0@False@False@25.64@1@AVG_PERF@False@False@False@38.59@Software & Services@False@2.98@0@False
