Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@0.85@0.93@4.02@4.85
7 Days Ago@0.85@0.93@4.02@4.85
30 Days Ago@0.85@0.91@4@4.85
60 Days Ago@1.09@1.29@4.61@5.39
90 Days Ago@1.22@1.46@5.08@5.75
