ActivePositions@Holders@Shares
Increased Positions@704@49,380,147
Decreased Positions@840@61,933,589
Held Positions@191@671,965,671
Total Institutional Shares@1,735@783,279,407
New Positions@104@2,515,986
Sold Out Positions@185@9,486,301
