Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@0.53@0.68@2.38@2.19
7 Days Ago@0.53@0.68@2.39@2.2
30 Days Ago@0.61@0.81@2.29@2.41
60 Days Ago@0.67@0.88@2.35@2.64
90 Days Ago@0.73@0.95@2.41@2.79
