ActivePositions@Holders@Shares
Increased Positions@675@63,568,829
Decreased Positions@785@69,355,734
Held Positions@218@968,519,482
Total Institutional Shares@1,678@1,101,444,045
New Positions@112@13,110,850
Sold Out Positions@142@6,529,953
