OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@114,344,565@2,282,362@2.037%@$6,130,012
BLACKROCK INC.@03/31/2020@95,705,964@2,041,195@2.179%@$5,130,797
STATE STREET CORP@03/31/2020@68,246,977@961,864@1.43%@$3,658,720
LINDSELL TRAIN LTD@03/31/2020@29,815,636@-3,186,800@-9.656%@$1,598,416
JPMORGAN CHASE & CO@03/31/2020@26,837,407@-428,289@-1.571%@$1,438,753
