OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@31,862,348@754,054@2.424%@$3,274,175
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@30,005,611@9,337,438@45.178%@$3,083,377
BLACKROCK INC.@03/31/2020@25,445,664@402,678@1.608%@$2,614,796
FMR LLC@03/31/2020@17,494,301@-3,580,523@-16.99%@$1,797,714
STATE STREET CORP@03/31/2020@16,867,717@-108,397@-0.639%@$1,733,327
