ActivePositions@Holders@Shares
Increased Positions@376@18,329,832
Decreased Positions@365@18,040,905
Held Positions@117@222,511,252
Total Institutional Shares@858@258,881,989
New Positions@96@3,573,347
Sold Out Positions@98@7,532,351
