@Date@SMA_value
189@2016-10-28@31.5591
190@2016-10-21@31.3201
191@2016-10-14@31.0844
192@2016-10-07@30.8512
193@2016-09-30@30.6104
194@2016-09-23@30.3599
195@2016-09-16@30.1022
196@2016-09-09@29.8706
197@2016-09-02@29.6487
198@2016-08-26@29.4490
199@2016-08-19@29.2665
200@2016-08-12@29.0844
201@2016-08-05@28.9160
202@2016-07-29@28.7474
203@2016-07-22@28.5600
204@2016-07-15@28.3700
205@2016-07-08@28.1821
206@2016-07-01@28.0136
207@2016-06-24@27.8785
208@2016-06-17@27.7214
209@2016-06-10@27.5719
210@2016-06-03@27.4206
211@2016-05-27@27.2448
212@2016-05-20@27.0896
213@2016-05-13@26.9194
214@2016-05-06@26.7512
215@2016-04-29@26.6124
216@2016-04-22@26.4733
217@2016-04-15@26.3308
218@2016-04-08@26.1962
219@2016-04-01@26.0509
220@2016-03-24@25.9263
221@2016-03-18@25.8017
222@2016-03-11@25.6770
223@2016-03-04@25.5649
224@2016-02-26@25.4530
225@2016-02-19@25.3568
226@2016-02-12@25.2828
227@2016-02-05@25.1868
228@2016-01-29@25.0320
229@2016-01-22@24.8714
230@2016-01-15@24.7153
231@2016-01-08@24.5488
232@2015-12-31@24.3418
233@2015-12-24@24.1212
234@2015-12-18@23.9028
235@2015-12-11@23.7103
236@2015-12-04@23.5049
237@2015-11-27@23.3083
238@2015-11-20@23.1146
239@2015-11-13@22.9378
240@2015-11-06@22.7565
241@2015-10-30@22.5873
242@2015-10-23@22.4115
243@2015-10-16@22.2498
244@2015-10-09@22.1005
245@2015-10-02@21.9509
246@2015-09-25@21.8026
247@2015-09-18@21.6690
248@2015-09-11@21.5469
249@2015-09-04@21.4286
250@2015-08-28@21.3023
251@2015-08-21@21.2222
252@2015-08-14@21.1072
253@2015-08-07@20.9890
254@2015-07-31@20.8983
255@2015-07-24@20.8049
256@2015-07-17@20.7192
257@2015-07-10@20.6359
258@2015-07-02@20.5701
259@2015-06-26@20.4973
260@2015-06-19@20.3995
261@2015-06-12@20.2969
262@2015-06-05@20.1871
263@2015-05-29@20.0752
264@2015-05-22@19.9563
265@2015-05-15@19.8496
266@2015-05-08@19.7471
267@2015-05-01@19.6600
268@2015-04-24@19.5776
269@2015-04-17@19.4981
270@2015-04-10@19.4183
271@2015-04-02@19.3451
272@2015-03-27@19.2649
273@2015-03-20@19.1744
274@2015-03-13@19.0906
275@2015-03-06@19.0043
276@2015-02-27@18.9164
277@2015-02-20@18.8262
278@2015-02-13@18.7393
279@2015-02-06@18.6670
280@2015-01-30@18.6010
281@2015-01-23@18.5395
282@2015-01-16@18.4799
283@2015-01-09@18.4212
284@2015-01-02@18.3362
285@2014-12-26@18.2473
286@2014-12-19@18.1579
287@2014-12-12@18.0719
288@2014-12-05@17.9665
289@2014-11-28@17.8552
290@2014-11-21@17.7512
291@2014-11-14@17.6645
292@2014-11-07@17.5713
293@2014-10-31@17.4841
294@2014-10-24@17.4048
295@2014-10-17@17.3283
296@2014-10-10@17.2477
297@2014-10-03@17.1509
298@2014-09-26@17.0474
299@2014-09-19@16.9414
300@2014-09-12@16.8191
301@2014-09-05@16.6927
302@2014-08-29@16.5704
303@2014-08-22@16.4583
304@2014-08-15@16.3449
305@2014-08-08@16.2387
306@2014-08-01@16.1307
307@2014-07-25@16.0173
308@2014-07-18@15.9094
309@2014-07-11@15.7995
310@2014-07-03@15.6883
311@2014-06-27@15.5891
312@2014-06-20@15.4868
313@2014-06-13@15.3929
314@2014-06-06@15.3045
315@2014-05-30@15.2162
316@2014-05-23@15.1263
317@2014-05-16@15.0372
318@2014-05-09@14.9478
319@2014-05-02@14.8656
320@2014-04-25@14.7917
321@2014-04-17@14.7140
322@2014-04-11@14.6484
323@2014-04-04@14.5738
324@2014-03-28@14.4967
325@2014-03-21@14.4093
326@2014-03-14@14.3221
327@2014-03-07@14.2467
328@2014-02-28@14.1833
329@2014-02-21@14.1144
330@2014-02-14@14.0398
331@2014-02-07@13.9660
332@2014-01-31@13.9096
333@2014-01-24@13.8634
334@2014-01-17@13.8156
335@2014-01-10@13.7593
336@2014-01-03@13.6984
337@2013-12-27@13.6409
338@2013-12-20@13.5839
339@2013-12-13@13.5395
340@2013-12-06@13.4901
341@2013-11-29@13.4414
342@2013-11-22@13.3890
343@2013-11-15@13.3305
344@2013-11-08@13.2830
345@2013-11-01@13.2383
346@2013-10-25@13.1847
347@2013-10-18@13.1259
348@2013-10-11@13.0842
349@2013-10-04@13.0522
350@2013-09-27@13.0191
351@2013-09-20@12.9841
352@2013-09-13@12.9432
353@2013-09-06@12.8990
354@2013-08-30@12.8495
355@2013-08-23@12.8000
356@2013-08-16@12.7475
357@2013-08-09@12.6890
358@2013-08-02@12.6233
359@2013-07-26@12.5629
360@2013-07-19@12.5184
361@2013-07-12@12.4760
362@2013-07-05@12.4391
363@2013-06-28@12.4165
364@2013-06-21@12.4008
365@2013-06-14@12.3722
366@2013-06-07@12.3444
367@2013-05-31@12.3187
368@2013-05-24@12.2740
369@2013-05-17@12.2333
370@2013-05-10@12.1991
371@2013-05-03@12.1652
372@2013-04-26@12.1324
373@2013-04-19@12.1042
374@2013-04-12@12.0728
375@2013-04-05@12.0425
376@2013-03-28@12.0114
377@2013-03-22@11.9814
378@2013-03-15@11.9490
379@2013-03-08@11.9129
380@2013-03-01@11.8800
381@2013-02-22@11.8448
382@2013-02-15@11.8080
383@2013-02-08@11.7840
384@2013-02-01@11.7806
385@2013-01-25@11.7773
386@2013-01-18@11.7727
387@2013-01-11@11.7659
388@2013-01-04@11.7724
389@2012-12-28@11.7794
390@2012-12-21@11.7862
391@2012-12-14@11.7898
392@2012-12-07@11.7968
393@2012-11-30@11.8076
394@2012-11-23@11.8196
395@2012-11-16@11.8300
396@2012-11-09@11.8459
397@2012-11-02@11.8578
398@2012-10-26@11.8674
399@2012-10-19@11.8728
400@2012-10-12@11.8771
401@2012-10-05@11.8779
402@2012-09-28@11.8795
403@2012-09-21@11.8722
404@2012-09-14@11.8650
405@2012-09-07@11.8557
406@2012-08-31@11.8471
407@2012-08-24@11.8384
408@2012-08-17@11.8267
409@2012-08-10@11.8225
410@2012-08-03@11.8196
411@2012-07-27@11.8061
412@2012-07-20@11.7982
413@2012-07-13@11.7864
414@2012-07-06@11.7759
415@2012-06-29@11.7752
416@2012-06-22@11.7758
417@2012-06-15@11.7736
418@2012-06-08@11.7651
419@2012-06-01@11.7562
420@2012-05-25@11.7445
421@2012-05-18@11.7406
422@2012-05-11@11.7241
423@2012-05-04@11.7079
424@2012-04-27@11.6871
425@2012-04-20@11.6677
426@2012-04-13@11.6499
427@2012-04-05@11.6345
428@2012-03-30@11.6178
429@2012-03-23@11.6056
430@2012-03-16@11.5978
431@2012-03-09@11.6041
432@2012-03-02@11.6070
433@2012-02-24@11.6061
434@2012-02-17@11.6022
435@2012-02-10@11.5929
436@2012-02-03@11.5803
437@2012-01-27@11.5673
438@2012-01-20@11.5528
439@2012-01-13@11.5403
440@2012-01-06@11.5195
441@2011-12-30@11.4961
442@2011-12-23@11.4780
443@2011-12-16@11.4678
444@2011-12-09@11.4549
445@2011-12-02@11.4433
446@2011-11-25@11.4379
447@2011-11-18@11.4300
448@2011-11-11@11.4107
449@2011-11-04@11.3852
450@2011-10-28@11.3658
451@2011-10-21@11.3463
452@2011-10-14@11.3327
453@2011-10-07@11.3216
454@2011-09-30@11.3111
455@2011-09-23@11.3156
456@2011-09-16@11.3202
457@2011-09-09@11.3330
458@2011-09-02@11.3397
459@2011-08-26@11.3505
460@2011-08-19@11.3575
461@2011-08-12@11.3679
462@2011-08-05@11.3752
463@2011-07-29@11.3747
464@2011-07-22@11.3813
465@2011-07-15@11.3865
466@2011-07-08@11.3915
467@2011-07-01@11.3897
468@2011-06-24@11.3925
469@2011-06-17@11.4016
470@2011-06-10@11.4012
471@2011-06-03@11.4066
472@2011-05-27@11.4188
473@2011-05-20@11.4310
474@2011-05-13@11.4453
475@2011-05-06@11.4584
476@2011-04-29@11.4678
477@2011-04-21@11.4629
478@2011-04-15@11.4697
479@2011-04-08@11.4753
480@2011-04-01@11.4751
481@2011-03-25@11.4678
482@2011-03-18@11.4665
483@2011-03-11@11.4648
484@2011-03-04@11.4619
485@2011-02-25@11.4549
486@2011-02-18@11.4467
487@2011-02-11@11.4377
488@2011-02-04@11.4221
489@2011-01-28@11.4084
490@2011-01-21@11.3897
491@2011-01-14@11.3658
492@2011-01-07@11.3456
493@2010-12-31@11.3066
494@2010-12-23@11.2770
495@2010-12-17@11.2488
496@2010-12-10@11.2210
497@2010-12-03@11.1878
498@2010-11-26@11.1604
499@2010-11-19@11.1393
500@2010-11-12@11.1181
501@2010-11-05@11.1114
502@2010-10-29@11.1116
503@2010-10-22@11.1075
504@2010-10-15@11.0991
505@2010-10-08@11.1138
506@2010-10-01@11.1260
507@2010-09-24@11.1340
508@2010-09-17@11.1610
509@2010-09-10@11.1693
510@2010-09-03@11.1817
511@2010-08-27@11.2367
512@2010-08-20@11.2938
513@2010-08-13@11.3543
514@2010-08-06@11.4084
515@2010-07-30@11.6258
516@2010-07-23@11.8467
517@2010-07-16@12.0799
518@2010-07-09@12.2947
519@2010-07-02@12.5369
520@2010-06-25@12.7823
521@2010-06-18@13.0417
522@2010-06-11@13.2659
523@2010-06-04@13.4683
524@2010-05-28@13.6965
525@2010-05-21@13.9548
526@2010-05-14@14.1895
527@2010-05-07@14.4223
528@2010-04-30@14.6478
529@2010-04-23@14.8580
530@2010-04-16@15.0688
531@2010-04-09@15.2538
532@2010-04-01@15.4062
533@2010-03-26@15.5588
534@2010-03-19@15.7153
535@2010-03-12@15.8722
536@2010-03-05@16.0368
537@2010-02-26@16.2036
538@2010-02-19@16.3613
539@2010-02-12@16.5182
540@2010-02-05@16.6899
541@2010-01-29@16.8598
542@2010-01-22@17.0290
543@2010-01-15@17.1931
544@2010-01-08@17.3515
545@2009-12-31@17.5028
546@2009-12-24@17.6524
547@2009-12-18@17.8022
548@2009-12-11@17.9686
549@2009-12-04@18.1381
550@2009-11-27@18.3161
551@2009-11-20@18.4905
552@2009-11-13@18.6388
553@2009-11-06@18.7910
554@2009-10-30@18.9499
555@2009-10-23@19.0228
556@2009-10-16@19.0983
557@2009-10-09@19.1788
558@2009-10-02@19.2874
559@2009-09-25@19.4000
560@2009-09-18@19.5029
561@2009-09-11@19.6136
562@2009-09-04@19.7216
563@2009-08-28@19.8183
564@2009-08-21@19.9034
565@2009-08-14@19.9792
566@2009-08-07@20.0437
567@2009-07-31@20.1217
568@2009-07-24@20.1972
569@2009-07-17@20.2620
570@2009-07-10@20.3308
571@2009-07-02@20.3965
572@2009-06-26@20.4422
573@2009-06-19@20.4977
574@2009-06-12@20.5574
575@2009-06-05@20.6159
576@2009-05-29@20.6787
577@2009-05-22@20.7577
578@2009-05-15@20.8302
579@2009-05-08@20.8976
580@2009-05-01@20.9767
581@2009-04-24@21.0625
582@2009-04-17@21.1508
583@2009-04-09@21.2417
584@2009-04-03@21.3426
585@2009-03-27@21.4418
586@2009-03-20@21.5478
587@2009-03-13@21.6483
588@2009-03-06@21.7382
589@2009-02-27@21.8302
590@2009-02-20@21.9173
591@2009-02-13@21.9962
592@2009-02-06@22.0693
593@2009-01-30@22.1452
594@2009-01-23@22.2296
595@2009-01-16@22.3066
596@2009-01-09@22.3752
597@2009-01-02@22.4583
598@2008-12-26@22.5356
599@2008-12-19@22.6175
600@2008-12-12@22.7039
601@2008-12-05@22.7686
602@2008-11-28@22.8294
603@2008-11-21@22.8895
604@2008-11-14@22.9597
605@2008-11-07@23.0121
606@2008-10-31@23.0625
607@2008-10-24@23.1158
608@2008-10-17@23.1437
609@2008-10-10@23.1901
610@2008-10-03@23.2266
611@2008-09-26@23.2164
612@2008-09-19@23.2015
613@2008-09-12@23.1910
614@2008-09-05@23.1757
615@2008-08-29@22.9890
616@2008-08-22@22.7976
617@2008-08-15@22.5937
618@2008-08-08@22.4002
619@2008-08-01@22.1817
620@2008-07-25@21.9544
621@2008-07-18@21.7183
622@2008-07-11@21.5152
623@2008-07-03@21.3327
624@2008-06-27@21.1190
625@2008-06-20@20.8772
626@2008-06-13@20.6481
627@2008-06-06@20.4137
628@2008-05-30@20.1900
629@2008-05-23@19.9785
630@2008-05-16@19.7650
631@2008-05-09@19.5775
632@2008-05-02@19.4354
633@2008-04-25@19.2913
634@2008-04-18@19.1403
635@2008-04-11@19.0022
636@2008-04-04@18.8772
637@2008-03-28@18.7451
638@2008-03-20@18.6156
639@2008-03-14@18.4804
640@2008-03-07@18.3430
641@2008-02-29@18.2109
642@2008-02-22@18.0758
643@2008-02-15@17.9438
644@2008-02-08@17.7955
645@2008-02-01@17.6570
646@2008-01-25@17.5155
647@2008-01-18@17.3773
648@2008-01-11@17.2323
649@2008-01-04@17.0939
650@2007-12-28@16.9420
651@2007-12-21@16.7940
652@2007-12-14@16.6757
653@2007-12-07@16.5547
654@2007-11-30@16.4256
655@2007-11-23@16.3665
656@2007-11-16@16.3005
657@2007-11-09@16.2360
658@2007-11-02@16.1436
659@2007-10-26@16.0538
660@2007-10-19@15.9864
661@2007-10-12@15.9251
662@2007-10-05@15.8726
663@2007-09-28@15.8115
664@2007-09-21@15.8119
665@2007-09-14@15.8181
666@2007-09-07@15.8243
667@2007-08-31@15.8334
668@2007-08-24@15.8423
669@2007-08-17@15.8810
670@2007-08-10@15.9222
671@2007-08-03@15.9612
672@2007-07-27@15.9979
673@2007-07-20@16.0171
674@2007-07-13@16.0321
675@2007-07-06@16.0505
676@2007-06-29@16.0662
677@2007-06-22@16.0634
678@2007-06-15@16.0530
679@2007-06-08@16.0423
680@2007-06-01@16.0165
681@2007-05-25@15.9962
682@2007-05-18@15.9767
683@2007-05-11@15.9507
684@2007-05-04@15.8963
685@2007-04-27@15.8470
686@2007-04-20@15.7966
687@2007-04-13@15.7481
688@2007-04-05@15.7157
689@2007-03-30@15.6713
690@2007-03-23@15.6370
691@2007-03-16@15.6192
692@2007-03-09@15.6022
693@2007-03-02@15.5937
694@2007-02-23@15.5797
695@2007-02-16@15.6411
696@2007-02-09@15.7071
697@2007-02-02@15.7651
698@2007-01-26@15.8163
699@2007-01-19@15.8521
700@2007-01-12@15.8753
701@2007-01-05@15.9405
702@2006-12-29@15.9876
703@2006-12-22@16.0355
704@2006-12-15@16.0792
705@2006-12-08@16.0831
706@2006-12-01@16.1131
707@2006-11-24@16.1405
708@2006-11-17@16.1695
709@2006-11-10@16.1834
710@2006-11-03@16.2012
711@2006-10-27@16.2083
712@2006-10-20@16.2125
713@2006-10-13@16.2164
714@2006-10-06@16.2238
715@2006-09-29@16.2179
716@2006-09-22@16.2017
717@2006-09-15@16.1872
718@2006-09-08@16.1847
719@2006-09-01@16.1877
720@2006-08-25@16.1908
721@2006-08-18@16.1840
722@2006-08-11@16.1941
723@2006-08-04@16.2048
724@2006-07-28@16.2274
725@2006-07-21@16.2516
726@2006-07-14@16.2712
727@2006-07-07@16.3031
728@2006-06-30@16.3347
729@2006-06-23@16.3607
730@2006-06-16@16.4047
731@2006-06-09@16.4305
732@2006-06-02@16.4547
733@2006-05-26@16.4821
734@2006-05-19@16.5120
735@2006-05-12@16.5392
736@2006-05-05@16.5543
737@2006-04-28@16.5708
738@2006-04-21@16.5882
739@2006-04-13@16.5961
740@2006-04-07@16.6134
741@2006-03-31@16.6259
742@2006-03-24@16.6485
743@2006-03-17@16.6659
744@2006-03-10@16.7161
745@2006-03-03@16.7552
746@2006-02-24@16.7865
747@2006-02-17@16.8058
748@2006-02-10@16.8788
749@2006-02-03@16.9501
750@2006-01-27@17.0199
751@2006-01-20@17.0861
752@2006-01-13@17.1483
753@2006-01-06@17.1989
754@2005-12-30@17.2489
755@2005-12-23@17.2996
756@2005-12-16@17.3520
757@2005-12-09@17.3922
758@2005-12-02@17.4447
759@2005-11-25@17.4833
760@2005-11-18@17.5157
761@2005-11-11@17.5072
762@2005-11-04@17.4888
763@2005-10-28@17.4893
764@2005-10-21@17.4310
765@2005-10-14@17.3801
766@2005-10-07@17.3379
767@2005-09-30@17.2818
768@2005-09-23@17.2169
769@2005-09-16@17.1326
770@2005-09-09@17.0418
771@2005-09-02@16.9387
772@2005-08-26@16.8439
773@2005-08-19@16.7613
774@2005-08-12@16.6808
775@2005-08-05@16.6087
776@2005-07-29@16.5359
777@2005-07-22@16.4770
778@2005-07-15@16.4147
779@2005-07-08@16.3531
780@2005-07-01@16.3068
781@2005-06-24@16.2559
782@2005-06-17@16.1967
783@2005-06-10@16.1569
784@2005-06-03@16.1298
785@2005-05-27@16.1048
786@2005-05-20@16.0736
787@2005-05-13@16.0459
788@2005-05-06@16.0074
789@2005-04-29@16.0315
790@2005-04-22@16.0455
791@2005-04-15@16.0518
792@2005-04-08@16.0644
793@2005-04-01@16.0797
794@2005-03-24@16.0676
795@2005-03-18@15.9783
796@2005-03-11@15.8851
797@2005-03-04@15.8003
798@2005-02-25@15.7269
799@2005-02-18@15.6594
800@2005-02-11@15.6000
801@2005-02-04@15.5111
802@2005-01-28@15.4357
803@2005-01-21@15.3692
804@2005-01-14@15.2952
805@2005-01-07@15.2562
806@2004-12-31@15.2034
807@2004-12-23@15.1453
808@2004-12-17@15.0940
809@2004-12-10@15.0657
810@2004-12-03@15.0371
811@2004-11-26@15.0191
812@2004-11-19@14.9935
813@2004-11-12@14.9850
814@2004-11-05@15.0133
815@2004-10-29@15.0893
816@2004-10-22@15.1697
817@2004-10-15@15.2393
818@2004-10-08@15.3129
819@2004-10-01@15.3959
820@2004-09-24@15.4615
821@2004-09-17@15.5455
822@2004-09-10@15.6072
823@2004-09-03@15.6641
824@2004-08-27@15.7694
825@2004-08-20@15.8785
826@2004-08-13@16.0166
827@2004-08-06@16.1437
828@2004-07-30@16.2760
829@2004-07-23@16.4454
830@2004-07-16@16.5611
831@2004-07-09@16.6899
832@2004-07-02@16.8037
833@2004-06-25@16.9163
834@2004-06-18@17.0183
835@2004-06-10@17.1270
836@2004-06-04@17.2342
837@2004-05-28@17.3681
838@2004-05-21@17.4944
839@2004-05-14@17.6336
840@2004-05-07@17.7899
841@2004-04-30@17.9657
842@2004-04-23@18.1466
843@2004-04-16@18.3176
844@2004-04-08@18.4674
845@2004-04-02@18.6141
846@2004-03-26@18.7599
847@2004-03-19@18.9324
848@2004-03-12@19.0281
849@2004-03-05@19.0987
850@2004-02-27@19.1792
851@2004-02-20@19.2529
852@2004-02-13@19.3363
853@2004-02-06@19.4613
854@2004-01-30@19.5697
855@2004-01-23@19.6496
856@2004-01-16@19.7266
857@2004-01-09@19.7974
858@2004-01-02@19.8674
859@2003-12-26@19.9487
860@2003-12-19@20.0075
861@2003-12-12@20.0883
862@2003-12-05@20.2034
863@2003-11-28@20.3156
864@2003-11-21@20.4141
865@2003-11-14@20.5132
866@2003-11-07@20.6170
867@2003-10-31@20.7182
868@2003-10-24@20.8027
869@2003-10-17@21.0108
870@2003-10-10@21.2618
871@2003-10-03@21.5272
872@2003-09-26@21.7906
873@2003-09-19@22.0231
874@2003-09-12@22.2216
875@2003-09-05@22.3872
876@2003-08-29@22.5304
877@2003-08-22@22.6970
878@2003-08-15@22.8812
879@2003-08-08@23.1087
880@2003-08-01@23.3617
881@2003-07-25@23.5840
882@2003-07-18@23.7903
883@2003-07-11@23.9908
884@2003-07-03@24.1753
885@2003-06-27@24.4278
886@2003-06-20@24.6832
887@2003-06-13@24.9533
888@2003-06-06@25.1970
889@2003-05-30@25.4171
890@2003-05-23@25.5958
891@2003-05-16@25.8148
892@2003-05-09@26.0341
893@2003-05-02@26.2235
894@2003-04-25@26.4104
895@2003-04-17@26.5545
896@2003-04-11@26.7085
897@2003-04-04@26.8315
898@2003-03-28@26.9583
899@2003-03-21@27.0728
900@2003-03-14@27.1535
901@2003-03-07@27.2284
902@2003-02-28@27.3258
903@2003-02-21@27.4143
904@2003-02-14@27.4969
905@2003-02-07@27.5989
906@2003-01-31@27.6833
907@2003-01-24@27.7708
908@2003-01-17@27.8505
909@2003-01-10@27.8991
910@2003-01-03@27.9474
911@2002-12-27@27.9925
912@2002-12-20@28.0446
913@2002-12-13@28.0675
914@2002-12-06@28.0378
915@2002-11-29@27.9691
916@2002-11-22@27.9015
917@2002-11-15@27.8297
918@2002-11-08@27.7455
919@2002-11-01@27.6474
920@2002-10-25@27.5667
921@2002-10-18@27.4720
922@2002-10-11@27.3925
923@2002-10-04@27.3335
924@2002-09-27@27.2209
925@2002-09-20@27.1132
926@2002-09-13@26.9895
927@2002-09-06@26.8695
928@2002-08-30@26.7389
929@2002-08-23@26.5733
930@2002-08-16@26.4434
931@2002-08-09@26.3132
932@2002-08-02@26.1837
933@2002-07-26@26.0521
934@2002-07-19@25.9256
935@2002-07-12@25.7763
936@2002-07-05@25.6116
937@2002-06-28@25.4041
938@2002-06-21@25.2104
939@2002-06-14@25.0173
940@2002-06-07@24.7785
941@2002-05-31@24.5162
942@2002-05-24@24.2342
943@2002-05-17@23.9653
