@Date@WMA_value
156@2017-06-16@42.6515
157@2017-06-09@42.2879
158@2017-06-02@41.8638
159@2017-05-26@41.4583
160@2017-05-19@41.0919
161@2017-05-12@40.7231
162@2017-05-05@40.3924
163@2017-04-28@40.0796
164@2017-04-21@39.8040
165@2017-04-13@39.5623
166@2017-04-07@39.2970
167@2017-03-31@39.0194
168@2017-03-24@38.7590
169@2017-03-17@38.4852
170@2017-03-10@38.2033
171@2017-03-03@37.9671
172@2017-02-24@37.7545
173@2017-02-17@37.5361
174@2017-02-10@37.3005
175@2017-02-03@37.1805
176@2017-01-27@37.0665
177@2017-01-20@36.9615
178@2017-01-13@36.8536
179@2017-01-06@36.7595
180@2016-12-30@36.6950
181@2016-12-23@36.6252
182@2016-12-16@36.5566
183@2016-12-09@36.4757
184@2016-12-02@36.4068
185@2016-11-25@36.3075
186@2016-11-18@36.1807
187@2016-11-11@36.0377
188@2016-11-04@35.8249
189@2016-10-28@35.5901
190@2016-10-21@35.3212
191@2016-10-14@35.0727
192@2016-10-07@34.8131
193@2016-09-30@34.5421
194@2016-09-23@34.2676
195@2016-09-16@33.9809
196@2016-09-09@33.7417
197@2016-09-02@33.4773
198@2016-08-26@33.2464
199@2016-08-19@33.0341
200@2016-08-12@32.7860
201@2016-08-05@32.5521
202@2016-07-29@32.3216
203@2016-07-22@32.0562
204@2016-07-15@31.7784
205@2016-07-08@31.5158
206@2016-07-01@31.2904
207@2016-06-24@31.1177
208@2016-06-17@30.9030
209@2016-06-10@30.7059
210@2016-06-03@30.5033
211@2016-05-27@30.2598
212@2016-05-20@30.0511
213@2016-05-13@29.8228
214@2016-05-06@29.6042
215@2016-04-29@29.4440
216@2016-04-22@29.2829
217@2016-04-15@29.1199
218@2016-04-08@28.9595
219@2016-04-01@28.7937
220@2016-03-24@28.6715
221@2016-03-18@28.5442
222@2016-03-11@28.4259
223@2016-03-04@28.3183
224@2016-02-26@28.1940
225@2016-02-19@28.0920
226@2016-02-12@28.0271
227@2016-02-05@27.9379
228@2016-01-29@27.7484
229@2016-01-22@27.5328
230@2016-01-15@27.3188
231@2016-01-08@27.0941
232@2015-12-31@26.8226
233@2015-12-24@26.5327
234@2015-12-18@26.2366
235@2015-12-11@25.9680
236@2015-12-04@25.6628
237@2015-11-27@25.3828
238@2015-11-20@25.1015
239@2015-11-13@24.8727
240@2015-11-06@24.6243
241@2015-10-30@24.3934
242@2015-10-23@24.1439
243@2015-10-16@23.9124
244@2015-10-09@23.7188
245@2015-10-02@23.5233
246@2015-09-25@23.3171
247@2015-09-18@23.1301
248@2015-09-11@22.9795
249@2015-09-04@22.8369
250@2015-08-28@22.6778
251@2015-08-21@22.6028
252@2015-08-14@22.4528
253@2015-08-07@22.2966
254@2015-07-31@22.1979
255@2015-07-24@22.0942
256@2015-07-17@21.9934
257@2015-07-10@21.8963
258@2015-07-02@21.8203
259@2015-06-26@21.7369
260@2015-06-19@21.6426
261@2015-06-12@21.5443
262@2015-06-05@21.4338
263@2015-05-29@21.3275
264@2015-05-22@21.2199
265@2015-05-15@21.1108
266@2015-05-08@21.0068
267@2015-05-01@20.9385
268@2015-04-24@20.8513
269@2015-04-17@20.7843
270@2015-04-10@20.7164
271@2015-04-02@20.6533
272@2015-03-27@20.5827
273@2015-03-20@20.4992
274@2015-03-13@20.4214
275@2015-03-06@20.3411
276@2015-02-27@20.2539
277@2015-02-20@20.1645
278@2015-02-13@20.0792
279@2015-02-06@20.0130
280@2015-01-30@19.9675
281@2015-01-23@19.9257
282@2015-01-16@19.8888
283@2015-01-09@19.8758
284@2015-01-02@19.8401
285@2014-12-26@19.7978
286@2014-12-19@19.7542
287@2014-12-12@19.7141
288@2014-12-05@19.6403
289@2014-11-28@19.5656
290@2014-11-21@19.5013
291@2014-11-14@19.4538
292@2014-11-07@19.3931
293@2014-10-31@19.3390
294@2014-10-24@19.3040
295@2014-10-17@19.2747
296@2014-10-10@19.2441
297@2014-10-03@19.1717
298@2014-09-26@19.0906
299@2014-09-19@18.9956
300@2014-09-12@18.8653
301@2014-09-05@18.7228
302@2014-08-29@18.5850
303@2014-08-22@18.4511
304@2014-08-15@18.3114
305@2014-08-08@18.1844
306@2014-08-01@18.0573
307@2014-07-25@17.9172
308@2014-07-18@17.7798
309@2014-07-11@17.6455
310@2014-07-03@17.5102
311@2014-06-27@17.3841
312@2014-06-20@17.2529
313@2014-06-13@17.1334
314@2014-06-06@17.0212
315@2014-05-30@16.9102
316@2014-05-23@16.7999
317@2014-05-16@16.6954
318@2014-05-09@16.5788
319@2014-05-02@16.4793
320@2014-04-25@16.3833
321@2014-04-17@16.2832
322@2014-04-11@16.1934
323@2014-04-04@16.0901
324@2014-03-28@15.9705
325@2014-03-21@15.8421
326@2014-03-14@15.7067
327@2014-03-07@15.5910
328@2014-02-28@15.4932
329@2014-02-21@15.3826
330@2014-02-14@15.2664
331@2014-02-07@15.1618
332@2014-01-31@15.0936
333@2014-01-24@15.0374
334@2014-01-17@14.9739
335@2014-01-10@14.8895
336@2014-01-03@14.7968
337@2013-12-27@14.7147
338@2013-12-20@14.6282
339@2013-12-13@14.5635
340@2013-12-06@14.4906
341@2013-11-29@14.4136
342@2013-11-22@14.3336
343@2013-11-15@14.2457
344@2013-11-08@14.1730
345@2013-11-01@14.1013
346@2013-10-25@14.0181
347@2013-10-18@13.9265
348@2013-10-11@13.8501
349@2013-10-04@13.7759
350@2013-09-27@13.7028
351@2013-09-20@13.6233
352@2013-09-13@13.5394
353@2013-09-06@13.4570
354@2013-08-30@13.3786
355@2013-08-23@13.3014
356@2013-08-16@13.2124
357@2013-08-09@13.1229
358@2013-08-02@13.0198
359@2013-07-26@12.9234
360@2013-07-19@12.8667
361@2013-07-12@12.8168
362@2013-07-05@12.7702
363@2013-06-28@12.7339
364@2013-06-21@12.7121
365@2013-06-14@12.6662
366@2013-06-07@12.6186
367@2013-05-31@12.5774
368@2013-05-24@12.5087
369@2013-05-17@12.4553
370@2013-05-10@12.4025
371@2013-05-03@12.3422
372@2013-04-26@12.2891
373@2013-04-19@12.2449
374@2013-04-12@12.1940
375@2013-04-05@12.1468
376@2013-03-28@12.0969
377@2013-03-22@12.0506
378@2013-03-15@12.0028
379@2013-03-08@11.9460
380@2013-03-01@11.8981
381@2013-02-22@11.8455
382@2013-02-15@11.7946
383@2013-02-08@11.7664
384@2013-02-01@11.7692
385@2013-01-25@11.7748
386@2013-01-18@11.7818
387@2013-01-11@11.7871
388@2013-01-04@11.7994
389@2012-12-28@11.8248
390@2012-12-21@11.8482
391@2012-12-14@11.8562
392@2012-12-07@11.8656
393@2012-11-30@11.8719
394@2012-11-23@11.8834
395@2012-11-16@11.8966
396@2012-11-09@11.9187
397@2012-11-02@11.9331
398@2012-10-26@11.9545
399@2012-10-19@11.9690
400@2012-10-12@11.9830
401@2012-10-05@11.9954
402@2012-09-28@12.0069
403@2012-09-21@12.0042
404@2012-09-14@12.0003
405@2012-09-07@11.9968
406@2012-08-31@11.9988
407@2012-08-24@12.0005
408@2012-08-17@11.9959
409@2012-08-10@12.0005
410@2012-08-03@12.0088
411@2012-07-27@12.0042
412@2012-07-20@12.0025
413@2012-07-13@11.9975
414@2012-07-06@11.9905
415@2012-06-29@11.9863
416@2012-06-22@11.9876
417@2012-06-15@11.9950
418@2012-06-08@11.9923
419@2012-06-01@11.9940
420@2012-05-25@11.9840
421@2012-05-18@11.9788
422@2012-05-11@11.9611
423@2012-05-04@11.9488
424@2012-04-27@11.9261
425@2012-04-20@11.9166
426@2012-04-13@11.9010
427@2012-04-05@11.8828
428@2012-03-30@11.8598
429@2012-03-23@11.8360
430@2012-03-16@11.8191
431@2012-03-09@11.8138
432@2012-03-02@11.8118
433@2012-02-24@11.8022
434@2012-02-17@11.7896
435@2012-02-10@11.7738
436@2012-02-03@11.7597
437@2012-01-27@11.7504
438@2012-01-20@11.7366
439@2012-01-13@11.7201
440@2012-01-06@11.7061
441@2011-12-30@11.6870
442@2011-12-23@11.6729
443@2011-12-16@11.6639
444@2011-12-09@11.6492
445@2011-12-02@11.6304
446@2011-11-25@11.6187
447@2011-11-18@11.6100
448@2011-11-11@11.5830
449@2011-11-04@11.5392
450@2011-10-28@11.4989
451@2011-10-21@11.4563
452@2011-10-14@11.4215
453@2011-10-07@11.3954
454@2011-09-30@11.3845
455@2011-09-23@11.3759
456@2011-09-16@11.3626
457@2011-09-09@11.3621
458@2011-09-02@11.3637
459@2011-08-26@11.3629
460@2011-08-19@11.3713
461@2011-08-12@11.3834
462@2011-08-05@11.3888
463@2011-07-29@11.3766
464@2011-07-22@11.3658
465@2011-07-15@11.3570
466@2011-07-08@11.3455
467@2011-07-01@11.3368
468@2011-06-24@11.3393
469@2011-06-17@11.3500
470@2011-06-10@11.3490
471@2011-06-03@11.3409
472@2011-05-27@11.3387
473@2011-05-20@11.3370
474@2011-05-13@11.3359
475@2011-05-06@11.3370
476@2011-04-29@11.3380
477@2011-04-21@11.3408
478@2011-04-15@11.3477
479@2011-04-08@11.3538
480@2011-04-01@11.3630
481@2011-03-25@11.3726
482@2011-03-18@11.3878
483@2011-03-11@11.4008
484@2011-03-04@11.4040
485@2011-02-25@11.4098
486@2011-02-18@11.4195
487@2011-02-11@11.4317
488@2011-02-04@11.4242
489@2011-01-28@11.4283
490@2011-01-21@11.4305
491@2011-01-14@11.4229
492@2011-01-07@11.4096
493@2010-12-31@11.3845
494@2010-12-23@11.3615
495@2010-12-17@11.3427
496@2010-12-10@11.3209
497@2010-12-03@11.2985
498@2010-11-26@11.2868
499@2010-11-19@11.2761
500@2010-11-12@11.2666
501@2010-11-05@11.2622
502@2010-10-29@11.2553
503@2010-10-22@11.2519
504@2010-10-15@11.2472
505@2010-10-08@11.2474
506@2010-10-01@11.2521
507@2010-09-24@11.2571
508@2010-09-17@11.2625
509@2010-09-10@11.2625
510@2010-09-03@11.2639
511@2010-08-27@11.2747
512@2010-08-20@11.2788
513@2010-08-13@11.2885
514@2010-08-06@11.2950
515@2010-07-30@11.2892
516@2010-07-23@11.2907
517@2010-07-16@11.3086
518@2010-07-09@11.3332
519@2010-07-02@11.3680
520@2010-06-25@11.4017
521@2010-06-18@11.4300
522@2010-06-11@11.4755
523@2010-06-04@11.5301
524@2010-05-28@11.5885
525@2010-05-21@11.6626
526@2010-05-14@11.7325
527@2010-05-07@11.8001
528@2010-04-30@11.8701
529@2010-04-23@11.9349
530@2010-04-16@12.0022
531@2010-04-09@12.0567
532@2010-04-01@12.1241
533@2010-03-26@12.1946
534@2010-03-19@12.2711
535@2010-03-12@12.3585
536@2010-03-05@12.4577
537@2010-02-26@12.5659
538@2010-02-19@12.6760
539@2010-02-12@12.7829
540@2010-02-05@12.9124
541@2010-01-29@13.0458
542@2010-01-22@13.1775
543@2010-01-15@13.3021
544@2010-01-08@13.4297
545@2009-12-31@13.5539
546@2009-12-24@13.6759
547@2009-12-18@13.8090
548@2009-12-11@13.9502
549@2009-12-04@14.0905
550@2009-11-27@14.2263
551@2009-11-20@14.3637
552@2009-11-13@14.5005
553@2009-11-06@14.6443
554@2009-10-30@14.8055
555@2009-10-23@14.9406
556@2009-10-16@15.0723
557@2009-10-09@15.2015
558@2009-10-02@15.3472
559@2009-09-25@15.4845
560@2009-09-18@15.6404
561@2009-09-11@15.7951
562@2009-09-04@15.9513
563@2009-08-28@16.1074
564@2009-08-21@16.2522
565@2009-08-14@16.4032
566@2009-08-07@16.5532
567@2009-07-31@16.7211
568@2009-07-24@16.8923
569@2009-07-17@17.0605
570@2009-07-10@17.2371
571@2009-07-02@17.3963
572@2009-06-26@17.5487
573@2009-06-19@17.7023
574@2009-06-12@17.8533
575@2009-06-05@18.0099
576@2009-05-29@18.1746
577@2009-05-22@18.3712
578@2009-05-15@18.5500
579@2009-05-08@18.7316
580@2009-05-01@18.9293
581@2009-04-24@19.1434
582@2009-04-17@19.3530
583@2009-04-09@19.5629
584@2009-04-03@19.7675
585@2009-03-27@19.9850
586@2009-03-20@20.2108
587@2009-03-13@20.4431
588@2009-03-06@20.6708
589@2009-02-27@20.9084
590@2009-02-20@21.1561
591@2009-02-13@21.4063
592@2009-02-06@21.6453
593@2009-01-30@21.9121
594@2009-01-23@22.1646
595@2009-01-16@22.4206
596@2009-01-09@22.6747
597@2009-01-02@22.9412
598@2008-12-26@23.2091
599@2008-12-19@23.4674
600@2008-12-12@23.7292
601@2008-12-05@23.9690
602@2008-11-28@24.1938
603@2008-11-21@24.4318
604@2008-11-14@24.6785
605@2008-11-07@24.8853
606@2008-10-31@25.1022
607@2008-10-24@25.3287
608@2008-10-17@25.5179
609@2008-10-10@25.7395
610@2008-10-03@25.9548
611@2008-09-26@26.0940
612@2008-09-19@26.2207
613@2008-09-12@26.3451
614@2008-09-05@26.4775
615@2008-08-29@26.2662
616@2008-08-22@26.0471
617@2008-08-15@25.8114
618@2008-08-08@25.6108
619@2008-08-01@25.3570
620@2008-07-25@25.0864
621@2008-07-18@24.7729
622@2008-07-11@24.5377
623@2008-07-03@24.3473
624@2008-06-27@24.1007
625@2008-06-20@23.8005
626@2008-06-13@23.5335
627@2008-06-06@23.2587
628@2008-05-30@22.9920
629@2008-05-23@22.7418
630@2008-05-16@22.4847
631@2008-05-09@22.2585
632@2008-05-02@22.1040
633@2008-04-25@21.9462
634@2008-04-18@21.7807
635@2008-04-11@21.6193
636@2008-04-04@21.4488
637@2008-03-28@21.2770
638@2008-03-20@21.1195
639@2008-03-14@20.9545
640@2008-03-07@20.7768
641@2008-02-29@20.6005
642@2008-02-22@20.4179
643@2008-02-15@20.2324
644@2008-02-08@20.0551
645@2008-02-01@19.8828
646@2008-01-25@19.7058
647@2008-01-18@19.5339
648@2008-01-11@19.3310
649@2008-01-04@19.1150
650@2007-12-28@18.8711
651@2007-12-21@18.6296
652@2007-12-14@18.4339
653@2007-12-07@18.2320
654@2007-11-30@18.0285
655@2007-11-23@17.9667
656@2007-11-16@17.8934
657@2007-11-09@17.8050
658@2007-11-02@17.6734
659@2007-10-26@17.5214
660@2007-10-19@17.4039
661@2007-10-12@17.2664
662@2007-10-05@17.1326
663@2007-09-28@17.0178
664@2007-09-21@16.9130
665@2007-09-14@16.8316
666@2007-09-07@16.7703
667@2007-08-31@16.6987
668@2007-08-24@16.6342
669@2007-08-17@16.5873
670@2007-08-10@16.5404
671@2007-08-03@16.4818
672@2007-07-27@16.4556
673@2007-07-20@16.4106
674@2007-07-13@16.3538
675@2007-07-06@16.3041
676@2007-06-29@16.2532
677@2007-06-22@16.2004
678@2007-06-15@16.1410
679@2007-06-08@16.0929
680@2007-06-01@16.0358
681@2007-05-25@15.9797
682@2007-05-18@15.9119
683@2007-05-11@15.8371
684@2007-05-04@15.7341
685@2007-04-27@15.6443
686@2007-04-20@15.5464
687@2007-04-13@15.4628
688@2007-04-05@15.3932
689@2007-03-30@15.3267
690@2007-03-23@15.2775
691@2007-03-16@15.2452
692@2007-03-09@15.2114
693@2007-03-02@15.1982
694@2007-02-23@15.1519
695@2007-02-16@15.1234
696@2007-02-09@15.1097
697@2007-02-02@15.0791
698@2007-01-26@15.0608
699@2007-01-19@15.0230
700@2007-01-12@14.9786
701@2007-01-05@14.9550
702@2006-12-29@14.9239
703@2006-12-22@14.9071
704@2006-12-15@14.8786
705@2006-12-08@14.8444
706@2006-12-01@14.8239
707@2006-11-24@14.8067
708@2006-11-17@14.8025
709@2006-11-10@14.7935
710@2006-11-03@14.7974
711@2006-10-27@14.8180
712@2006-10-20@14.8359
713@2006-10-13@14.8429
714@2006-10-06@14.8680
715@2006-09-29@14.8923
716@2006-09-22@14.9216
717@2006-09-15@14.9627
718@2006-09-08@15.0222
719@2006-09-01@15.0824
720@2006-08-25@15.1478
721@2006-08-18@15.1922
722@2006-08-11@15.2539
723@2006-08-04@15.3233
724@2006-07-28@15.4030
725@2006-07-21@15.4900
726@2006-07-14@15.5900
727@2006-07-07@15.6980
728@2006-06-30@15.7979
729@2006-06-23@15.8949
730@2006-06-16@15.9940
731@2006-06-09@16.0768
732@2006-06-02@16.1446
733@2006-05-26@16.2165
734@2006-05-19@16.2980
735@2006-05-12@16.3613
736@2006-05-05@16.3923
737@2006-04-28@16.4390
738@2006-04-21@16.4978
739@2006-04-13@16.5633
740@2006-04-07@16.6234
741@2006-03-31@16.6773
742@2006-03-24@16.7339
743@2006-03-17@16.7845
744@2006-03-10@16.8795
745@2006-03-03@16.9636
746@2006-02-24@17.0524
747@2006-02-17@17.1428
748@2006-02-10@17.2200
749@2006-02-03@17.2753
750@2006-01-27@17.3337
751@2006-01-20@17.3911
752@2006-01-13@17.4389
753@2006-01-06@17.4894
754@2005-12-30@17.5579
755@2005-12-23@17.6316
756@2005-12-16@17.7098
757@2005-12-09@17.7720
758@2005-12-02@17.8492
759@2005-11-25@17.9033
760@2005-11-18@17.9495
761@2005-11-11@17.9647
762@2005-11-04@17.9669
763@2005-10-28@18.0063
764@2005-10-21@17.9328
765@2005-10-14@17.8701
766@2005-10-07@17.8265
767@2005-09-30@17.7655
768@2005-09-23@17.7106
769@2005-09-16@17.6118
770@2005-09-09@17.5055
771@2005-09-02@17.3891
772@2005-08-26@17.3070
773@2005-08-19@17.2387
774@2005-08-12@17.1650
775@2005-08-05@17.0900
776@2005-07-29@17.0172
777@2005-07-22@16.9781
778@2005-07-15@16.9465
779@2005-07-08@16.9258
780@2005-07-01@16.9255
781@2005-06-24@16.9148
782@2005-06-17@16.8900
783@2005-06-10@16.8707
784@2005-06-03@16.8800
785@2005-05-27@16.8930
786@2005-05-20@16.9004
787@2005-05-13@16.9187
788@2005-05-06@16.9190
789@2005-04-29@16.9476
790@2005-04-22@16.9744
791@2005-04-15@16.9859
792@2005-04-08@16.9949
793@2005-04-01@17.0082
794@2005-03-24@16.9992
795@2005-03-18@16.8558
796@2005-03-11@16.7150
797@2005-03-04@16.5702
798@2005-02-25@16.4488
799@2005-02-18@16.3363
800@2005-02-11@16.2404
801@2005-02-04@16.0793
802@2005-01-28@15.9439
803@2005-01-21@15.8192
804@2005-01-14@15.6886
805@2005-01-07@15.6303
806@2004-12-31@15.5323
807@2004-12-23@15.4411
808@2004-12-17@15.3583
809@2004-12-10@15.2996
810@2004-12-03@15.2452
811@2004-11-26@15.2282
812@2004-11-19@15.2136
813@2004-11-12@15.1886
814@2004-11-05@15.1750
815@2004-10-29@15.1886
816@2004-10-22@15.2296
817@2004-10-15@15.2807
818@2004-10-08@15.3279
819@2004-10-01@15.3664
820@2004-09-24@15.4112
821@2004-09-17@15.4564
822@2004-09-10@15.4865
823@2004-09-03@15.5240
824@2004-08-27@15.5499
825@2004-08-20@15.5816
826@2004-08-13@15.6377
827@2004-08-06@15.6794
828@2004-07-30@15.7155
829@2004-07-23@15.7628
830@2004-07-16@15.7779
831@2004-07-09@15.8147
832@2004-07-02@15.8415
833@2004-06-25@15.8678
834@2004-06-18@15.9000
835@2004-06-10@15.9211
836@2004-06-04@15.9357
837@2004-05-28@15.9655
838@2004-05-21@16.0078
839@2004-05-14@16.0782
840@2004-05-07@16.1273
841@2004-04-30@16.1830
842@2004-04-23@16.2245
843@2004-04-16@16.2734
844@2004-04-08@16.3036
845@2004-04-02@16.3471
846@2004-03-26@16.4130
847@2004-03-19@16.5073
848@2004-03-12@16.4825
849@2004-03-05@16.4392
850@2004-02-27@16.4021
851@2004-02-20@16.3713
852@2004-02-13@16.3393
853@2004-02-06@16.3344
854@2004-01-30@16.3498
855@2004-01-23@16.3696
856@2004-01-16@16.3911
857@2004-01-09@16.4214
858@2004-01-02@16.4425
859@2003-12-26@16.4690
860@2003-12-19@16.5005
861@2003-12-12@16.5836
862@2003-12-05@16.6760
863@2003-11-28@16.7703
864@2003-11-21@16.8714
865@2003-11-14@16.9715
866@2003-11-07@17.0763
867@2003-10-31@17.1945
868@2003-10-24@17.3391
869@2003-10-17@17.4841
870@2003-10-10@17.6412
871@2003-10-03@17.8197
872@2003-09-26@18.0233
873@2003-09-19@18.2228
874@2003-09-12@18.4182
875@2003-09-05@18.6004
876@2003-08-29@18.7905
877@2003-08-22@18.9912
878@2003-08-15@19.2110
879@2003-08-08@19.4461
880@2003-08-01@19.6772
881@2003-07-25@19.9123
882@2003-07-18@20.1551
883@2003-07-11@20.3698
884@2003-07-03@20.5920
885@2003-06-27@20.8193
886@2003-06-20@21.0590
887@2003-06-13@21.3086
888@2003-06-06@21.5671
889@2003-05-30@21.7338
890@2003-05-23@21.9220
891@2003-05-16@22.1144
892@2003-05-09@22.2959
893@2003-05-02@22.4797
894@2003-04-25@22.6995
895@2003-04-17@22.9424
896@2003-04-11@23.2004
897@2003-04-04@23.4420
898@2003-03-28@23.6883
899@2003-03-21@23.9355
900@2003-03-14@24.1860
901@2003-03-07@24.4329
902@2003-02-28@24.6823
903@2003-02-21@24.9278
904@2003-02-14@25.1853
905@2003-02-07@25.4487
906@2003-01-31@25.7024
907@2003-01-24@25.9763
908@2003-01-17@26.2476
909@2003-01-10@26.4991
910@2003-01-03@26.7570
911@2002-12-27@27.0325
912@2002-12-20@27.3271
913@2002-12-13@27.5779
914@2002-12-06@27.7662
915@2002-11-29@27.8844
916@2002-11-22@28.0183
917@2002-11-15@28.1808
918@2002-11-08@28.3285
919@2002-11-01@28.4453
920@2002-10-25@28.5998
921@2002-10-18@28.7149
922@2002-10-11@28.8562
923@2002-10-04@29.0121
924@2002-09-27@29.0563
925@2002-09-20@29.0943
926@2002-09-13@29.0943
927@2002-09-06@29.0967
928@2002-08-30@29.0781
929@2002-08-23@28.9904
930@2002-08-16@28.9721
931@2002-08-09@28.9444
932@2002-08-02@28.9316
933@2002-07-26@28.9158
934@2002-07-19@28.9224
935@2002-07-12@28.8996
936@2002-07-05@28.8677
937@2002-06-28@28.7916
938@2002-06-21@28.7365
939@2002-06-14@28.6775
940@2002-06-07@28.5555
941@2002-05-31@28.3928
942@2002-05-24@28.1967
943@2002-05-17@28.0188
