@Date@DEMA_value
121@2018-02-16@65.5404
122@2018-02-09@65.2043
123@2018-02-02@64.7186
124@2018-01-26@64.1363
125@2018-01-19@63.6165
126@2018-01-12@63.0593
127@2018-01-05@62.6616
128@2017-12-29@62.3683
129@2017-12-22@62.0353
130@2017-12-15@61.5749
131@2017-12-08@61.2975
132@2017-12-01@60.9990
133@2017-11-24@60.5358
134@2017-11-17@60.1469
135@2017-11-10@59.7925
136@2017-11-03@59.3970
137@2017-10-27@58.9498
138@2017-10-20@58.5525
139@2017-10-13@58.2044
140@2017-10-06@57.8280
141@2017-09-29@57.3197
142@2017-09-22@56.8219
143@2017-09-15@56.2548
144@2017-09-08@55.6464
145@2017-09-01@55.0454
146@2017-08-25@54.4947
147@2017-08-18@53.9690
148@2017-08-11@53.4453
149@2017-08-04@52.8777
150@2017-07-28@52.3145
151@2017-07-21@51.7563
152@2017-07-14@51.1844
153@2017-07-07@50.6957
154@2017-06-30@50.2108
155@2017-06-23@49.5915
156@2017-06-16@49.0130
157@2017-06-09@48.4998
158@2017-06-02@47.8601
159@2017-05-26@47.2508
160@2017-05-19@46.7134
161@2017-05-12@46.1656
162@2017-05-05@45.6883
163@2017-04-28@45.2426
164@2017-04-21@44.8677
165@2017-04-13@44.5582
166@2017-04-07@44.1998
167@2017-03-31@43.8143
168@2017-03-24@43.4609
169@2017-03-17@43.0781
170@2017-03-10@42.6766
171@2017-03-03@42.3645
172@2017-02-24@42.0987
173@2017-02-17@41.8202
174@2017-02-10@41.5064
175@2017-02-03@41.4240
176@2017-01-27@41.3566
177@2017-01-20@41.3105
178@2017-01-13@41.2619
179@2017-01-06@41.2451
180@2016-12-30@41.2930
181@2016-12-23@41.3365
182@2016-12-16@41.3886
183@2016-12-09@41.4231
184@2016-12-02@41.4877
185@2016-11-25@41.4979
186@2016-11-18@41.4578
187@2016-11-11@41.3895
188@2016-11-04@41.1838
189@2016-10-28@40.9338
190@2016-10-21@40.6149
191@2016-10-14@40.3360
192@2016-10-07@40.0338
193@2016-09-30@39.7070
194@2016-09-23@39.3721
195@2016-09-16@39.0109
196@2016-09-09@38.7435
197@2016-09-02@38.4241
198@2016-08-26@38.1699
199@2016-08-19@37.9517
200@2016-08-12@37.6601
201@2016-08-05@37.3936
202@2016-07-29@37.1315
203@2016-07-22@36.7965
204@2016-07-15@36.4321
205@2016-07-08@36.0942
206@2016-07-01@35.8270
207@2016-06-24@35.6635
208@2016-06-17@35.4146
209@2016-06-10@35.1983
210@2016-06-03@34.9694
211@2016-05-27@34.6558
212@2016-05-20@34.4087
213@2016-05-13@34.1196
214@2016-05-06@33.8471
215@2016-04-29@33.6900
216@2016-04-22@33.5305
217@2016-04-15@33.3670
218@2016-04-08@33.2078
219@2016-04-01@33.0377
220@2016-03-24@32.9549
221@2016-03-18@32.8632
222@2016-03-11@32.7909
223@2016-03-04@32.7414
224@2016-02-26@32.6598
225@2016-02-19@32.6237
226@2016-02-12@32.6640
227@2016-02-05@32.6587
228@2016-01-29@32.4535
229@2016-01-22@32.1940
230@2016-01-15@31.9351
231@2016-01-08@31.6517
232@2015-12-31@31.2716
233@2015-12-24@30.8500
234@2015-12-18@30.4105
235@2015-12-11@30.0207
236@2015-12-04@29.5513
237@2015-11-27@29.1259
238@2015-11-20@28.6918
239@2015-11-13@28.3579
240@2015-11-06@27.9801
241@2015-10-30@27.6324
242@2015-10-23@27.2424
243@2015-10-16@26.8829
244@2015-10-09@26.5948
245@2015-10-02@26.2996
246@2015-09-25@25.9784
247@2015-09-18@25.6915
248@2015-09-11@25.4743
249@2015-09-04@25.2708
250@2015-08-28@25.0316
251@2015-08-21@24.9594
252@2015-08-14@24.7359
253@2015-08-07@24.4969
254@2015-07-31@24.3711
255@2015-07-24@24.2343
256@2015-07-17@24.1020
257@2015-07-10@23.9759
258@2015-07-02@23.8909
259@2015-06-26@23.7906
260@2015-06-19@23.6683
261@2015-06-12@23.5376
262@2015-06-05@23.3817
263@2015-05-29@23.2338
264@2015-05-22@23.0827
265@2015-05-15@22.9276
266@2015-05-08@22.7817
267@2015-05-01@22.7071
268@2015-04-24@22.5945
269@2015-04-17@22.5224
270@2015-04-10@22.4486
271@2015-04-02@22.3849
272@2015-03-27@22.3066
273@2015-03-20@22.2026
274@2015-03-13@22.1098
275@2015-03-06@22.0120
276@2015-02-27@21.9002
277@2015-02-20@21.7835
278@2015-02-13@21.6744
279@2015-02-06@21.6035
280@2015-01-30@21.5747
281@2015-01-23@21.5545
282@2015-01-16@21.5456
283@2015-01-09@21.5869
284@2015-01-02@21.5859
285@2014-12-26@21.5746
286@2014-12-19@21.5632
287@2014-12-12@21.5613
288@2014-12-05@21.4945
289@2014-11-28@21.4275
290@2014-11-21@21.3833
291@2014-11-14@21.3751
292@2014-11-07@21.3427
293@2014-10-31@21.3257
294@2014-10-24@21.3499
295@2014-10-17@21.3887
296@2014-10-10@21.4288
297@2014-10-03@21.3878
298@2014-09-26@21.3317
299@2014-09-19@21.2489
300@2014-09-12@21.0959
301@2014-09-05@20.9177
302@2014-08-29@20.7481
303@2014-08-22@20.5852
304@2014-08-15@20.4094
305@2014-08-08@20.2580
306@2014-08-01@20.1054
307@2014-07-25@19.9258
308@2014-07-18@19.7499
309@2014-07-11@19.5789
310@2014-07-03@19.4046
311@2014-06-27@19.2471
312@2014-06-20@19.0782
313@2014-06-13@18.9311
314@2014-06-06@18.7977
315@2014-05-30@18.6657
316@2014-05-23@18.5341
317@2014-05-16@18.4137
318@2014-05-09@18.2678
319@2014-05-02@18.1554
320@2014-04-25@18.0492
321@2014-04-17@17.9340
322@2014-04-11@17.8388
323@2014-04-04@17.7155
324@2014-03-28@17.5578
325@2014-03-21@17.3807
326@2014-03-14@17.1869
327@2014-03-07@17.0301
328@2014-02-28@16.9072
329@2014-02-21@16.7569
330@2014-02-14@16.5931
331@2014-02-07@16.4507
332@2014-01-31@16.3803
333@2014-01-24@16.3336
334@2014-01-17@16.2723
335@2014-01-10@16.1685
336@2014-01-03@16.0466
337@2013-12-27@15.9446
338@2013-12-20@15.8326
339@2013-12-13@15.7631
340@2013-12-06@15.6765
341@2013-11-29@15.5806
342@2013-11-22@15.4775
343@2013-11-15@15.3571
344@2013-11-08@15.2660
345@2013-11-01@15.1756
346@2013-10-25@15.0606
347@2013-10-18@14.9274
348@2013-10-11@14.8227
349@2013-10-04@14.7202
350@2013-09-27@14.6180
351@2013-09-20@14.5007
352@2013-09-13@14.3724
353@2013-09-06@14.2449
354@2013-08-30@14.1234
355@2013-08-23@14.0025
356@2013-08-16@13.8560
357@2013-08-09@13.7060
358@2013-08-02@13.5264
359@2013-07-26@13.3573
360@2013-07-19@13.2658
361@2013-07-12@13.1868
362@2013-07-05@13.1137
363@2013-06-28@13.0602
364@2013-06-21@13.0354
365@2013-06-14@12.9616
366@2013-06-07@12.8830
367@2013-05-31@12.8162
368@2013-05-24@12.6932
369@2013-05-17@12.5990
370@2013-05-10@12.5045
371@2013-05-03@12.3933
372@2013-04-26@12.2949
373@2013-04-19@12.2124
374@2013-04-12@12.1154
375@2013-04-05@12.0239
376@2013-03-28@11.9256
377@2013-03-22@11.8329
378@2013-03-15@11.7357
379@2013-03-08@11.6187
380@2013-03-01@11.5176
381@2013-02-22@11.4055
382@2013-02-15@11.2949
383@2013-02-08@11.2283
384@2013-02-01@11.2232
385@2013-01-25@11.2241
386@2013-01-18@11.2280
387@2013-01-11@11.2290
388@2013-01-04@11.2442
389@2012-12-28@11.2862
390@2012-12-21@11.3257
391@2012-12-14@11.3345
392@2012-12-07@11.3465
393@2012-11-30@11.3521
394@2012-11-23@11.3681
395@2012-11-16@11.3880
396@2012-11-09@11.4259
397@2012-11-02@11.4490
398@2012-10-26@11.4866
399@2012-10-19@11.5113
400@2012-10-12@11.5356
401@2012-10-05@11.5576
402@2012-09-28@11.5783
403@2012-09-21@11.5710
404@2012-09-14@11.5616
405@2012-09-07@11.5533
406@2012-08-31@11.5561
407@2012-08-24@11.5591
408@2012-08-17@11.5498
409@2012-08-10@11.5593
410@2012-08-03@11.5768
411@2012-07-27@11.5692
412@2012-07-20@11.5679
413@2012-07-13@11.5602
414@2012-07-06@11.5488
415@2012-06-29@11.5428
416@2012-06-22@11.5480
417@2012-06-15@11.5661
418@2012-06-08@11.5646
419@2012-06-01@11.5725
420@2012-05-25@11.5573
421@2012-05-18@11.5519
422@2012-05-11@11.5214
423@2012-05-04@11.5018
424@2012-04-27@11.4615
425@2012-04-20@11.4476
426@2012-04-13@11.4218
427@2012-04-05@11.3908
428@2012-03-30@11.3498
429@2012-03-23@11.3065
430@2012-03-16@11.2765
431@2012-03-09@11.2693
432@2012-03-02@11.2684
433@2012-02-24@11.2524
434@2012-02-17@11.2300
435@2012-02-10@11.2010
436@2012-02-03@11.1753
437@2012-01-27@11.1592
438@2012-01-20@11.1343
439@2012-01-13@11.1040
440@2012-01-06@11.0786
441@2011-12-30@11.0433
442@2011-12-23@11.0181
443@2011-12-16@11.0033
444@2011-12-09@10.9769
445@2011-12-02@10.9423
446@2011-11-25@10.9214
447@2011-11-18@10.9065
448@2011-11-11@10.8551
449@2011-11-04@10.7688
450@2011-10-28@10.6882
451@2011-10-21@10.6014
452@2011-10-14@10.5289
453@2011-10-07@10.4725
454@2011-09-30@10.4463
455@2011-09-23@10.4241
456@2011-09-16@10.3917
457@2011-09-09@10.3842
458@2011-09-02@10.3808
459@2011-08-26@10.3723
460@2011-08-19@10.3825
461@2011-08-12@10.4003
462@2011-08-05@10.4051
463@2011-07-29@10.3745
464@2011-07-22@10.3457
465@2011-07-15@10.3204
466@2011-07-08@10.2891
467@2011-07-01@10.2628
468@2011-06-24@10.2587
469@2011-06-17@10.2714
470@2011-06-10@10.2610
471@2011-06-03@10.2360
472@2011-05-27@10.2221
473@2011-05-20@10.2085
474@2011-05-13@10.1958
475@2011-05-06@10.1871
476@2011-04-29@10.1777
477@2011-04-21@10.1725
478@2011-04-15@10.1757
479@2011-04-08@10.1773
480@2011-04-01@10.1859
481@2011-03-25@10.1963
482@2011-03-18@10.2189
483@2011-03-11@10.2380
484@2011-03-04@10.2385
485@2011-02-25@10.2450
486@2011-02-18@10.2602
487@2011-02-11@10.2820
488@2011-02-04@10.2654
489@2011-01-28@10.2729
490@2011-01-21@10.2778
491@2011-01-14@10.2644
492@2011-01-07@10.2401
493@2010-12-31@10.1934
494@2010-12-23@10.1509
495@2010-12-17@10.1174
496@2010-12-10@10.0785
497@2010-12-03@10.0389
498@2010-11-26@10.0217
499@2010-11-19@10.0073
500@2010-11-12@9.9962
501@2010-11-05@9.9962
502@2010-10-29@9.9915
503@2010-10-22@9.9945
504@2010-10-15@9.9958
505@2010-10-08@10.0073
506@2010-10-01@10.0282
507@2010-09-24@10.0508
508@2010-09-17@10.0742
509@2010-09-10@10.0875
510@2010-09-03@10.1043
511@2010-08-27@10.1391
512@2010-08-20@10.1595
513@2010-08-13@10.1903
514@2010-08-06@10.2138
515@2010-07-30@10.2046
516@2010-07-23@10.2018
517@2010-07-16@10.2234
518@2010-07-09@10.2516
519@2010-07-02@10.2921
520@2010-06-25@10.3223
521@2010-06-18@10.3327
522@2010-06-11@10.3698
523@2010-06-04@10.4193
524@2010-05-28@10.4692
525@2010-05-21@10.5431
526@2010-05-14@10.6018
527@2010-05-07@10.6487
528@2010-04-30@10.6936
529@2010-04-23@10.7211
530@2010-04-16@10.7469
531@2010-04-09@10.7405
532@2010-04-01@10.7549
533@2010-03-26@10.7703
534@2010-03-19@10.7929
535@2010-03-12@10.8326
536@2010-03-05@10.8916
537@2010-02-26@10.9648
538@2010-02-19@11.0384
539@2010-02-12@11.1020
540@2010-02-05@11.2074
541@2010-01-29@11.3179
542@2010-01-22@11.4219
543@2010-01-15@11.5087
544@2010-01-08@11.5984
545@2009-12-31@11.6785
546@2009-12-24@11.7513
547@2009-12-18@11.8434
548@2009-12-11@11.9487
549@2009-12-04@12.0494
550@2009-11-27@12.1372
551@2009-11-20@12.2247
552@2009-11-13@12.3082
553@2009-11-06@12.4029
554@2009-10-30@12.5302
555@2009-10-23@12.6059
556@2009-10-16@12.6744
557@2009-10-09@12.7376
558@2009-10-02@12.8323
559@2009-09-25@12.9087
560@2009-09-18@13.0221
561@2009-09-11@13.1326
562@2009-09-04@13.2458
563@2009-08-28@13.3587
564@2009-08-21@13.4493
565@2009-08-14@13.5530
566@2009-08-07@13.6555
567@2009-07-31@13.7951
568@2009-07-24@13.9434
569@2009-07-17@14.0878
570@2009-07-10@14.2517
571@2009-07-02@14.3830
572@2009-06-26@14.5029
573@2009-06-19@14.6273
574@2009-06-12@14.7484
575@2009-06-05@14.8825
576@2009-05-29@15.0355
577@2009-05-22@15.2553
578@2009-05-15@15.4431
579@2009-05-08@15.6400
580@2009-05-01@15.8731
581@2009-04-24@16.1437
582@2009-04-17@16.4100
583@2009-04-09@16.6820
584@2009-04-03@16.9476
585@2009-03-27@17.2439
586@2009-03-20@17.5624
587@2009-03-13@17.8998
588@2009-03-06@18.2348
589@2009-02-27@18.5967
590@2009-02-20@18.9868
591@2009-02-13@19.3909
592@2009-02-06@19.7816
593@2009-01-30@20.2380
594@2009-01-23@20.6755
595@2009-01-16@21.1304
596@2009-01-09@21.5926
597@2009-01-02@22.0906
598@2008-12-26@22.6031
599@2008-12-19@23.1083
600@2008-12-12@23.6322
601@2008-12-05@24.1242
602@2008-11-28@24.5975
603@2008-11-21@25.1095
604@2008-11-14@25.6516
605@2008-11-07@26.1259
606@2008-10-31@26.6328
607@2008-10-24@27.1717
608@2008-10-17@27.6490
609@2008-10-10@28.2044
610@2008-10-03@28.7617
611@2008-09-26@29.1798
612@2008-09-19@29.5851
613@2008-09-12@29.9972
614@2008-09-05@30.4378
615@2008-08-29@30.1970
616@2008-08-22@29.9396
617@2008-08-15@29.6475
618@2008-08-08@29.4251
619@2008-08-01@29.0950
620@2008-07-25@28.7289
621@2008-07-18@28.2726
622@2008-07-11@27.9695
623@2008-07-03@27.7549
624@2008-06-27@27.4270
625@2008-06-20@26.9884
626@2008-06-13@26.6128
627@2008-06-06@26.2184
628@2008-05-30@25.8367
629@2008-05-23@25.4851
630@2008-05-16@25.1163
631@2008-05-09@24.8063
632@2008-05-02@24.6381
633@2008-04-25@24.4633
634@2008-04-18@24.2728
635@2008-04-11@24.0900
636@2008-04-04@23.8873
637@2008-03-28@23.6805
638@2008-03-20@23.5012
639@2008-03-14@23.3061
640@2008-03-07@23.0839
641@2008-02-29@22.8629
642@2008-02-22@22.6269
643@2008-02-15@22.3827
644@2008-02-08@22.1532
645@2008-02-01@21.9320
646@2008-01-25@21.6999
647@2008-01-18@21.4761
648@2008-01-11@21.1876
649@2008-01-04@20.8689
650@2007-12-28@20.4892
651@2007-12-21@20.1085
652@2007-12-14@19.8140
653@2007-12-07@19.5027
654@2007-11-30@19.1835
655@2007-11-23@19.1458
656@2007-11-16@19.0860
657@2007-11-09@18.9959
658@2007-11-02@18.8184
659@2007-10-26@18.5972
660@2007-10-19@18.4423
661@2007-10-12@18.2440
662@2007-10-05@18.0493
663@2007-09-28@17.8897
664@2007-09-21@17.7457
665@2007-09-14@17.6445
666@2007-09-07@17.5808
667@2007-08-31@17.4938
668@2007-08-24@17.4181
669@2007-08-17@17.3743
670@2007-08-10@17.3275
671@2007-08-03@17.2537
672@2007-07-27@17.2423
673@2007-07-20@17.1912
674@2007-07-13@17.1138
675@2007-07-06@17.0478
676@2007-06-29@16.9764
677@2007-06-22@16.8991
678@2007-06-15@16.8066
679@2007-06-08@16.7346
680@2007-06-01@16.6429
681@2007-05-25@16.5514
682@2007-05-18@16.4339
683@2007-05-11@16.2996
684@2007-05-04@16.1058
685@2007-04-27@15.9352
686@2007-04-20@15.7449
687@2007-04-13@15.5801
688@2007-04-05@15.4401
689@2007-03-30@15.3041
690@2007-03-23@15.2009
691@2007-03-16@15.1298
692@2007-03-09@15.0542
693@2007-03-02@15.0188
694@2007-02-23@14.9155
695@2007-02-16@14.8431
696@2007-02-09@14.7961
697@2007-02-02@14.7111
698@2007-01-26@14.6468
699@2007-01-19@14.5394
700@2007-01-12@14.4145
701@2007-01-05@14.3259
702@2006-12-29@14.2175
703@2006-12-22@14.1335
704@2006-12-15@14.0214
705@2006-12-08@13.8944
706@2006-12-01@13.7905
707@2006-11-24@13.6893
708@2006-11-17@13.6109
709@2006-11-10@13.5198
710@2006-11-03@13.4522
711@2006-10-27@13.4164
712@2006-10-20@13.3742
713@2006-10-13@13.3088
714@2006-10-06@13.2782
715@2006-09-29@13.2458
716@2006-09-22@13.2237
717@2006-09-15@13.2259
718@2006-09-08@13.2662
719@2006-09-01@13.3093
720@2006-08-25@13.3646
721@2006-08-18@13.3796
722@2006-08-11@13.4301
723@2006-08-04@13.4979
724@2006-07-28@13.5883
725@2006-07-21@13.6956
726@2006-07-14@13.8324
727@2006-07-07@13.9887
728@2006-06-30@14.1322
729@2006-06-23@14.2736
730@2006-06-16@14.4221
731@2006-06-09@14.5410
732@2006-06-02@14.6324
733@2006-05-26@14.7341
734@2006-05-19@14.8573
735@2006-05-12@14.9466
736@2006-05-05@14.9722
737@2006-04-28@15.0304
738@2006-04-21@15.1145
739@2006-04-13@15.2147
740@2006-04-07@15.3065
741@2006-03-31@15.3884
742@2006-03-24@15.4775
743@2006-03-17@15.5566
744@2006-03-10@15.7269
745@2006-03-03@15.8787
746@2006-02-24@16.0438
747@2006-02-17@16.2165
748@2006-02-10@16.3648
749@2006-02-03@16.4700
750@2006-01-27@16.5823
751@2006-01-20@16.6932
752@2006-01-13@16.7859
753@2006-01-06@16.8847
754@2005-12-30@17.0214
755@2005-12-23@17.1708
756@2005-12-16@17.3322
757@2005-12-09@17.4641
758@2005-12-02@17.6285
759@2005-11-25@17.7493
760@2005-11-18@17.8566
761@2005-11-11@17.9040
762@2005-11-04@17.9271
763@2005-10-28@18.0269
764@2005-10-21@17.9018
765@2005-10-14@17.7968
766@2005-10-07@17.7294
767@2005-09-30@17.6269
768@2005-09-23@17.5362
769@2005-09-16@17.3568
770@2005-09-09@17.1603
771@2005-09-02@16.9414
772@2005-08-26@16.7898
773@2005-08-19@16.6654
774@2005-08-12@16.5296
775@2005-08-05@16.3898
776@2005-07-29@16.2536
777@2005-07-22@16.1846
778@2005-07-15@16.1315
779@2005-07-08@16.1017
780@2005-07-01@16.1148
781@2005-06-24@16.1091
782@2005-06-17@16.0772
783@2005-06-10@16.0575
784@2005-06-03@16.0968
785@2005-05-27@16.1461
786@2005-05-20@16.1869
787@2005-05-13@16.2527
788@2005-05-06@16.2855
789@2005-04-29@16.3761
790@2005-04-22@16.4657
791@2005-04-15@16.5266
792@2005-04-08@16.5840
793@2005-04-01@16.6514
794@2005-03-24@16.6762
795@2005-03-18@16.4312
796@2005-03-11@16.1879
797@2005-03-04@15.9329
798@2005-02-25@15.7211
799@2005-02-18@15.5240
800@2005-02-11@15.3577
801@2005-02-04@15.0570
802@2005-01-28@14.8033
803@2005-01-21@14.5664
804@2005-01-14@14.3140
805@2005-01-07@14.2034
806@2004-12-31@14.0112
807@2004-12-23@13.8297
808@2004-12-17@13.6623
809@2004-12-10@13.5408
810@2004-12-03@13.4264
811@2004-11-26@13.3857
812@2004-11-19@13.3506
813@2004-11-12@13.2939
814@2004-11-05@13.2583
815@2004-10-29@13.2749
816@2004-10-22@13.3450
817@2004-10-15@13.4357
818@2004-10-08@13.5189
819@2004-10-01@13.5843
820@2004-09-24@13.6623
821@2004-09-17@13.7410
822@2004-09-10@13.7891
823@2004-09-03@13.8522
824@2004-08-27@13.8900
825@2004-08-20@13.9368
826@2004-08-13@14.0301
827@2004-08-06@14.0922
828@2004-07-30@14.1402
829@2004-07-23@14.2060
830@2004-07-16@14.2041
831@2004-07-09@14.2421
832@2004-07-02@14.2567
833@2004-06-25@14.2668
834@2004-06-18@14.2859
835@2004-06-10@14.2792
836@2004-06-04@14.2551
837@2004-05-28@14.2569
838@2004-05-21@14.2796
839@2004-05-14@14.3553
840@2004-05-07@14.3844
841@2004-04-30@14.4214
842@2004-04-23@14.4239
843@2004-04-16@14.4353
844@2004-04-08@14.4037
