@Date@EMA_value
92@2018-09-07@61.1637
93@2018-08-31@60.9421
94@2018-08-24@60.6608
95@2018-08-17@60.4881
96@2018-08-10@60.2836
97@2018-08-03@60.0638
98@2018-07-27@59.7546
99@2018-07-20@59.3557
100@2018-07-13@58.9062
101@2018-07-06@58.5265
102@2018-06-29@58.1864
103@2018-06-22@57.8429
104@2018-06-15@57.4555
105@2018-06-08@57.1162
106@2018-06-01@56.7903
107@2018-05-25@56.5072
108@2018-05-18@56.1842
109@2018-05-11@55.8673
110@2018-05-04@55.5763
111@2018-04-27@55.3686
112@2018-04-20@55.1417
113@2018-04-13@54.9116
114@2018-04-06@54.7046
115@2018-03-29@54.4602
116@2018-03-23@54.1578
117@2018-03-16@53.8175
118@2018-03-09@53.3039
119@2018-03-02@52.8927
120@2018-02-23@52.4930
121@2018-02-16@52.1399
122@2018-02-09@51.8365
123@2018-02-02@51.4586
124@2018-01-26@51.0335
125@2018-01-19@50.6413
126@2018-01-12@50.2316
127@2018-01-05@49.9032
128@2017-12-29@49.6277
129@2017-12-22@49.3325
130@2017-12-15@48.9739
131@2017-12-08@48.7080
132@2017-12-01@48.4315
133@2017-11-24@48.0730
134@2017-11-17@47.7527
135@2017-11-10@47.4503
136@2017-11-03@47.1279
137@2017-10-27@46.7803
138@2017-10-20@46.4587
139@2017-10-13@46.1625
140@2017-10-06@45.8527
141@2017-09-29@45.4776
142@2017-09-22@45.1091
143@2017-09-15@44.7072
144@2017-09-08@44.2864
145@2017-09-01@43.8711
146@2017-08-25@43.4829
147@2017-08-18@43.1088
148@2017-08-11@42.7373
149@2017-08-04@42.3453
150@2017-07-28@41.9573
151@2017-07-21@41.5736
152@2017-07-14@41.1848
153@2017-07-07@40.8394
154@2017-06-30@40.4974
155@2017-06-23@40.0897
156@2017-06-16@39.7044
157@2017-06-09@39.3538
158@2017-06-02@38.9416
159@2017-05-26@38.5468
160@2017-05-19@38.1902
161@2017-05-12@37.8302
162@2017-05-05@37.5074
163@2017-04-28@37.2019
164@2017-04-21@36.9332
165@2017-04-13@36.6984
166@2017-04-07@36.4397
167@2017-03-31@36.1686
168@2017-03-24@35.9147
169@2017-03-17@35.6471
170@2017-03-10@35.3713
171@2017-03-03@35.1414
172@2017-02-24@34.9356
173@2017-02-17@34.7240
174@2017-02-10@34.4953
175@2017-02-03@34.3833
176@2017-01-27@34.2785
177@2017-01-20@34.1840
178@2017-01-13@34.0877
179@2017-01-06@34.0068
180@2016-12-30@33.9577
181@2016-12-23@33.9053
182@2016-12-16@33.8563
183@2016-12-09@33.7975
184@2016-12-02@33.7528
185@2016-11-25@33.6797
186@2016-11-18@33.5807
187@2016-11-11@33.4670
188@2016-11-04@33.2841
189@2016-10-28@33.0793
190@2016-10-21@32.8405
191@2016-10-14@32.6225
192@2016-10-07@32.3935
193@2016-09-30@32.1530
194@2016-09-23@31.9092
195@2016-09-16@31.6532
196@2016-09-09@31.4452
197@2016-09-02@31.2118
198@2016-08-26@31.0118
199@2016-08-19@30.8304
200@2016-08-12@30.6127
201@2016-08-05@30.4083
202@2016-07-29@30.2066
203@2016-07-22@29.9692
204@2016-07-15@29.7180
205@2016-07-08@29.4812
206@2016-07-01@29.2809
207@2016-06-24@29.1330
208@2016-06-17@28.9426
209@2016-06-10@28.7691
210@2016-06-03@28.5897
211@2016-05-27@28.3684
212@2016-05-20@28.1813
213@2016-05-13@27.9739
214@2016-05-06@27.7756
215@2016-04-29@27.6357
216@2016-04-22@27.4948
217@2016-04-15@27.3521
218@2016-04-08@27.2117
219@2016-04-01@27.0661
220@2016-03-24@26.9644
221@2016-03-18@26.8580
222@2016-03-11@26.7612
223@2016-03-04@26.6756
224@2016-02-26@26.5735
225@2016-02-19@26.4939
226@2016-02-12@26.4522
227@2016-02-05@26.3868
228@2016-01-29@26.2209
229@2016-01-22@26.0282
230@2016-01-15@25.8364
231@2016-01-08@25.6331
232@2015-12-31@25.3823
233@2015-12-24@25.1120
234@2015-12-18@24.8343
235@2015-12-11@24.5830
236@2015-12-04@24.2934
237@2015-11-27@24.0276
238@2015-11-20@23.7591
239@2015-11-13@23.5423
240@2015-11-06@23.3048
241@2015-10-30@23.0836
242@2015-10-23@22.8427
243@2015-10-16@22.6185
244@2015-10-09@22.4314
245@2015-10-02@22.2418
246@2015-09-25@22.0402
247@2015-09-18@21.8569
248@2015-09-11@21.7096
249@2015-09-04@21.5698
250@2015-08-28@21.4128
251@2015-08-21@21.3402
252@2015-08-14@21.1919
253@2015-08-07@21.0366
254@2015-07-31@20.9387
255@2015-07-24@20.8357
256@2015-07-17@20.7352
257@2015-07-10@20.6381
258@2015-07-02@20.5619
259@2015-06-26@20.4781
260@2015-06-19@20.3835
261@2015-06-12@20.2850
262@2015-06-05@20.1742
263@2015-05-29@20.0678
264@2015-05-22@19.9603
265@2015-05-15@19.8512
266@2015-05-08@19.7472
267@2015-05-01@19.6793
268@2015-04-24@19.5924
269@2015-04-17@19.5260
270@2015-04-10@19.4588
271@2015-04-02@19.3968
272@2015-03-27@19.3274
273@2015-03-20@19.2453
274@2015-03-13@19.1691
275@2015-03-06@19.0905
276@2015-02-27@19.0050
277@2015-02-20@18.9175
278@2015-02-13@18.8340
279@2015-02-06@18.7698
280@2015-01-30@18.7268
281@2015-01-23@18.6879
282@2015-01-16@18.6545
283@2015-01-09@18.6459
284@2015-01-02@18.6158
285@2014-12-26@18.5801
286@2014-12-19@18.5442
287@2014-12-12@18.5127
288@2014-12-05@18.4485
289@2014-11-28@18.3843
290@2014-11-21@18.3314
291@2014-11-14@18.2965
292@2014-11-07@18.2492
293@2014-10-31@18.2095
294@2014-10-24@18.1900
295@2014-10-17@18.1775
296@2014-10-10@18.1651
297@2014-10-03@18.1117
298@2014-09-26@18.0505
299@2014-09-19@17.9760
300@2014-09-12@17.8664
301@2014-09-05@17.7447
302@2014-08-29@17.6279
303@2014-08-22@17.5149
304@2014-08-15@17.3960
305@2014-08-08@17.2899
306@2014-08-01@17.1836
307@2014-07-25@17.0643
308@2014-07-18@16.9474
309@2014-07-11@16.8336
310@2014-07-03@16.7187
311@2014-06-27@16.6128
312@2014-06-20@16.5018
313@2014-06-13@16.4022
314@2014-06-06@16.3100
315@2014-05-30@16.2188
316@2014-05-23@16.1283
317@2014-05-16@16.0438
318@2014-05-09@15.9469
319@2014-05-02@15.8673
320@2014-04-25@15.7911
321@2014-04-17@15.7107
322@2014-04-11@15.6406
323@2014-04-04@15.5568
324@2014-03-28@15.4561
325@2014-03-21@15.3463
326@2014-03-14@15.2289
327@2014-03-07@15.1307
328@2014-02-28@15.0501
329@2014-02-21@14.9561
330@2014-02-14@14.8561
331@2014-02-07@14.7673
332@2014-01-31@14.7151
333@2014-01-24@14.6749
334@2014-01-17@14.6275
335@2014-01-10@14.5590
336@2014-01-03@14.4818
337@2013-12-27@14.4150
338@2013-12-20@14.3436
339@2013-12-13@14.2937
340@2013-12-06@14.2356
341@2013-11-29@14.1731
342@2013-11-22@14.1073
343@2013-11-15@14.0333
344@2013-11-08@13.9744
345@2013-11-01@13.9161
346@2013-10-25@13.8459
347@2013-10-18@13.7671
348@2013-10-11@13.7030
349@2013-10-04@13.6404
350@2013-09-27@13.5784
351@2013-09-20@13.5093
352@2013-09-13@13.4351
353@2013-09-06@13.3619
354@2013-08-30@13.2922
355@2013-08-23@13.2234
356@2013-08-16@13.1422
357@2013-08-09@13.0601
358@2013-08-02@12.9637
359@2013-07-26@12.8735
360@2013-07-19@12.8228
361@2013-07-12@12.7788
362@2013-07-05@12.7382
363@2013-06-28@12.7077
364@2013-06-21@12.6917
365@2013-06-14@12.6513
366@2013-06-07@12.6089
367@2013-05-31@12.5727
368@2013-05-24@12.5087
369@2013-05-17@12.4598
370@2013-05-10@12.4111
371@2013-05-03@12.3546
372@2013-04-26@12.3050
373@2013-04-19@12.2639
374@2013-04-12@12.2159
375@2013-04-05@12.1711
376@2013-03-28@12.1235
377@2013-03-22@12.0791
378@2013-03-15@12.0330
379@2013-03-08@11.9775
380@2013-03-01@11.9306
381@2013-02-22@11.8787
382@2013-02-15@11.8282
383@2013-02-08@11.8003
384@2013-02-01@11.8035
385@2013-01-25@11.8098
386@2013-01-18@11.8177
387@2013-01-11@11.8241
388@2013-01-04@11.8377
389@2012-12-28@11.8648
390@2012-12-21@11.8903
391@2012-12-14@11.9004
392@2012-12-07@11.9122
393@2012-11-30@11.9207
394@2012-11-23@11.9344
395@2012-11-16@11.9501
396@2012-11-09@11.9747
397@2012-11-02@11.9918
398@2012-10-26@12.0161
399@2012-10-19@12.0338
400@2012-10-12@12.0512
401@2012-10-05@12.0674
402@2012-09-28@12.0829
403@2012-09-21@12.0844
404@2012-09-14@12.0849
405@2012-09-07@12.0860
406@2012-08-31@12.0928
407@2012-08-24@12.0997
408@2012-08-17@12.1005
409@2012-08-10@12.1108
410@2012-08-03@12.1252
411@2012-07-27@12.1269
412@2012-07-20@12.1319
413@2012-07-13@12.1337
414@2012-07-06@12.1338
415@2012-06-29@12.1367
416@2012-06-22@12.1453
417@2012-06-15@12.1604
418@2012-06-08@12.1657
419@2012-06-01@12.1757
420@2012-05-25@12.1742
421@2012-05-18@12.1777
422@2012-05-11@12.1688
423@2012-05-04@12.1655
424@2012-04-27@12.1521
425@2012-04-20@12.1521
426@2012-04-13@12.1463
427@2012-04-05@12.1381
428@2012-03-30@12.1252
429@2012-03-23@12.1113
430@2012-03-16@12.1045
431@2012-03-09@12.1092
432@2012-03-02@12.1173
433@2012-02-24@12.1179
434@2012-02-17@12.1154
435@2012-02-10@12.1098
436@2012-02-03@12.1062
437@2012-01-27@12.1075
438@2012-01-20@12.1047
439@2012-01-13@12.0993
440@2012-01-06@12.0967
441@2011-12-30@12.0893
442@2011-12-23@12.0873
443@2011-12-16@12.0907
444@2011-12-09@12.0884
445@2011-12-02@12.0824
446@2011-11-25@12.0834
447@2011-11-18@12.0877
448@2011-11-11@12.0739
449@2011-11-04@12.0431
450@2011-10-28@12.0157
451@2011-10-21@11.9857
452@2011-10-14@11.9634
453@2011-10-07@11.9497
454@2011-09-30@11.9516
455@2011-09-23@11.9556
456@2011-09-16@11.9549
457@2011-09-09@11.9669
458@2011-09-02@11.9812
459@2011-08-26@11.9932
460@2011-08-19@12.0147
461@2011-08-12@12.0400
462@2011-08-05@12.0590
463@2011-07-29@12.0604
464@2011-07-22@12.0630
465@2011-07-15@12.0677
466@2011-07-08@12.0697
467@2011-07-01@12.0745
468@2011-06-24@12.0908
469@2011-06-17@12.1157
470@2011-06-10@12.1291
471@2011-06-03@12.1354
472@2011-05-27@12.1477
473@2011-05-20@12.1604
474@2011-05-13@12.1737
475@2011-05-06@12.1893
476@2011-04-29@12.2049
477@2011-04-21@12.2228
478@2011-04-15@12.2450
479@2011-04-08@12.2667
480@2011-04-01@12.2921
481@2011-03-25@12.3186
482@2011-03-18@12.3513
483@2011-03-11@12.3825
484@2011-03-04@12.4043
485@2011-02-25@12.4295
486@2011-02-18@12.4592
487@2011-02-11@12.4923
488@2011-02-04@12.5063
489@2011-01-28@12.5327
490@2011-01-21@12.5580
491@2011-01-14@12.5743
492@2011-01-07@12.5855
493@2010-12-31@12.5858
494@2010-12-23@12.5887
495@2010-12-17@12.5966
496@2010-12-10@12.6022
497@2010-12-03@12.6079
498@2010-11-26@12.6252
499@2010-11-19@12.6443
500@2010-11-12@12.6654
501@2010-11-05@12.6924
502@2010-10-29@12.7173
503@2010-10-22@12.7463
504@2010-10-15@12.7747
505@2010-10-08@12.8086
506@2010-10-01@12.8473
507@2010-09-24@12.8871
508@2010-09-17@12.9274
509@2010-09-10@12.9629
510@2010-09-03@13.0004
511@2010-08-27@13.0470
512@2010-08-20@13.0866
513@2010-08-13@13.1315
514@2010-08-06@13.1730
515@2010-07-30@13.1983
516@2010-07-23@13.2272
517@2010-07-16@13.2685
518@2010-07-09@13.3133
519@2010-07-02@13.3645
520@2010-06-25@13.4107
521@2010-06-18@13.4470
522@2010-06-11@13.4971
523@2010-06-04@13.5534
524@2010-05-28@13.6100
525@2010-05-21@13.6787
526@2010-05-14@13.7397
527@2010-05-07@13.7948
528@2010-04-30@13.8491
529@2010-04-23@13.8947
530@2010-04-16@13.9397
531@2010-04-09@13.9687
532@2010-04-01@14.0085
533@2010-03-26@14.0491
534@2010-03-19@14.0935
535@2010-03-12@14.1467
536@2010-03-05@14.2097
537@2010-02-26@14.2798
538@2010-02-19@14.3501
539@2010-02-12@14.4153
540@2010-02-05@14.5015
541@2010-01-29@14.5900
542@2010-01-22@14.6751
543@2010-01-15@14.7513
544@2010-01-08@14.8289
545@2009-12-31@14.9016
546@2009-12-24@14.9706
547@2009-12-18@15.0492
548@2009-12-11@15.1342
549@2009-12-04@15.2167
550@2009-11-27@15.2926
551@2009-11-20@15.3682
552@2009-11-13@15.4417
553@2009-11-06@15.5207
554@2009-10-30@15.6159
555@2009-10-23@15.6849
556@2009-10-16@15.7502
557@2009-10-09@15.8129
558@2009-10-02@15.8913
559@2009-09-25@15.9604
560@2009-09-18@16.0479
561@2009-09-11@16.1337
562@2009-09-04@16.2207
563@2009-08-28@16.3072
564@2009-08-21@16.3823
565@2009-08-14@16.4637
566@2009-08-07@16.5444
567@2009-07-31@16.6434
568@2009-07-24@16.7463
569@2009-07-17@16.8468
570@2009-07-10@16.9566
571@2009-07-02@17.0496
572@2009-06-26@17.1365
573@2009-06-19@17.2253
574@2009-06-12@17.3120
575@2009-06-05@17.4050
576@2009-05-29@17.5070
577@2009-05-22@17.6419
578@2009-05-15@17.7599
579@2009-05-08@17.8817
580@2009-05-01@18.0209
581@2009-04-24@18.1779
582@2009-04-17@18.3316
583@2009-04-09@18.4870
584@2009-04-03@18.6380
585@2009-03-27@18.8032
586@2009-03-20@18.9783
587@2009-03-13@19.1613
588@2009-03-06@19.3415
589@2009-02-27@19.5336
590@2009-02-20@19.7382
591@2009-02-13@19.9478
592@2009-02-06@20.1488
593@2009-01-30@20.3807
594@2009-01-23@20.6009
595@2009-01-16@20.8276
596@2009-01-09@21.0556
597@2009-01-02@21.2992
598@2008-12-26@21.5474
599@2008-12-19@21.7893
600@2008-12-12@22.0380
601@2008-12-05@22.2679
602@2008-11-28@22.4858
603@2008-11-21@22.7205
604@2008-11-14@22.9674
605@2008-11-07@23.1774
606@2008-10-31@23.4011
607@2008-10-24@23.6379
608@2008-10-17@23.8409
609@2008-10-10@24.0801
610@2008-10-03@24.3171
611@2008-09-26@24.4812
612@2008-09-19@24.6364
613@2008-09-12@24.7925
614@2008-09-05@24.9602
615@2008-08-29@24.7845
616@2008-08-22@24.6011
617@2008-08-15@24.4012
618@2008-08-08@24.2369
619@2008-08-01@24.0195
620@2008-07-25@23.7851
621@2008-07-18@23.5071
622@2008-07-11@23.3074
623@2008-07-03@23.1530
624@2008-06-27@22.9426
625@2008-06-20@22.6780
626@2008-06-13@22.4466
627@2008-06-06@22.2074
628@2008-05-30@21.9760
629@2008-05-23@21.7612
630@2008-05-16@21.5392
631@2008-05-09@21.3480
632@2008-05-02@21.2290
633@2008-04-25@21.1072
634@2008-04-18@20.9780
635@2008-04-11@20.8533
636@2008-04-04@20.7193
637@2008-03-28@20.5839
638@2008-03-20@20.4630
639@2008-03-14@20.3347
640@2008-03-07@20.1936
641@2008-02-29@20.0539
642@2008-02-22@19.9075
643@2008-02-15@19.7580
644@2008-02-08@19.6167
645@2008-02-01@19.4805
646@2008-01-25@19.3397
647@2008-01-18@19.2039
648@2008-01-11@19.0367
649@2008-01-04@18.8557
650@2007-12-28@18.6455
651@2007-12-21@18.4365
652@2007-12-14@18.2724
653@2007-12-07@18.1011
654@2007-11-30@17.9274
655@2007-11-23@17.8958
656@2007-11-16@17.8533
657@2007-11-09@17.7958
658@2007-11-02@17.6949
659@2007-10-26@17.5730
660@2007-10-19@17.4852
661@2007-10-12@17.3764
662@2007-10-05@17.2703
663@2007-09-28@17.1826
664@2007-09-21@17.1035
665@2007-09-14@17.0464
666@2007-09-07@17.0085
667@2007-08-31@16.9592
668@2007-08-24@16.9159
669@2007-08-17@16.8890
670@2007-08-10@16.8607
671@2007-08-03@16.8191
672@2007-07-27@16.8090
673@2007-07-20@16.7790
674@2007-07-13@16.7362
675@2007-07-06@16.6993
676@2007-06-29@16.6601
677@2007-06-22@16.6183
678@2007-06-15@16.5692
679@2007-06-08@16.5308
680@2007-06-01@16.4829
681@2007-05-25@16.4355
682@2007-05-18@16.3756
683@2007-05-11@16.3079
684@2007-05-04@16.2111
685@2007-04-27@16.1268
686@2007-04-20@16.0336
687@2007-04-13@15.9541
688@2007-04-05@15.8879
689@2007-03-30@15.8245
690@2007-03-23@15.7781
691@2007-03-16@15.7483
692@2007-03-09@15.7168
693@2007-03-02@15.7058
694@2007-02-23@15.6611
695@2007-02-16@15.6324
696@2007-02-09@15.6169
697@2007-02-02@15.5827
698@2007-01-26@15.5593
699@2007-01-19@15.5149
700@2007-01-12@15.4623
701@2007-01-05@15.4286
702@2006-12-29@15.3855
703@2006-12-22@15.3553
704@2006-12-15@15.3116
705@2006-12-08@15.2611
706@2006-12-01@15.2229
707@2006-11-24@15.1868
708@2006-11-17@15.1627
709@2006-11-10@15.1329
710@2006-11-03@15.1154
711@2006-10-27@15.1143
712@2006-10-20@15.1103
713@2006-10-13@15.0952
714@2006-10-06@15.0979
715@2006-09-29@15.1001
716@2006-09-22@15.1078
717@2006-09-15@15.1279
718@2006-09-08@15.1673
719@2006-09-01@15.2080
720@2006-08-25@15.2549
721@2006-08-18@15.2814
722@2006-08-11@15.3259
723@2006-08-04@15.3789
724@2006-07-28@15.4432
725@2006-07-21@15.5155
726@2006-07-14@15.6023
727@2006-07-07@15.6983
728@2006-06-30@15.7874
729@2006-06-23@15.8748
730@2006-06-16@15.9652
731@2006-06-09@16.0403
732@2006-06-02@16.1011
733@2006-05-26@16.1668
734@2006-05-19@16.2429
735@2006-05-12@16.3015
736@2006-05-05@16.3280
737@2006-04-28@16.3708
738@2006-04-21@16.4264
739@2006-04-13@16.4897
740@2006-04-07@16.5485
741@2006-03-31@16.6020
742@2006-03-24@16.6588
743@2006-03-17@16.7103
744@2006-03-10@16.8071
745@2006-03-03@16.8939
746@2006-02-24@16.9867
747@2006-02-17@17.0826
748@2006-02-10@17.1655
749@2006-02-03@17.2262
750@2006-01-27@17.2899
751@2006-01-20@17.3526
752@2006-01-13@17.4055
753@2006-01-06@17.4612
754@2005-12-30@17.5354
755@2005-12-23@17.6153
756@2005-12-16@17.7004
757@2005-12-09@17.7702
758@2005-12-02@17.8554
759@2005-11-25@17.9181
760@2005-11-18@17.9735
761@2005-11-11@17.9984
762@2005-11-04@18.0109
763@2005-10-28@18.0616
764@2005-10-21@17.9994
765@2005-10-14@17.9479
766@2005-10-07@17.9157
767@2005-09-30@17.8663
768@2005-09-23@17.8234
769@2005-09-16@17.7366
770@2005-09-09@17.6422
771@2005-09-02@17.5376
772@2005-08-26@17.4679
773@2005-08-19@17.4125
774@2005-08-12@17.3521
775@2005-08-05@17.2905
776@2005-07-29@17.2316
777@2005-07-22@17.2070
778@2005-07-15@17.1907
779@2005-07-08@17.1865
780@2005-07-01@17.2040
781@2005-06-24@17.2122
782@2005-06-17@17.2074
783@2005-06-10@17.2089
784@2005-06-03@17.2402
785@2005-05-27@17.2764
786@2005-05-20@17.3082
787@2005-05-13@17.3524
788@2005-05-06@17.3800
789@2005-04-29@17.4363
790@2005-04-22@17.4918
791@2005-04-15@17.5327
792@2005-04-08@17.5715
793@2005-04-01@17.6152
794@2005-03-24@17.6373
795@2005-03-18@17.5245
796@2005-03-11@17.4139
797@2005-03-04@17.2988
798@2005-02-25@17.2067
799@2005-02-18@17.1232
800@2005-02-11@17.0562
801@2005-02-04@16.9229
802@2005-01-28@16.8149
803@2005-01-21@16.7168
804@2005-01-14@16.6123
805@2005-01-07@16.5803
806@2004-12-31@16.5081
807@2004-12-23@16.4427
808@2004-12-17@16.3853
809@2004-12-10@16.3521
810@2004-12-03@16.3233
811@2004-11-26@16.3322
812@2004-11-19@16.3444
813@2004-11-12@16.3463
814@2004-11-05@16.3593
815@2004-10-29@16.3989
816@2004-10-22@16.4656
817@2004-10-15@16.5425
818@2004-10-08@16.6154
819@2004-10-01@16.6794
820@2004-09-24@16.7497
821@2004-09-17@16.8202
822@2004-09-10@16.8753
823@2004-09-03@16.9381
824@2004-08-27@16.9881
825@2004-08-20@17.0428
826@2004-08-13@17.1209
827@2004-08-06@17.1831
828@2004-07-30@17.2383
829@2004-07-23@17.3025
830@2004-07-16@17.3329
831@2004-07-09@17.3835
832@2004-07-02@17.4225
833@2004-06-25@17.4595
834@2004-06-18@17.5013
835@2004-06-10@17.5305
836@2004-06-04@17.5513
837@2004-05-28@17.5854
838@2004-05-21@17.6304
839@2004-05-14@17.7021
840@2004-05-07@17.7505
841@2004-04-30@17.8030
842@2004-04-23@17.8384
843@2004-04-16@17.8786
844@2004-04-08@17.8975
845@2004-04-02@17.9274
846@2004-03-26@17.9778
847@2004-03-19@18.0548
848@2004-03-12@18.0098
849@2004-03-05@17.9435
850@2004-02-27@17.8808
851@2004-02-20@17.8216
852@2004-02-13@17.7584
853@2004-02-06@17.7190
854@2004-01-30@17.6973
855@2004-01-23@17.6781
856@2004-01-16@17.6587
857@2004-01-09@17.6463
858@2004-01-02@17.6230
859@2003-12-26@17.6031
860@2003-12-19@17.5866
861@2003-12-12@17.6208
862@2003-12-05@17.6629
863@2003-11-28@17.7056
864@2003-11-21@17.7540
865@2003-11-14@17.8003
866@2003-11-07@17.8504
867@2003-10-31@17.9130
868@2003-10-24@18.0022
869@2003-10-17@18.0893
870@2003-10-10@18.1855
871@2003-10-03@18.3001
872@2003-09-26@18.4373
873@2003-09-19@18.5683
874@2003-09-12@18.6940
875@2003-09-05@18.8052
876@2003-08-29@18.9238
877@2003-08-22@19.0524
878@2003-08-15@19.1993
879@2003-08-08@19.3601
880@2003-08-01@19.5151
881@2003-07-25@19.6727
882@2003-07-18@19.8372
883@2003-07-11@19.9723
884@2003-07-03@20.1142
885@2003-06-27@20.2589
886@2003-06-20@20.4141
887@2003-06-13@20.5770
888@2003-06-06@20.7474
889@2003-05-30@20.8231
890@2003-05-23@20.9187
891@2003-05-16@21.0161
892@2003-05-09@21.0999
893@2003-05-02@21.1839
894@2003-04-25@21.3026
895@2003-04-17@21.4442
896@2003-04-11@21.6011
897@2003-04-04@21.7419
898@2003-03-28@21.8878
899@2003-03-21@22.0352
900@2003-03-14@22.1875
901@2003-03-07@22.3375
902@2003-02-28@22.4912
903@2003-02-21@22.6421
904@2003-02-14@22.8068
905@2003-02-07@22.9787
906@2003-01-31@23.1425
907@2003-01-24@23.3284
908@2003-01-17@23.5138
909@2003-01-10@23.6818
910@2003-01-03@23.8588
911@2002-12-27@24.0563
912@2002-12-20@24.2763
913@2002-12-13@24.4556
914@2002-12-06@24.5753
915@2002-11-29@24.6273
916@2002-11-22@24.6978
917@2002-11-15@24.8003
918@2002-11-08@24.8915
919@2002-11-01@24.9549
920@2002-10-25@25.0599
921@2002-10-18@25.1286
922@2002-10-11@25.2269
923@2002-10-04@25.3434
924@2002-09-27@25.3506
925@2002-09-20@25.3538
926@2002-09-13@25.3207
927@2002-09-06@25.2919
928@2002-08-30@25.2436
929@2002-08-23@25.1273
930@2002-08-16@25.0820
931@2002-08-09@25.0289
932@2002-08-02@24.9926
933@2002-07-26@24.9550
934@2002-07-19@24.9422
935@2002-07-12@24.9020
936@2002-07-05@24.8552
937@2002-06-28@24.7664
938@2002-06-21@24.7013
939@2002-06-14@24.6347
940@2002-06-07@24.5073
941@2002-05-31@24.3412
942@2002-05-24@24.1432
943@2002-05-17@23.9653
