ActivePositions@Holders@Shares
Increased Positions@334@15,395,265
Decreased Positions@334@16,355,368
Held Positions@78@89,277,277
Total Institutional Shares@746@121,027,910
New Positions@120@4,573,389
Sold Out Positions@70@2,203,672
