Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@1.23@1.2@5.63@6.15
7 Days Ago@1.23@1.2@5.63@6.15
30 Days Ago@1.24@1.21@5.65@6.15
60 Days Ago@1.19@1.32@5.37@6.19
90 Days Ago@1.22@1.34@5.47@6.21
