Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Computer Software: Prepackaged Software@$140.00@$140.54/$136.10@1,761,691@2,233,768@$139.15@$155.10/$90.28@17,269,510,589@24.46@36.34@$5.72@$1.40@Jun 4, 2020@Jun 19, 2020@1.01%@1.0
