@Date@APO_value
110@2018-05-04@-3.5083
111@2018-04-27@2.2098
112@2018-04-20@13.9538
113@2018-04-13@23.5245
114@2018-04-06@34.5101
115@2018-03-29@43.4572
116@2018-03-23@47.9339
117@2018-03-16@50.8694
118@2018-03-09@51.8649
119@2018-03-02@54.6621
120@2018-02-23@53.6820
121@2018-02-16@57.2555
122@2018-02-09@60.0561
123@2018-02-02@60.9600
124@2018-01-26@58.1542
125@2018-01-19@54.3577
126@2018-01-12@49.4042
127@2018-01-05@47.4586
128@2017-12-29@47.2313
129@2017-12-22@42.5067
130@2017-12-15@35.1978
131@2017-12-08@29.0762
132@2017-12-01@23.5099
133@2017-11-24@16.7419
134@2017-11-17@11.1037
135@2017-11-10@4.8067
136@2017-11-03@-0.4528
137@2017-10-27@-3.2173
138@2017-10-20@-1.7231
139@2017-10-13@3.4539
140@2017-10-06@7.7996
141@2017-09-29@9.8720
142@2017-09-22@13.6359
143@2017-09-15@20.7388
144@2017-09-08@25.9315
145@2017-09-01@30.7660
146@2017-08-25@39.6103
147@2017-08-18@48.1627
148@2017-08-11@53.5557
149@2017-08-04@59.0724
150@2017-07-28@62.7551
151@2017-07-21@63.1755
152@2017-07-14@59.8132
153@2017-07-07@55.8778
154@2017-06-30@53.3378
155@2017-06-23@48.5408
156@2017-06-16@42.9122
157@2017-06-09@41.3947
158@2017-06-02@38.7381
159@2017-05-26@34.8379
160@2017-05-19@32.3812
161@2017-05-12@30.4984
162@2017-05-05@27.2179
163@2017-04-28@22.5278
164@2017-04-21@21.3878
165@2017-04-13@21.9347
166@2017-04-07@22.4196
167@2017-03-31@22.3315
168@2017-03-24@20.7451
169@2017-03-17@18.3080
170@2017-03-10@16.9472
171@2017-03-03@15.3081
172@2017-02-24@11.0584
173@2017-02-17@7.1581
174@2017-02-10@3.3642
175@2017-02-03@-0.1587
176@2017-01-27@-1.7297
177@2017-01-20@0.3487
178@2017-01-13@3.8981
179@2017-01-06@6.3133
180@2016-12-30@10.2664
181@2016-12-23@14.6090
182@2016-12-16@18.4606
183@2016-12-09@21.0360
184@2016-12-02@23.4576
185@2016-11-25@26.2656
186@2016-11-18@29.7469
187@2016-11-11@33.8006
188@2016-11-04@37.4473
189@2016-10-28@40.3285
190@2016-10-21@40.3540
191@2016-10-14@37.3205
192@2016-10-07@33.2988
193@2016-09-30@27.6421
194@2016-09-23@20.9714
195@2016-09-16@12.9018
196@2016-09-09@8.2388
197@2016-09-02@5.3415
198@2016-08-26@3.5669
199@2016-08-19@2.0749
200@2016-08-12@-1.7881
201@2016-08-05@-4.0440
202@2016-07-29@-8.4488
203@2016-07-22@-11.7299
204@2016-07-15@-11.2601
205@2016-07-08@-6.6779
206@2016-07-01@-3.8408
207@2016-06-24@0.0451
208@2016-06-17@1.8383
209@2016-06-10@3.0212
210@2016-06-03@1.9619
211@2016-05-27@-0.8945
212@2016-05-20@-3.0206
213@2016-05-13@-3.1993
214@2016-05-06@-5.0940
215@2016-04-29@-8.1124
216@2016-04-22@-4.5303
217@2016-04-15@-4.2445
218@2016-04-08@-4.3172
219@2016-04-01@-3.2968
220@2016-03-24@1.7103
221@2016-03-18@6.4512
222@2016-03-11@11.3940
223@2016-03-04@16.8063
224@2016-02-26@24.2180
225@2016-02-19@32.7061
226@2016-02-12@38.7851
227@2016-02-05@43.9545
228@2016-01-29@47.2621
229@2016-01-22@50.3142
230@2016-01-15@51.5022
231@2016-01-08@54.9721
232@2015-12-31@55.6808
233@2015-12-24@55.2340
234@2015-12-18@52.7330
235@2015-12-11@53.6076
236@2015-12-04@52.1019
237@2015-11-27@49.7783
238@2015-11-20@48.3271
239@2015-11-13@44.2464
240@2015-11-06@46.4512
241@2015-10-30@47.7401
242@2015-10-23@48.2069
243@2015-10-16@50.8345
244@2015-10-09@57.1813
245@2015-10-02@53.3954
246@2015-09-25@48.3595
247@2015-09-18@42.2901
248@2015-09-11@38.0679
249@2015-09-04@32.5742
250@2015-08-28@27.1197
251@2015-08-21@25.1665
252@2015-08-14@19.1428
253@2015-08-07@14.1022
254@2015-07-31@9.7485
255@2015-07-24@5.6003
256@2015-07-17@2.6935
257@2015-07-10@2.8649
258@2015-07-02@3.8456
259@2015-06-26@3.4269
260@2015-06-19@4.9892
261@2015-06-12@7.6579
262@2015-06-05@9.0522
263@2015-05-29@11.0413
264@2015-05-22@12.4742
265@2015-05-15@11.6352
266@2015-05-08@11.7073
267@2015-05-01@9.5642
268@2015-04-24@7.3219
269@2015-04-17@8.4793
270@2015-04-10@5.3119
271@2015-04-02@0.0461
272@2015-03-27@-3.5422
273@2015-03-20@-7.0711
274@2015-03-13@-11.0712
275@2015-03-06@-16.0866
276@2015-02-27@-19.8484
277@2015-02-20@-21.4859
278@2015-02-13@-23.2507
279@2015-02-06@-23.0837
280@2015-01-30@-23.1997
281@2015-01-23@-23.5274
282@2015-01-16@-24.0185
283@2015-01-09@-25.7648
284@2015-01-02@-25.9854
285@2014-12-26@-23.6438
286@2014-12-19@-20.2245
287@2014-12-12@-14.9509
288@2014-12-05@-11.9760
289@2014-11-28@-8.4203
290@2014-11-21@-6.2044
291@2014-11-14@-1.8942
292@2014-11-07@1.7883
293@2014-10-31@4.3578
294@2014-10-24@7.5983
295@2014-10-17@13.1342
296@2014-10-10@17.4270
297@2014-10-03@19.2181
298@2014-09-26@-0.9074
299@2014-09-19@-24.5918
300@2014-09-12@-49.0446
301@2014-09-05@-76.2488
302@2014-08-29@-101.5912
303@2014-08-22@-127.1604
304@2014-08-15@-152.3977
305@2014-08-08@-179.3744
306@2014-08-01@-206.2772
307@2014-07-25@-232.2242
308@2014-07-18@-260.0424
309@2014-07-11@-284.5361
310@2014-07-03@-308.6710
311@2014-06-27@-332.6908
312@2014-06-20@-306.4235
313@2014-06-13@-273.6688
314@2014-06-06@-242.0210
315@2014-05-30@-207.1835
316@2014-05-23@-171.9890
317@2014-05-16@-135.1107
318@2014-05-09@-97.6851
319@2014-05-02@-63.5010
320@2014-04-25@-27.8741
321@2014-04-17@2.6550
322@2014-04-11@41.6711
323@2014-04-04@77.7344
324@2014-03-28@86.3360
325@2014-03-21@92.0937
326@2014-03-14@97.0294
327@2014-03-07@97.1562
328@2014-02-28@99.3963
329@2014-02-21@100.4740
330@2014-02-14@100.0057
331@2014-02-07@99.6259
332@2014-01-31@96.0162
333@2014-01-24@97.4098
334@2014-01-17@95.2245
335@2014-01-10@93.4161
336@2014-01-03@81.1100
337@2013-12-27@69.0316
338@2013-12-20@58.2103
339@2013-12-13@51.3294
340@2013-12-06@44.0285
341@2013-11-29@36.3742
342@2013-11-22@27.0508
343@2013-11-15@18.2672
344@2013-11-08@10.6410
345@2013-11-01@5.6387
346@2013-10-25@4.6398
347@2013-10-18@2.2031
348@2013-10-11@8.2524
349@2013-10-04@16.4014
350@2013-09-27@21.7611
351@2013-09-20@24.1735
352@2013-09-13@25.6546
353@2013-09-06@27.2811
354@2013-08-30@31.4797
355@2013-08-23@34.3335
356@2013-08-16@38.8565
357@2013-08-09@44.5379
358@2013-08-02@47.6258
359@2013-07-26@49.6932
360@2013-07-19@49.0540
361@2013-07-12@45.9496
362@2013-07-05@42.8097
363@2013-06-28@41.0058
364@2013-06-21@40.6527
365@2013-06-14@41.7663
366@2013-06-07@42.9071
367@2013-05-31@46.0322
368@2013-05-24@47.8640
369@2013-05-17@48.8942
370@2013-05-10@50.2604
371@2013-05-03@50.7372
372@2013-04-26@52.5197
373@2013-04-19@53.0324
374@2013-04-12@47.9509
375@2013-04-05@45.1544
376@2013-03-28@41.5742
377@2013-03-22@35.3378
378@2013-03-15@31.5235
379@2013-03-08@25.6973
380@2013-03-01@20.3490
381@2013-02-22@17.3688
382@2013-02-15@11.2072
383@2013-02-08@6.0199
384@2013-02-01@2.2844
385@2013-01-25@1.1297
386@2013-01-18@3.0700
387@2013-01-11@4.6189
388@2013-01-04@10.9482
389@2012-12-28@20.5769
390@2012-12-21@29.9494
391@2012-12-14@37.5697
392@2012-12-07@43.3546
393@2012-11-30@49.0590
394@2012-11-23@53.2847
395@2012-11-16@56.0149
396@2012-11-09@59.4160
397@2012-11-02@59.7683
398@2012-10-26@58.9860
399@2012-10-19@58.6085
400@2012-10-12@51.3947
401@2012-10-05@41.1058
402@2012-09-28@31.1467
403@2012-09-21@22.0228
404@2012-09-14@13.5599
405@2012-09-07@5.5198
406@2012-08-31@-0.3757
407@2012-08-24@-5.9373
408@2012-08-17@-9.8231
409@2012-08-10@-12.3123
410@2012-08-03@-13.8328
411@2012-07-27@-15.0228
412@2012-07-20@-13.4234
413@2012-07-13@-14.1847
414@2012-07-06@-13.3812
415@2012-06-29@-12.2283
416@2012-06-22@-8.5975
417@2012-06-15@-4.2475
418@2012-06-08@-2.4538
419@2012-06-01@-2.1806
420@2012-05-25@0.5033
421@2012-05-18@1.5004
422@2012-05-11@1.4802
423@2012-05-04@2.8365
424@2012-04-27@2.0266
425@2012-04-20@1.0268
426@2012-04-13@-0.5458
427@2012-04-05@3.7190
428@2012-03-30@9.2319
429@2012-03-23@14.4224
430@2012-03-16@18.3500
431@2012-03-09@23.7353
432@2012-03-02@28.0727
433@2012-02-24@32.5972
434@2012-02-17@34.3967
435@2012-02-10@34.6967
436@2012-02-03@37.0112
437@2012-01-27@37.0079
438@2012-01-20@36.7131
439@2012-01-13@34.4603
440@2012-01-06@33.7794
441@2011-12-30@28.0419
442@2011-12-23@23.9374
443@2011-12-16@21.0412
444@2011-12-09@18.5501
445@2011-12-02@13.5767
446@2011-11-25@9.9537
447@2011-11-18@8.2572
448@2011-11-11@2.7325
449@2011-11-04@1.6514
450@2011-10-28@0.8752
451@2011-10-21@5.2811
452@2011-10-14@9.9549
453@2011-10-07@13.6018
454@2011-09-30@11.9312
455@2011-09-23@9.6603
456@2011-09-16@2.9822
457@2011-09-09@-1.9953
458@2011-09-02@-5.5138
459@2011-08-26@-9.1971
460@2011-08-19@-11.9097
461@2011-08-12@-17.6678
462@2011-08-05@-22.5382
463@2011-07-29@-28.5968
464@2011-07-22@-34.0124
465@2011-07-15@-40.9069
466@2011-07-08@-44.3851
467@2011-07-01@-42.8812
468@2011-06-24@-37.9160
469@2011-06-17@-34.0442
470@2011-06-10@-32.3766
471@2011-06-03@-30.5387
472@2011-05-27@-26.7109
473@2011-05-20@-21.6533
474@2011-05-13@-16.7960
475@2011-05-06@-12.8582
476@2011-04-29@-10.1800
477@2011-04-21@-7.1254
478@2011-04-15@-3.2140
479@2011-04-08@2.3918
480@2011-04-01@6.8257
481@2011-03-25@10.0736
482@2011-03-18@15.7728
483@2011-03-11@21.1282
484@2011-03-04@26.0751
485@2011-02-25@29.4245
486@2011-02-18@32.9502
487@2011-02-11@35.3325
488@2011-02-04@38.8929
489@2011-01-28@45.0027
490@2011-01-21@50.2396
491@2011-01-14@55.7150
492@2011-01-07@60.0056
493@2010-12-31@61.0368
494@2010-12-23@59.5601
495@2010-12-17@57.7208
496@2010-12-10@52.9502
497@2010-12-03@47.7794
498@2010-11-26@41.5725
499@2010-11-19@34.9846
500@2010-11-12@26.8901
501@2010-11-05@19.4278
502@2010-10-29@13.4030
503@2010-10-22@5.5693
504@2010-10-15@-1.7268
505@2010-10-08@-9.2930
506@2010-10-01@-15.4419
507@2010-09-24@-23.8262
508@2010-09-17@-27.9319
509@2010-09-10@-29.6478
510@2010-09-03@-31.0063
511@2010-08-27@-30.3747
512@2010-08-20@-32.0992
513@2010-08-13@-34.4012
514@2010-08-06@-35.1871
515@2010-07-30@-34.8598
516@2010-07-23@-33.9538
517@2010-07-16@-31.5910
518@2010-07-09@-30.3064
519@2010-07-02@-27.0637
520@2010-06-25@-24.6047
521@2010-06-18@-23.1175
522@2010-06-11@-21.8571
523@2010-06-04@-19.4978
524@2010-05-28@-16.3225
525@2010-05-21@-15.9664
526@2010-05-14@-15.2094
527@2010-05-07@-14.8740
528@2010-04-30@-14.7809
529@2010-04-23@-16.0595
530@2010-04-16@-16.3911
531@2010-04-09@-13.5231
532@2010-04-01@-7.5245
533@2010-03-26@0.4262
534@2010-03-19@8.5183
535@2010-03-12@14.8230
536@2010-03-05@21.2263
537@2010-02-26@28.4818
538@2010-02-19@34.3320
539@2010-02-12@40.9050
540@2010-02-05@47.4221
541@2010-01-29@52.4618
542@2010-01-22@55.5366
543@2010-01-15@59.2228
544@2010-01-08@62.1504
545@2009-12-31@62.0017
546@2009-12-24@58.3596
547@2009-12-18@56.7286
548@2009-12-11@54.4526
549@2009-12-04@50.5425
550@2009-11-27@47.0744
551@2009-11-20@44.4471
552@2009-11-13@42.4097
553@2009-11-06@39.6184
554@2009-10-30@38.1328
555@2009-10-23@35.8079
556@2009-10-16@33.3258
557@2009-10-09@31.3804
558@2009-10-02@30.0645
559@2009-09-25@28.5602
560@2009-09-18@29.3452
561@2009-09-11@30.4403
562@2009-09-04@33.2070
563@2009-08-28@36.3800
564@2009-08-21@36.9572
565@2009-08-14@36.0681
566@2009-08-07@34.2770
567@2009-07-31@34.8513
568@2009-07-24@35.5233
569@2009-07-17@36.7568
570@2009-07-10@38.0957
571@2009-07-02@38.4533
572@2009-06-26@38.3744
573@2009-06-19@36.3431
574@2009-06-12@33.1490
575@2009-06-05@29.4402
576@2009-05-29@24.5953
577@2009-05-22@24.4292
578@2009-05-15@23.9798
579@2009-05-08@22.0892
580@2009-05-01@21.3712
581@2009-04-24@19.1037
582@2009-04-17@14.2415
583@2009-04-09@8.8234
584@2009-04-03@4.3308
585@2009-03-27@-0.4250
586@2009-03-20@-7.8406
587@2009-03-13@-13.0627
588@2009-03-06@-17.7263
589@2009-02-27@-26.8549
590@2009-02-20@-37.2319
591@2009-02-13@-49.9101
592@2009-02-06@-60.2406
593@2009-01-30@-65.9373
594@2009-01-23@-69.6421
595@2009-01-16@-73.6427
596@2009-01-09@-76.8249
597@2009-01-02@-82.4384
598@2008-12-26@-85.2160
599@2008-12-19@-85.0778
600@2008-12-12@-83.1123
601@2008-12-05@-82.6398
602@2008-11-28@-80.2392
603@2008-11-21@-73.5236
604@2008-11-14@-68.8625
605@2008-11-07@-63.1996
606@2008-10-31@-61.2441
607@2008-10-24@-58.1240
608@2008-10-17@-54.8874
609@2008-10-10@-48.3987
610@2008-10-03@-38.8188
611@2008-09-26@-29.2042
612@2008-09-19@-22.0904
613@2008-09-12@-12.1305
614@2008-09-05@-1.6986
615@2008-08-29@6.1112
616@2008-08-22@13.3806
617@2008-08-15@15.2836
618@2008-08-08@21.3781
619@2008-08-01@28.6584
620@2008-07-25@34.5337
621@2008-07-18@36.6923
622@2008-07-11@32.4914
623@2008-07-03@21.1012
624@2008-06-27@10.1026
625@2008-06-20@-4.7957
626@2008-06-13@-20.1413
627@2008-06-06@-37.5034
628@2008-05-30@-54.4827
629@2008-05-23@-65.7737
630@2008-05-16@-73.7867
631@2008-05-09@-80.2962
632@2008-05-02@-90.9896
633@2008-04-25@-99.0454
634@2008-04-18@-100.2147
635@2008-04-11@-98.4490
636@2008-04-04@-88.4772
637@2008-03-28@-75.4521
638@2008-03-20@-58.4879
639@2008-03-14@-40.0279
640@2008-03-07@-21.9862
641@2008-02-29@-3.2863
642@2008-02-22@11.8092
643@2008-02-15@25.1634
644@2008-02-08@34.2903
645@2008-02-01@46.9129
646@2008-01-25@60.4806
647@2008-01-18@71.7802
648@2008-01-11@74.6195
649@2008-01-04@77.5972
650@2007-12-28@75.6233
651@2007-12-21@71.5900
652@2007-12-14@67.9997
653@2007-12-07@59.9795
654@2007-11-30@53.2622
655@2007-11-23@47.0049
656@2007-11-16@43.5644
657@2007-11-09@38.0190
658@2007-11-02@31.4309
659@2007-10-26@24.5060
660@2007-10-19@20.1256
661@2007-10-12@16.7096
662@2007-10-05@17.6777
663@2007-09-28@19.7460
664@2007-09-21@20.6503
665@2007-09-14@24.0575
666@2007-09-07@25.4419
667@2007-08-31@28.3585
668@2007-08-24@28.5819
669@2007-08-17@28.4342
670@2007-08-10@26.5305
671@2007-08-03@24.3846
672@2007-07-27@21.5601
673@2007-07-20@19.2581
674@2007-07-13@15.0523
675@2007-07-06@10.9677
676@2007-06-29@8.8799
677@2007-06-22@5.7318
678@2007-06-15@2.8399
679@2007-06-08@-1.9384
680@2007-06-01@-5.1432
681@2007-05-25@-9.7712
682@2007-05-18@-10.6066
683@2007-05-11@-10.7197
684@2007-05-04@-11.7374
685@2007-04-27@-11.7084
686@2007-04-20@-9.5313
687@2007-04-13@-5.9601
688@2007-04-05@-1.2262
689@2007-03-30@3.4164
690@2007-03-23@5.9848
691@2007-03-16@8.3695
692@2007-03-09@13.7221
693@2007-03-02@19.9119
694@2007-02-23@24.4986
695@2007-02-16@30.7161
696@2007-02-09@37.2894
697@2007-02-02@41.1496
698@2007-01-26@43.3612
699@2007-01-19@45.7218
700@2007-01-12@45.9079
701@2007-01-05@43.3799
702@2006-12-29@41.7143
703@2006-12-22@39.0768
704@2006-12-15@36.1916
705@2006-12-08@33.7202
706@2006-12-01@29.1003
707@2006-11-24@23.7096
708@2006-11-17@18.4982
709@2006-11-10@14.2381
710@2006-11-03@8.7410
711@2006-10-27@2.3221
712@2006-10-20@-2.9856
713@2006-10-13@-4.9722
714@2006-10-06@-5.9923
715@2006-09-29@-3.7300
716@2006-09-22@-1.0508
717@2006-09-15@1.2934
718@2006-09-08@3.8248
719@2006-09-01@4.3761
720@2006-08-25@4.2086
721@2006-08-18@4.6767
722@2006-08-11@5.4187
723@2006-08-04@5.2590
724@2006-07-28@4.2596
725@2006-07-21@5.7854
726@2006-07-14@6.3866
727@2006-07-07@3.1056
728@2006-06-30@1.9744
729@2006-06-23@-0.4081
730@2006-06-16@-3.9651
731@2006-06-09@-8.7703
732@2006-06-02@-13.3786
733@2006-05-26@-15.1626
734@2006-05-19@-15.2547
735@2006-05-12@-16.6782
736@2006-05-05@-20.9120
737@2006-04-28@-21.4129
738@2006-04-21@-18.5509
739@2006-04-13@-14.1632
740@2006-04-07@-5.8196
741@2006-03-31@3.4747
742@2006-03-24@9.9171
743@2006-03-17@18.9819
744@2006-03-10@28.1490
745@2006-03-03@34.5052
746@2006-02-24@41.2947
747@2006-02-17@49.8587
748@2006-02-10@56.5204
749@2006-02-03@60.6179
750@2006-01-27@63.1800
751@2006-01-20@63.2897
752@2006-01-13@59.5355
753@2006-01-06@52.0102
754@2005-12-30@47.9294
755@2005-12-23@43.1907
756@2005-12-16@39.8037
757@2005-12-09@35.5195
758@2005-12-02@31.0926
759@2005-11-25@25.5215
760@2005-11-18@21.7777
761@2005-11-11@18.7854
762@2005-11-04@16.4523
763@2005-10-28@16.2140
764@2005-10-21@16.4687
765@2005-10-14@21.2192
766@2005-10-07@24.7339
767@2005-09-30@28.4396
768@2005-09-23@31.4487
769@2005-09-16@35.9556
770@2005-09-09@38.5634
771@2005-09-02@41.6915
772@2005-08-26@45.4055
773@2005-08-19@47.6914
774@2005-08-12@47.7859
775@2005-08-05@45.8569
776@2005-07-29@44.4627
777@2005-07-22@42.1408
778@2005-07-15@39.1044
779@2005-07-08@33.7053
780@2005-07-01@29.1012
781@2005-06-24@23.3991
782@2005-06-17@19.1509
783@2005-06-10@14.9175
784@2005-06-03@10.2174
785@2005-05-27@6.8372
786@2005-05-20@4.9415
787@2005-05-13@4.0700
788@2005-05-06@2.7744
789@2005-04-29@2.4733
790@2005-04-22@2.0601
791@2005-04-15@3.9972
792@2005-04-08@6.8042
793@2005-04-01@9.7349
794@2005-03-24@13.4342
795@2005-03-18@16.6778
796@2005-03-11@19.7413
797@2005-03-04@21.7661
798@2005-02-25@24.2982
799@2005-02-18@26.2421
