OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@23,786,177@-101,868@-0.426%@$2,146,465
BLACKROCK INC.@03/31/2020@18,575,020@182,195@0.991%@$1,676,210
STATE STREET CORP@03/31/2020@8,669,550@55,553@0.645%@$782,340
PRINCIPAL FINANCIAL GROUP INC@03/31/2020@7,210,551@578,632@8.725%@$650,680
WELLINGTON MANAGEMENT GROUP LLP@03/31/2020@7,072,849@2,173,178@44.354%@$638,254
