OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@95,705,616@2,450,003@2.627%@$14,938,690
BLACKROCK INC.@03/31/2020@75,224,392@1,133,000@1.529%@$11,741,775
FMR LLC@03/31/2020@50,219,842@-9,300,537@-15.626%@$7,838,815
STATE STREET CORP@03/31/2020@46,310,295@-17,008@-0.037%@$7,228,574
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@41,275,915@3,593,909@9.537%@$6,442,758
