ActivePositions@Holders@Shares
Increased Positions@392@11,879,422
Decreased Positions@455@13,447,538
Held Positions@108@108,941,606
Total Institutional Shares@955@134,268,566
New Positions@68@1,806,396
Sold Out Positions@128@2,360,369
