OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
BAILLIE GIFFORD & CO@03/31/2020@17,619,078@-120,629@-0.68%@$6,321,901
VANGUARD GROUP INC@03/31/2020@11,749,136@286,916@2.503%@$4,215,707
BLACKROCK INC.@03/31/2020@10,945,014@-182,200@-1.637%@$3,927,180
STATE STREET CORP@03/31/2020@6,085,846@-71,807@-1.166%@$2,183,662
EDGEWOOD MANAGEMENT LLC@03/31/2020@4,862,068@81,088@1.696%@$1,744,559
