Firm@To Grade@From Grade@Action
Morgan Stanley@Equal-Weight@@init
Morgan Stanley@Equal-Weight@@init
JP Morgan@Overweight@@main
Citigroup@Neutral@@main
Wedbush@Outperform@@main
UBS@Neutral@@main
ISI Group@Market Weight@@init
Barclays@Overweight@@main
Cantor Fitzgerald@Hold@@main
Citigroup@Neutral@@main
CLSA@Underperform@Outperform@down
Goldman Sachs@Neutral@@main
Baird@Neutral@Outperform@down
PiperJaffray@Overweight@Neutral@up
Wedbush@Neutral@Outperform@down
ISI Group@Neutral@@main
Credit Suisse@Outperform@@main
First Analysis@Equal-Weight@Overweight@down
ISI Group@Neutral@@main
Cantor Fitzgerald@Hold@@main
UBS@Buy@Neutral@up
Credit Suisse@Outperform@@main
Bank of America@Buy@@main
PiperJaffray@Neutral@Overweight@down
Credit Suisse@Outperform@@main
Janney Capital@Neutral@@init
Wells Fargo@Outperform@@init
Bank of America@Buy@@main
JMP Securities@Market Outperform@@init
Mizuho@Buy@@main
Bank of America@Buy@@main
JMP Securities@Market Outperform@@main
Macquarie@Outperform@Neutral@up
Leerink Swann@Outperform@@main
Bank of America@Buy@@main
Maxim Group@Buy@Hold@up
Credit Suisse@Outperform@@main
JP Morgan@Overweight@@main
Macquarie@Outperform@@main
Tigress Financial@Buy@@init
Stifel Nicolaus@Buy@@init
Wedbush@Outperform@Neutral@up
Morgan Stanley@Equal-weight@@init
BTIG Research@Buy@@init
PiperJaffray@Overweight@Neutral@up
Janney Capital@Buy@Neutral@up
Stifel Nicolaus@Buy@@main
JP Morgan@Overweight@@main
Barclays@Equal-Weight@@main
UBS@Buy@@init
Citigroup@Buy@@main
Tigress Financial@Strong Buy@Buy@up
Morgan Stanley@Overweight@Equal-Weight@up
Canaccord Genuity@Buy@@init
Janney Capital@Neutral@Buy@down
Cantor Fitzgerald@Buy@@init
Leerink Swann@Market Perform@Outperform@down
Cowen & Co.@Outperform@@main
Mizuho@Neutral@Buy@down
Leerink Swann@Market Perform@@main
Barclays@Equal-Weight@@main
PiperJaffray@Overweight@@main
Deutsche Bank@Hold@@init
Avondale Partners@Market Perform@@init
Wells Fargo@Market Perform@Outperform@down
Deutsche Bank@Hold@@main
Baird@Neutral@@main
Canaccord Genuity@Hold@Buy@down
Morgan Stanley@Equal-Weight@@main
Barclays@Equal-Weight@@main
Bank of America@Neutral@Buy@down
Cantor Fitzgerald@Hold@Buy@down
Cowen & Co.@Outperform@@main
Leerink Swann@Market Perform@@main
Morgan Stanley@Equal-Weight@@main
Nomura@Buy@@main
Citigroup@Buy@@main
CL King@Buy@@init
Morgan Stanley@Underweight@@down
JP Morgan@Overweight@@main
CL King@Neutral@Buy@down
Citigroup@Buy@@main
Janney Capital@Sell@Neutral@down
Barclays@Equal-Weight@@main
Citigroup@Neutral@Buy@down
Citigroup@Neutral@@main
First Analysis@Underweight@Equal-Weight@down
Bank of America@Buy@Neutral@up
Evercore ISI Group@Buy@Hold@up
Leerink Swann@Outperform@Market Perform@up
Morgan Stanley@Underweight@@main
Canaccord Genuity@Buy@Hold@up
Argus@Buy@@main
Deutsche Bank@Buy@Hold@up
Janney Capital@Neutral@Sell@up
Wells Fargo@Market Perform@@main
Baird@Outperform@Neutral@up
Bank of America@Buy@@main
Barclays@Equal-Weight@@main
Citigroup@Neutral@@main
Morgan Stanley@Underweight@@main
Wells Fargo@Outperform@Market Perform@up
William Blair@Market Perform@Outperform@down
First Analysis@Overweight@Equal-Weight@up
Leerink Swann@Outperform@Outperform@main
Morgan Stanley@Underweight@Underweight@main
Barclays@Equal-Weight@Equal-Weight@main
Citigroup@Buy@Neutral@main
Morgan Stanley@Underweight@Underweight@main
Baird@Outperform@Outperform@main
Morgan Stanley@Underweight@Underweight@main
Barclays@Equal-Weight@Equal-Weight@main
Argus@Buy@@main
Barclays@Overweight@Equal-Weight@up
Canaccord Genuity@Buy@Buy@main
Morgan Stanley@Underweight@Underweight@main
Citigroup@Buy@Buy@main
Cowen & Co.@Outperform@Outperform@main
Morgan Stanley@Underweight@Underweight@main
PiperJaffray@Overweight@Overweight@main
Citigroup@Buy@Buy@main
Canaccord Genuity@Buy@Buy@main
Deutsche Bank@Buy@Buy@main
Barclays@Overweight@Overweight@main
Bank of America@Buy@Buy@main
Morgan Stanley@Equal-Weight@Underweight@up
Argus@Buy@Buy@main
Barclays@Overweight@Overweight@main
UBS@Buy@Neutral@up
Morgan Stanley@Equal-Weight@Equal-Weight@main
Deutsche Bank@Hold@Buy@down
Bank of America@Underperform@Buy@down
Deutsche Bank@Hold@@main
Canaccord Genuity@Hold@Buy@down
Piper Jaffray@Overweight@@main
UBS@Buy@@main
Argus Research@Buy@@main
Piper Jaffray@Overweight@@main
Canaccord Genuity@Hold@@main
Cowen & Co.@Outperform@@main
Evercore ISI Group@In-Line@Outperform@down
Piper Sandler@Overweight@@main
Citigroup@Buy@@main
Wells Fargo@Underweight@@main
Citigroup@Buy@@main
Barclays@Overweight@@main
Wells Fargo@Underweight@@main
Stifel@Buy@@main
Baird@Outperform@@main
Baird@Neutral@Outperform@down
Citigroup@Neutral@Buy@down
Stifel@Buy@@main
Wells Fargo@Underweight@@main
