Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@1.5@1.55@6.32@6.48
7 Days Ago@1.5@1.55@6.28@6.45
30 Days Ago@1.51@1.55@6.27@6.4
60 Days Ago@1.61@1.62@6.35@6.39
90 Days Ago@1.62@1.63@6.4@6.34
