OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@49,645,155@1,173,630@2.421%@$11,207,394
BLACKROCK INC.@03/31/2020@46,462,367@205,870@0.445%@$10,488,879
CAPITAL RESEARCH GLOBAL INVESTORS@03/31/2020@33,110,645@-2,226,994@-6.302%@$7,474,728
STATE STREET CORP@03/31/2020@26,206,950@-19,393@-0.074%@$5,916,219
PRIMECAP MANAGEMENT CO/CA/@03/31/2020@18,480,090@183,075@1.001%@$4,171,880
