Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@3.82@3.89@15.56@16.9
7 Days Ago@3.82@3.89@15.57@16.91
30 Days Ago@3.85@3.93@15.58@17
60 Days Ago@4.05@3.95@15.62@17.01
90 Days Ago@4.1@3.99@15.7@17.06
