OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@640,172,572@16,505,291@2.646%@$120,582,906
BLACKROCK INC.@03/31/2020@517,578,906@2,381,685@0.462%@$97,491,163
STATE STREET CORP@03/31/2020@314,771,248@-901,272@-0.286%@$59,290,312
FMR LLC@03/31/2020@237,892,832@-1,231,311@-0.515%@$44,809,494
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@172,056,401@-2,979,876@-1.702%@$32,408,544
