Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Computer Software: Prepackaged Software@$200.00@$190.70/$187.26@20,825,202@41,061,700@$188.36@$190.70/$130.71@1,440,626,143,723@31.66@33.10@$6.00@$2.04@May 20, 2020@Jun 11, 2020@1.09%@1.0
