Firm@To Grade@From Grade@Action
Argus Research@Buy@@up
Hilliard Lyons@Long-Term Buy@@main
Morgan Stanley@Overweight@@main
UBS@Buy@@main
Deutsche Bank@Buy@@main
Goldman Sachs@Neutral@@main
Bank oferica@Buy@@main
UBS@Buy@@main
McAdams Wright Ragen@Buy@@main
Goldman Sachs@Neutral@@main
Griffin Securities@Buy@@init
Longbow Research@Buy@@init
Jefferies@Hold@@init
RBC Capital@Sector Perform@Outperform@down
RBC Capital@Sector Perform@Outperform@down
Barclays@Equal-Weight@@main
Nomura@@@main
MKM Partners@Neutral@@main
Standpoint Research@Buy@Hold@up
Barclays@Equal-Weight@@main
BMO Capital@Market Perform@@init
SunTrust Robinson Humphrey@Neutral@@init
Barclays@Equal-Weight@@main
Morgan Stanley@Equal-Weight@Overweight@down
Nomura@Buy@@main
Deutsche Bank@Buy@@main
Deutsche Bank@Buy@@main
McAdams Wright Ragen@Buy@@main
Bank of America@Neutral@Buy@down
BGC Financial@Hold@Buy@down
Goldman Sachs@Sell@Neutral@down
Nomura@Neutral@Buy@down
Hilliard Lyons@Neutral@Long-term Buy@down
Credit Agricole@Outperform@Buy@down
McAdams Wright Ragen@Hold@Buy@down
Morgan Stanley@Overweight@Equal-Weight@main
Standpoint Research@Hold@Buy@down
Stifel Nicolaus@Buy@@main
Nomura@Neutral@@main
Deutsche Bank@Hold@Buy@down
Morgan Stanley@Overweight@@main
Cowen & Co.@Market Perform@Outperform@down
Atlantic Equities@Neutral@Overweight@down
Evercore Partners@Overweight@Equal-Weight@up
Stifel Nicolaus@Hold@Buy@down
Nomura@Buy@Neutral@up
BMO Capital@Market Perform@@main
Morgan Stanley@Equal-Weight@Overweight@down
Jefferies@Buy@Hold@up
Nomura@Buy@@main
Bank of America@Underperform@Neutral@down
McAdams Wright Ragen@Hold@@main
Evercore Partners@Overweight@@main
Barclays@Overweight@Equal-weight@up
Citigroup@Neutral@Buy@down
Deutsche Bank@Buy@Hold@up
Credit Suisse@Outperform@@main
Deutsche Bank@Buy@@main
Sterne Agee@Neutral@@init
Barclays@Overweight@@main
Cowen & Co.@Market Perform@@main
Deutsche Bank@Hold@Buy@down
Jefferies@Buy@@main
FBR Capital@Market Perform@@main
JP Morgan@Neutral@@main
Oppenheimer@Outperform@@main
Credit Suisse@Outperform@@main
Summit Research Partners@Hold@@init
FBR Capital@Outperform@Market Perform@up
Citigroup@Neutral@@main
Nomura@Buy@@main
Barclays@Overweight@@main
Deutsche Bank@Hold@@main
Pacific Crest@Outperform@Sector Perform@up
Bank of America@Neutral@Underperform@up
Credit Suisse@Outperform@@main
FBR Capital@Outperform@@main
UBS@Buy@@main
Barclays@Overweight@@main
MKM Partners@Buy@@init
FBN Securities@Outperform@@init
BMO Capital@Market Perform@@init
Credit Suisse@Outperform@@main
Credit Suisse@Outperform@@main
Citigroup@Neutral@@main
Jefferies@Underperform@@init
PiperJaffray@Overweight@@init
Bank of America@Underperform@Neutral@down
Barclays@Overweight@@main
JP Morgan@Neutral@Overweight@down
Nomura@Neutral@Buy@down
Barclays@Overweight@@main
Citigroup@Sell@@main
Atlantic Equities@Underweight@Neutral@down
Pacific Crest@Outperform@@main
Wells Fargo@Outperform@Market Perform@up
Barclays@Overweight@@main
Citigroup@Sell@@main
Nomura@Buy@Neutral@up
Pacific Crest@Overweight@@main
Citigroup@Sell@@main
KeyBanc@Overweight@@main
Deutsche Bank@Buy@Hold@up
Barclays@Overweight@@main
Wunderlich@Hold@@init
Jefferies@Underperform@@main
Morgan Stanley@Equal-Weight@@main
Jefferies@Underperform@@main
Citigroup@Sell@@main
Barclays@Overweight@@main
Stifel Nicolaus@Buy@Hold@up
Bank of America@Neutral@Underperform@up
Bank of America@Buy@Neutral@up
Jefferies@Underweight@@main
Barclays@Overweight@@main
PiperJaffray@Overweight@@main
Raymond James@Strong Buy@Market Perform@up
Deutsche Bank@Buy@@main
Goldman Sachs@Neutral@Sell@up
Barclays@Overweight@@main
BMO Capital@Outperform@@init
Morgan Stanley@Overweight@Equal-Weight@up
Credit Suisse@Outperform@@main
Hilliard Lyons@Neutral@Long-Term Buy@down
Macquarie@Neutral@@init
Cowen & Co.@Market Perform@@main
Cowen & Co.@Market Perform@@main
Nomura@Buy@@main
Goldman Sachs@Neutral@@main
Morgan Stanley@Overweight@@main
Cowen & Co.@Market Perform@@main
RBC Capital@Outperform@@main
Macquarie@Neutral@@main
Macquarie@Neutral@@init
Canaccord Genuity@Hold@@init
Cowen & Co.@Outperform@Market Perform@up
Cowen & Co.@Outperform@@up
Citigroup@Sell@@main
William Blair@Market Perform@@init
Wunderlich@Hold@@main
Citigroup@Sell@@main
UBS@Buy@@main
Goldman Sachs@Neutral@@main
William Blair@Outperform@Market Perform@up
Wunderlich@Buy@Hold@up
Nomura@Buy@@main
Atlantic Equities@Neutral@Underweight@up
Goldman Sachs@Buy@Neutral@up
Tigress Financial@Buy@Neutral@up
Credit Suisse@Outperform@@main
Deutsche Bank@Buy@@main
Citigroup@Sell@@main
Canaccord Genuity@Buy@Hold@up
Stifel Nicolaus@Buy@@main
Citigroup@Sell@@main
Barclays@Overweight@@main
BMO Capital@Outperform@@main
Canaccord Genuity@Buy@@main
Citigroup@Sell@@main
Argus@Buy@Hold@up
Oppenheimer@Outperform@@main
UBS@Buy@@main
JP Morgan@Neutral@Neutral@main
Barclays@Overweight@Overweight@main
