ActivePositions@Holders@Shares
Increased Positions@1,667@192,646,835
Decreased Positions@1,794@248,239,972
Held Positions@160@5,029,108,475
Total Institutional Shares@3,621@5,469,995,282
New Positions@213@23,109,113
Sold Out Positions@73@6,146,539
