ActivePositions@Holders@Shares
Increased Positions@245@7,496,382
Decreased Positions@248@8,043,817
Held Positions@59@60,661,340
Total Institutional Shares@552@76,201,539
New Positions@88@1,093,980
Sold Out Positions@70@2,003,354
