Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Technology@Industrial Machinery/Components@$320.00@$351.57/$343.11@1,001,581@817,887@$357.22@$364.16/$189.49@148,661,651,622@50.32@48.04@$6.94@$2.478@Apr 24, 2020@May 6, 2020@0.69%@1.0
