Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@0.51@0.46@2.32@2.91
7 Days Ago@0.51@0.46@2.33@2.92
30 Days Ago@0.51@0.47@2.37@2.93
60 Days Ago@0.72@0.73@2.93@3.27
90 Days Ago@0.81@0.83@3.2@3.41
