OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@415,966,527@12,599,923@3.124%@$17,936,477
BLACKROCK INC.@03/31/2020@320,643,458@-885,786@-0.275%@$13,826,146
STATE STREET CORP@03/31/2020@175,742,450@1,632,045@0.937%@$7,578,014
CAPITAL INTERNATIONAL INVESTORS@03/31/2020@159,780,593@25,775,072@19.234%@$6,889,739
MASSACHUSETTS FINANCIAL SERVICES CO /MA/@03/31/2020@138,261,715@8,093,460@6.218%@$5,961,845
