ActivePositions@Holders@Shares
Increased Positions@978@282,830,397
Decreased Positions@1,031@237,589,958
Held Positions@174@3,332,791,362
Total Institutional Shares@2,183@3,853,211,717
New Positions@148@22,823,856
Sold Out Positions@203@29,797,876
