OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
FMR LLC@03/31/2020@8,780,437@1,764,614@25.152%@$3,236,645
VANGUARD GROUP INC@03/31/2020@8,743,713@276,478@3.265%@$3,223,107
BLACKROCK INC.@03/31/2020@5,951,648@453,493@8.248%@$2,193,896
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@4,835,458@253,390@5.53%@$1,782,447
BAILLIE GIFFORD & CO@03/31/2020@4,830,552@15,253@0.317%@$1,780,638
