OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@29,560,247@598,727@2.067%@$2,330,234
BLACKROCK INC.@03/31/2020@26,691,829@-465,871@-1.715%@$2,104,117
STATE STREET CORP@03/31/2020@14,659,951@-255,833@-1.715%@$1,155,644
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@9,988,237@-1,799,954@-15.269%@$787,373
CAPITAL WORLD INVESTORS@03/31/2020@9,104,922@2,759,826@43.495%@$717,741
