Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Capital Goods@Auto Manufacturing@$77.00@$79.38/$77.49@700,661@2,132,424@$78.83@$83.41/$49.11@27,322,796,907@12.98@27.95@$6.09@$1.28@May 11, 2020@Jun 2, 2020@1.64%@1.0
