|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY|INDEX|symbol_x|period_x|cashAndCashEquivalents|shortTermInvestments|cashAndShortTermInvestments|netReceivables|inventory_x|otherCurrentAssets|totalCurrentAssets|propertyPlantEquipmentNet|goodwill|intangibleAssets|goodwillAndIntangibleAssets|longTermInvestments|taxAssets|otherNonCurrentAssets|totalNonCurrentAssets|otherAssets|totalAssets|accountPayables|shortTermDebt|taxPayables|deferredRevenue|otherCurrentLiabilities|totalCurrentLiabilities|longTermDebt|deferredRevenueNonCurrent|deferredTaxLiabilitiesNonCurrent|otherNonCurrentLiabilities|totalNonCurrentLiabilities|otherLiabilities|totalLiabilities|commonStock|retainedEarnings|accumulatedOtherComprehensiveIncomeLoss|othertotalStockholdersEquity|totalStockholdersEquity|totalLiabilitiesAndStockholdersEquity|totalInvestments|totalDebt|netDebt|Date_x|Start Date_x|End Date_x|symbol_y|period_y|netIncome_x|depreciationAndAmortization_x|deferredIncomeTax|stockBasedCompensation|changeInWorkingCapital|accountsReceivables|inventory_y|accountsPayables|otherWorkingCapital|otherNonCashItems|netCashProvidedByOperatingActivities|investmentsInPropertyPlantAndEquipment|acquisitionsNet|purchasesOfInvestments|salesMaturitiesOfInvestments|otherInvestingActivites|netCashUsedForInvestingActivites|debtRepayment|commonStockIssued|commonStockRepurchased|dividendsPaid|otherFinancingActivites|netCashUsedProvidedByFinancingActivities|effectOfForexChangesOnCash|netChangeInCash|cashAtEndOfPeriod|cashAtBeginningOfPeriod|operatingCashFlow|capitalExpenditure|freeCashFlow|Date_y|Start Date_y|End Date_y|symbol|period|revenue|costOfRevenue|grossProfit|grossProfitRatio|researchAndDevelopmentExpenses|generalAndAdministrativeExpenses|sellingAndMarketingExpenses|otherExpenses|operatingExpenses|costAndExpenses|interestExpense|depreciationAndAmortization_y|ebitda|ebitdaratio|operatingIncome|operatingIncomeRatio|totalOtherIncomeExpensesNet|incomeBeforeTax|incomeBeforeTaxRatio|incomeTaxExpense|netIncome_y|netIncomeRatio|eps|epsdiluted|weightedAverageShsOut|weightedAverageShsOutDil|Date|Start Date|End Date|prctChangeOPEN|TargetProbability
2012-01-03|36.32|37.08|36.12|36.53|2803788|USD|0|PCAR|FY|2106700000.0|910100000.0|3016800000.0|0.0|710400000.0|1110800000.0|4838000000.0|1973300000.0|0.0|0.0|0.0|910000000.0|0.0|10361400000.0|12334700000.0|2908000000.0|17172700000.0|363400000.0|3909000000.0|0.0|712000000.0|2264300000.0|2627700000.0|150000000.0|0.0|0.0|507000000.0|657000000.0|8523600000.0|11808300000.0|356800000.0|5174500000.0|-219000000.0|52100000.0|5364400000.0|17172700000.0|910100000.0|150000000.0|-1956700000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|327700000.0|168100000.0|-224100000.0|2700000.0|17700000.0|9000000.0|10600000.0|-78400000.0|2210300000.0|0.0|441300000.0|-126000000.0|0.0|-276700000.0|190600000.0|-421600000.0|-633700000.0|-173800000.0|0.0|-87400000.0|-64300000.0|759300000.0|433800000.0|-14300000.0|227100000.0|2106700000.0|1879600000.0|441300000.0|126000000.0|315300000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|5616900000.0|3994400000.0|1622500000.0|0.288860403425377|72300000.0|121300000.0|0.0|123300000.0|316900000.0|4191600000.0|44100000.0|168100000.0|640800000.0|0.11408428136499998|472700000.0|0.08415674126299999|396000000.0|472700000.0|0.08415674126299999|145000000.0|327700000.0|0.0583417899553|0.91|0.91|363300000.0|364400000.0|2011-12-31|2011-12-31|2012-03-31|1.005|0.5907594108907017
2012-01-04|36.49|36.72|36.16|36.39|2536211|USD|1|PCAR|FY|2106700000.0|910100000.0|3016800000.0|0.0|710400000.0|1110800000.0|4838000000.0|1973300000.0|0.0|0.0|0.0|910000000.0|0.0|10361400000.0|12334700000.0|2908000000.0|17172700000.0|363400000.0|3909000000.0|0.0|712000000.0|2264300000.0|2627700000.0|150000000.0|0.0|0.0|507000000.0|657000000.0|8523600000.0|11808300000.0|356800000.0|5174500000.0|-219000000.0|52100000.0|5364400000.0|17172700000.0|910100000.0|150000000.0|-1956700000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|327700000.0|168100000.0|-224100000.0|2700000.0|17700000.0|9000000.0|10600000.0|-78400000.0|2210300000.0|0.0|441300000.0|-126000000.0|0.0|-276700000.0|190600000.0|-421600000.0|-633700000.0|-173800000.0|0.0|-87400000.0|-64300000.0|759300000.0|433800000.0|-14300000.0|227100000.0|2106700000.0|1879600000.0|441300000.0|126000000.0|315300000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|5616900000.0|3994400000.0|1622500000.0|0.288860403425377|72300000.0|121300000.0|0.0|123300000.0|316900000.0|4191600000.0|44100000.0|168100000.0|640800000.0|0.11408428136499998|472700000.0|0.08415674126299999|396000000.0|472700000.0|0.08415674126299999|145000000.0|327700000.0|0.0583417899553|0.91|0.91|363300000.0|364400000.0|2011-12-31|2011-12-31|2012-03-31|1.005|0.6079505571317556
2012-01-05|36.66|38.26|36.48|38.0|4187056|USD|2|PCAR|FY|2106700000.0|910100000.0|3016800000.0|0.0|710400000.0|1110800000.0|4838000000.0|1973300000.0|0.0|0.0|0.0|910000000.0|0.0|10361400000.0|12334700000.0|2908000000.0|17172700000.0|363400000.0|3909000000.0|0.0|712000000.0|2264300000.0|2627700000.0|150000000.0|0.0|0.0|507000000.0|657000000.0|8523600000.0|11808300000.0|356800000.0|5174500000.0|-219000000.0|52100000.0|5364400000.0|17172700000.0|910100000.0|150000000.0|-1956700000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|327700000.0|168100000.0|-224100000.0|2700000.0|17700000.0|9000000.0|10600000.0|-78400000.0|2210300000.0|0.0|441300000.0|-126000000.0|0.0|-276700000.0|190600000.0|-421600000.0|-633700000.0|-173800000.0|0.0|-87400000.0|-64300000.0|759300000.0|433800000.0|-14300000.0|227100000.0|2106700000.0|1879600000.0|441300000.0|126000000.0|315300000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|5616900000.0|3994400000.0|1622500000.0|0.288860403425377|72300000.0|121300000.0|0.0|123300000.0|316900000.0|4191600000.0|44100000.0|168100000.0|640800000.0|0.11408428136499998|472700000.0|0.08415674126299999|396000000.0|472700000.0|0.08415674126299999|145000000.0|327700000.0|0.0583417899553|0.91|0.91|363300000.0|364400000.0|2011-12-31|2011-12-31|2012-03-31|1.041|0.6225814041947555
2012-01-06|38.18|38.2|37.61|37.79|2397566|USD|3|PCAR|FY|2106700000.0|910100000.0|3016800000.0|0.0|710400000.0|1110800000.0|4838000000.0|1973300000.0|0.0|0.0|0.0|910000000.0|0.0|10361400000.0|12334700000.0|2908000000.0|17172700000.0|363400000.0|3909000000.0|0.0|712000000.0|2264300000.0|2627700000.0|150000000.0|0.0|0.0|507000000.0|657000000.0|8523600000.0|11808300000.0|356800000.0|5174500000.0|-219000000.0|52100000.0|5364400000.0|17172700000.0|910100000.0|150000000.0|-1956700000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|327700000.0|168100000.0|-224100000.0|2700000.0|17700000.0|9000000.0|10600000.0|-78400000.0|2210300000.0|0.0|441300000.0|-126000000.0|0.0|-276700000.0|190600000.0|-421600000.0|-633700000.0|-173800000.0|0.0|-87400000.0|-64300000.0|759300000.0|433800000.0|-14300000.0|227100000.0|2106700000.0|1879600000.0|441300000.0|126000000.0|315300000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|5616900000.0|3994400000.0|1622500000.0|0.288860403425377|72300000.0|121300000.0|0.0|123300000.0|316900000.0|4191600000.0|44100000.0|168100000.0|640800000.0|0.11408428136499998|472700000.0|0.08415674126299999|396000000.0|472700000.0|0.08415674126299999|145000000.0|327700000.0|0.0583417899553|0.91|0.91|363300000.0|364400000.0|2011-12-31|2011-12-31|2012-03-31|0.993|0.599229278786834
2012-01-09|37.93|38.34|37.7|38.25|1798623|USD|4|PCAR|FY|2106700000.0|910100000.0|3016800000.0|0.0|710400000.0|1110800000.0|4838000000.0|1973300000.0|0.0|0.0|0.0|910000000.0|0.0|10361400000.0|12334700000.0|2908000000.0|17172700000.0|363400000.0|3909000000.0|0.0|712000000.0|2264300000.0|2627700000.0|150000000.0|0.0|0.0|507000000.0|657000000.0|8523600000.0|11808300000.0|356800000.0|5174500000.0|-219000000.0|52100000.0|5364400000.0|17172700000.0|910100000.0|150000000.0|-1956700000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|327700000.0|168100000.0|-224100000.0|2700000.0|17700000.0|9000000.0|10600000.0|-78400000.0|2210300000.0|0.0|441300000.0|-126000000.0|0.0|-276700000.0|190600000.0|-421600000.0|-633700000.0|-173800000.0|0.0|-87400000.0|-64300000.0|759300000.0|433800000.0|-14300000.0|227100000.0|2106700000.0|1879600000.0|441300000.0|126000000.0|315300000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|5616900000.0|3994400000.0|1622500000.0|0.288860403425377|72300000.0|121300000.0|0.0|123300000.0|316900000.0|4191600000.0|44100000.0|168100000.0|640800000.0|0.11408428136499998|472700000.0|0.08415674126299999|396000000.0|472700000.0|0.08415674126299999|145000000.0|327700000.0|0.0583417899553|0.91|0.91|363300000.0|364400000.0|2011-12-31|2011-12-31|2012-03-31|1.021|0.6007964476813924
2012-01-10|38.72|39.71|38.72|39.59|3446091|USD|5|PCAR|FY|2106700000.0|910100000.0|3016800000.0|0.0|710400000.0|1110800000.0|4838000000.0|1973300000.0|0.0|0.0|0.0|910000000.0|0.0|10361400000.0|12334700000.0|2908000000.0|17172700000.0|363400000.0|3909000000.0|0.0|712000000.0|2264300000.0|2627700000.0|150000000.0|0.0|0.0|507000000.0|657000000.0|8523600000.0|11808300000.0|356800000.0|5174500000.0|-219000000.0|52100000.0|5364400000.0|17172700000.0|910100000.0|150000000.0|-1956700000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|327700000.0|168100000.0|-224100000.0|2700000.0|17700000.0|9000000.0|10600000.0|-78400000.0|2210300000.0|0.0|441300000.0|-126000000.0|0.0|-276700000.0|190600000.0|-421600000.0|-633700000.0|-173800000.0|0.0|-87400000.0|-64300000.0|759300000.0|433800000.0|-14300000.0|227100000.0|2106700000.0|1879600000.0|441300000.0|126000000.0|315300000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|5616900000.0|3994400000.0|1622500000.0|0.288860403425377|72300000.0|121300000.0|0.0|123300000.0|316900000.0|4191600000.0|44100000.0|168100000.0|640800000.0|0.11408428136499998|472700000.0|0.08415674126299999|396000000.0|472700000.0|0.08415674126299999|145000000.0|327700000.0|0.0583417899553|0.91|0.91|363300000.0|364400000.0|2011-12-31|2011-12-31|2012-03-31|1.023|0.5764708544766727
2012-01-11|39.62|39.89|39.45|39.72|2033229|USD|6|PCAR|FY|2106700000.0|910100000.0|3016800000.0|0.0|710400000.0|1110800000.0|4838000000.0|1973300000.0|0.0|0.0|0.0|910000000.0|0.0|10361400000.0|12334700000.0|2908000000.0|17172700000.0|363400000.0|3909000000.0|0.0|712000000.0|2264300000.0|2627700000.0|150000000.0|0.0|0.0|507000000.0|657000000.0|8523600000.0|11808300000.0|356800000.0|5174500000.0|-219000000.0|52100000.0|5364400000.0|17172700000.0|910100000.0|150000000.0|-1956700000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|327700000.0|168100000.0|-224100000.0|2700000.0|17700000.0|9000000.0|10600000.0|-78400000.0|2210300000.0|0.0|441300000.0|-126000000.0|0.0|-276700000.0|190600000.0|-421600000.0|-633700000.0|-173800000.0|0.0|-87400000.0|-64300000.0|759300000.0|433800000.0|-14300000.0|227100000.0|2106700000.0|1879600000.0|441300000.0|126000000.0|315300000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|5616900000.0|3994400000.0|1622500000.0|0.288860403425377|72300000.0|121300000.0|0.0|123300000.0|316900000.0|4191600000.0|44100000.0|168100000.0|640800000.0|0.11408428136499998|472700000.0|0.08415674126299999|396000000.0|472700000.0|0.08415674126299999|145000000.0|327700000.0|0.0583417899553|0.91|0.91|363300000.0|364400000.0|2011-12-31|2011-12-31|2012-03-31|1.009|0.5698429119361285
2012-01-12|39.99|40.3|39.38|39.84|2796765|USD|7|PCAR|FY|2106700000.0|910100000.0|3016800000.0|0.0|710400000.0|1110800000.0|4838000000.0|1973300000.0|0.0|0.0|0.0|910000000.0|0.0|10361400000.0|12334700000.0|2908000000.0|17172700000.0|363400000.0|3909000000.0|0.0|712000000.0|2264300000.0|2627700000.0|150000000.0|0.0|0.0|507000000.0|657000000.0|8523600000.0|11808300000.0|356800000.0|5174500000.0|-219000000.0|52100000.0|5364400000.0|17172700000.0|910100000.0|150000000.0|-1956700000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|327700000.0|168100000.0|-224100000.0|2700000.0|17700000.0|9000000.0|10600000.0|-78400000.0|2210300000.0|0.0|441300000.0|-126000000.0|0.0|-276700000.0|190600000.0|-421600000.0|-633700000.0|-173800000.0|0.0|-87400000.0|-64300000.0|759300000.0|433800000.0|-14300000.0|227100000.0|2106700000.0|1879600000.0|441300000.0|126000000.0|315300000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|5616900000.0|3994400000.0|1622500000.0|0.288860403425377|72300000.0|121300000.0|0.0|123300000.0|316900000.0|4191600000.0|44100000.0|168100000.0|640800000.0|0.11408428136499998|472700000.0|0.08415674126299999|396000000.0|472700000.0|0.08415674126299999|145000000.0|327700000.0|0.0583417899553|0.91|0.91|363300000.0|364400000.0|2011-12-31|2011-12-31|2012-03-31|0.992|0.5537224814800387
2012-01-13|39.66|40.02|39.36|39.96|2379357|USD|8|PCAR|FY|2106700000.0|910100000.0|3016800000.0|0.0|710400000.0|1110800000.0|4838000000.0|1973300000.0|0.0|0.0|0.0|910000000.0|0.0|10361400000.0|12334700000.0|2908000000.0|17172700000.0|363400000.0|3909000000.0|0.0|712000000.0|2264300000.0|2627700000.0|150000000.0|0.0|0.0|507000000.0|657000000.0|8523600000.0|11808300000.0|356800000.0|5174500000.0|-219000000.0|52100000.0|5364400000.0|17172700000.0|910100000.0|150000000.0|-1956700000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|327700000.0|168100000.0|-224100000.0|2700000.0|17700000.0|9000000.0|10600000.0|-78400000.0|2210300000.0|0.0|441300000.0|-126000000.0|0.0|-276700000.0|190600000.0|-421600000.0|-633700000.0|-173800000.0|0.0|-87400000.0|-64300000.0|759300000.0|433800000.0|-14300000.0|227100000.0|2106700000.0|1879600000.0|441300000.0|126000000.0|315300000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|5616900000.0|3994400000.0|1622500000.0|0.288860403425377|72300000.0|121300000.0|0.0|123300000.0|316900000.0|4191600000.0|44100000.0|168100000.0|640800000.0|0.11408428136499998|472700000.0|0.08415674126299999|396000000.0|472700000.0|0.08415674126299999|145000000.0|327700000.0|0.0583417899553|0.91|0.91|363300000.0|364400000.0|2011-12-31|2011-12-31|2012-03-31|1.021|0.5721674796584195
2012-01-17|40.49|41.05|40.24|40.39|2917512|USD|9|PCAR|FY|2106700000.0|910100000.0|3016800000.0|0.0|710400000.0|1110800000.0|4838000000.0|1973300000.0|0.0|0.0|0.0|910000000.0|0.0|10361400000.0|12334700000.0|2908000000.0|17172700000.0|363400000.0|3909000000.0|0.0|712000000.0|2264300000.0|2627700000.0|150000000.0|0.0|0.0|507000000.0|657000000.0|8523600000.0|11808300000.0|356800000.0|5174500000.0|-219000000.0|52100000.0|5364400000.0|17172700000.0|910100000.0|150000000.0|-1956700000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|327700000.0|168100000.0|-224100000.0|2700000.0|17700000.0|9000000.0|10600000.0|-78400000.0|2210300000.0|0.0|441300000.0|-126000000.0|0.0|-276700000.0|190600000.0|-421600000.0|-633700000.0|-173800000.0|0.0|-87400000.0|-64300000.0|759300000.0|433800000.0|-14300000.0|227100000.0|2106700000.0|1879600000.0|441300000.0|126000000.0|315300000.0|2011-12-31|2011-12-31|2012-03-31|PCAR|FY|5616900000.0|3994400000.0|1622500000.0|0.288860403425377|72300000.0|121300000.0|0.0|123300000.0|316900000.0|4191600000.0|44100000.0|168100000.0|640800000.0|0.11408428136499998|472700000.0|0.08415674126299999|396000000.0|472700000.0|0.08415674126299999|145000000.0|327700000.0|0.0583417899553|0.91|0.91|363300000.0|364400000.0|2011-12-31|2011-12-31|2012-03-31|0.999|0.5619617262903307
