ActivePositions@Holders@Shares
Increased Positions@271@15,468,141
Decreased Positions@348@21,092,300
Held Positions@79@180,783,929
Total Institutional Shares@698@217,344,370
New Positions@55@2,908,354
Sold Out Positions@109@1,698,599
