OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
BAKER BROS. ADVISORS LP@03/31/2020@50,060,240@2,963@0.006%@$7,552,088
CAPITAL INTERNATIONAL INVESTORS@03/31/2020@18,471,566@209,264@1.146%@$2,786,620
VANGUARD GROUP INC@03/31/2020@11,308,553@392,383@3.595%@$1,706,008
BLACKROCK INC.@03/31/2020@11,039,007@1,201,388@12.212%@$1,665,345
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@9,334,971@-493,059@-5.017%@$1,408,274
