ActivePositions@Holders@Shares
Increased Positions@203@12,898,074
Decreased Positions@191@11,634,948
Held Positions@61@141,145,627
Total Institutional Shares@455@165,678,649
New Positions@59@2,611,181
Sold Out Positions@56@2,317,389
