Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta@SpecialDividendDate@SpecialDividendAmount@SpecialDividendPaymentDate
NASDAQ-GS@Consumer Non-Durables@Apparel@$237.50@$292.11/$285.35@755,189@899,807@$286.50@$304.81/$154.33@30,331,674,385@33.09@36.58@$8.81@$2.55@Nov 7, 2019@Dec 6, 2019@0.89%@1.0@Nov 5, 2014@$0.85@Dec 5, 2014
