OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@10,643,518@288,555@2.787%@$3,102,692
BLACKROCK INC.@03/31/2020@6,145,597@-195,021@-3.076%@$1,791,503
STATE STREET CORP@03/31/2020@3,874,721@10,706@0.277%@$1,129,520
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@3,306,922@2,125,292@179.861%@$964,001
FMR LLC@03/31/2020@3,157,001@-225,671@-6.671%@$920,297
