ActivePositions@Holders@Shares
Increased Positions@300@31,409,052
Decreased Positions@421@40,120,595
Held Positions@93@145,120,682
Total Institutional Shares@814@216,650,329
New Positions@90@6,633,721
Sold Out Positions@144@10,724,648
