Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@0.92@1.15@5.06@5.63
7 Days Ago@0.9@1.15@5@5.56
30 Days Ago@0.77@1.12@4.75@5.43
60 Days Ago@0.79@1.12@4.81@5.44
90 Days Ago@0.87@1.13@5.07@5.58
