Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Consumer Services@Department/Specialty Retail Stores@$101.50@$94.05/$91.81@3,185,517@2,899,389@$92.90@$119.71/$60.20@22,235,792,290@27.57@20.16@$3.40@N/A@N/A@N/A@N/A@1.0
