ActivePositions@Holders@Shares
Increased Positions@264@18,652,864
Decreased Positions@209@15,252,723
Held Positions@68@142,220,401
Total Institutional Shares@541@176,125,988
New Positions@74@3,975,456
Sold Out Positions@45@779,744
