OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@3,325,005@76,200@2.345%@$6,121,035
BLACKROCK INC.@03/31/2020@2,872,423@95,575@3.442%@$5,287,872
PRICE T ROWE ASSOCIATES INC /MD/@03/31/2020@2,318,147@31,473@1.376%@$4,267,500
STATE STREET CORP@03/31/2020@1,824,029@-16,903@-0.918%@$3,357,873
DODGE & COX@03/31/2020@1,710,069@285,064@20.004%@$3,148,083
