ActivePositions@Holders@Shares
Increased Positions@505@5,392,161
Decreased Positions@789@6,366,354
Held Positions@120@26,627,084
Total Institutional Shares@1,414@38,385,599
New Positions@133@1,135,408
Sold Out Positions@260@1,220,976
