Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Consumer Services@Transportation Services@$1,612.50@$1,871.97/$1,825.57@671,896@638,846@$1,812.64@$2,094.00/$1,107.29@75,350,123,369@23.39@103.89@$78.72@N/A@N/A@N/A@N/A@1.0
