Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@0.84@1.03@4.62@6.8
7 Days Ago@0.84@1.03@4.62@6.8
30 Days Ago@0.84@1.03@4.99@7.15
60 Days Ago@1.29@1.66@6.49@8.24
90 Days Ago@1.85@2.2@7.99@9.49
