ActivePositions@Holders@Shares
Increased Positions@311@33,024,871
Decreased Positions@441@36,090,554
Held Positions@76@184,417,581
Total Institutional Shares@828@253,533,006
New Positions@82@3,987,935
Sold Out Positions@150@11,786,608
