Unnamed: 0|Unnamed: 0.1|Date_x|OPEN|HIGH|LOW|CLOSE|VOLUME|CURRENCY|INDEX|prctChangeOPEN|TargetProbability|Date_y|No Articles|Date_x|No_Articles_x|Date_y|No_Articles_y
27|27|2012-02-10|58.25|58.25|56.66|57.29|1136388|USD|27|0.991|0.5831366628658522|2013-04-23|2|2013-04-23|2|2013-04-23|2
28|28|2012-02-13|57.75|58.13|57.46|57.57|1267973|USD|28|0.988|0.6107476906361232|2013-05-02|1|2013-05-02|1|2013-05-02|1
29|29|2012-02-14|57.07|58.56|57.04|58.56|1161563|USD|29|1.032|0.6222525727452299|2013-06-13|2|2013-06-13|2|2013-06-13|2
30|30|2012-02-15|58.88|58.88|57.92|58.22|1112905|USD|30|0.992|0.5776980071051144|2013-07-18|1|2013-07-18|1|2013-07-18|1
31|31|2012-02-16|58.43|58.82|58.16|58.71|969503|USD|31|1.003|0.6034565057367731|2013-07-22|1|2013-07-22|1|2013-07-22|1
32|32|2012-02-17|58.61|58.82|57.92|58.02|1030263|USD|32|0.991|0.5965208056957337|2013-07-26|1|2013-07-26|1|2013-07-26|1
33|33|2012-02-21|58.09|58.94|58.05|58.54|775239|USD|33|1.0|0.6184307908220958|2013-08-29|1|2013-08-29|1|2013-08-29|1
34|34|2012-02-22|58.1|59.5|57.99|58.57|2132655|USD|34|1.012|0.6122318222890859|2013-09-17|1|2013-09-17|1|2013-09-17|1
35|35|2012-02-23|58.77|58.91|57.86|58.51|747151|USD|35|0.99|0.5693939079556909|2013-09-23|1|2013-09-23|1|2013-09-23|1
36|36|2012-02-24|58.18|58.87|58.18|58.87|828082|USD|36|0.998|0.5706037735993751|2013-10-18|2|2013-10-18|2|2013-10-18|2
37|37|2012-02-27|58.07|59.0|58.0|58.94|1179588|USD|37|1.013|0.5706037735993751|2013-10-21|4|2013-10-21|4|2013-10-21|4
38|38|2012-02-28|58.83|58.93|58.04|58.26|1103136|USD|38|0.9890000000000001|0.5587808053311211|2013-10-22|1|2013-10-22|1|2013-10-22|1
39|39|2012-02-29|58.16|58.57|57.84|58.16|1973478|USD|39|1.003|0.5800302233948854|2013-10-24|1|2013-10-24|1|2013-10-24|1
40|40|2012-03-01|58.31|59.22|58.3|58.96|1315640|USD|40|1.013|0.5698860416374897|2013-12-06|1|2013-12-06|1|2013-12-06|1
41|41|2012-03-02|59.06|59.18|58.38|58.72|1510015|USD|41|0.992|0.5631301758701212|2013-12-20|1|2013-12-20|1|2013-12-20|1
42|42|2012-03-05|58.61|58.72|58.03|58.07|1363623|USD|42|0.981|0.5856031429104983|2014-01-15|1|2014-01-15|1|2014-01-15|1
43|43|2012-03-06|57.52|57.89|57.4|57.77|1050339|USD|43|1.008|0.6202586379452504|2014-01-17|1|2014-01-17|1|2014-01-17|1
44|44|2012-03-07|57.98|59.04|57.72|58.89|1322883|USD|44|1.018|0.6150224178355214|2014-01-28|3|2014-01-28|3|2014-01-28|3
45|45|2012-03-08|59.04|59.99|58.85|59.63|1309306|USD|45|1.011|0.6053822879037696|2014-01-29|1|2014-01-29|1|2014-01-29|1
46|46|2012-03-09|59.7|60.19|59.38|59.78|1206688|USD|46|1.003|0.4978758858618357|2014-01-30|3|2014-01-30|3|2014-01-30|3
47|47|2012-03-12|59.9|60.47|59.72|60.3|948339|USD|47|1.014|0.5137409396727375|2014-01-31|2|2014-01-31|2|2014-01-31|2
48|48|2012-03-13|60.72|61.55|60.57|61.55|1822357|USD|48|1.01|0.4979290663930827|2014-03-05|1|2014-03-05|1|2014-03-05|1
49|49|2012-03-14|61.3|61.49|60.74|61.26|971506|USD|49|0.998|0.4854737630380329|2014-03-13|1|2014-03-13|1|2014-03-13|1
50|50|2012-03-15|61.2|63.26|61.07|62.9|2188045|USD|50|1.018|0.4760410904191382|2014-03-24|1|2014-03-24|1|2014-03-24|1
51|51|2012-03-16|62.29|62.89|61.68|61.74|2031153|USD|51|0.992|0.46666439345614|2014-04-24|1|2014-04-24|1|2014-04-24|1
52|52|2012-03-19|61.77|62.31|61.59|62.0|1419571|USD|52|1.001|0.4595191096503913|2014-04-28|1|2014-04-28|1|2014-04-28|1
53|53|2012-03-20|61.85|62.07|61.38|61.93|1336717|USD|53|1.002|0.4567692230436564|2014-04-29|1|2014-04-29|1|2014-04-29|1
54|54|2012-03-21|61.99|62.05|61.28|61.28|1088961|USD|54|0.987|0.4631731895464585|2014-04-30|1|2014-04-30|1|2014-04-30|1
55|55|2012-03-22|61.21|62.06|60.77|62.0|911455|USD|55|1.0170000000000001|0.4518738574854641|2014-05-02|1|2014-05-02|1|2014-05-02|1
56|56|2012-03-23|62.23|62.85|62.11|62.62|999445|USD|56|1.012|0.4252011277807412|2014-06-03|1|2014-06-03|1|2014-06-03|1
57|57|2012-03-26|63.0|64.07|62.81|63.95|996592|USD|57|1.0190000000000001|0.4179976063996236|2014-06-30|2|2014-06-30|2|2014-06-30|2
58|58|2012-03-27|64.2|64.46|63.47|63.47|1354615|USD|58|0.997|0.3981932557033997|2014-07-23|2|2014-07-23|2|2014-07-23|2
59|59|2012-03-28|63.99|64.68|62.78|63.26|1122648|USD|59|0.985|0.41806594446331496|2014-07-24|2|2014-07-24|2|2014-07-24|2
60|60|2012-03-29|63.02|63.93|63.0|63.9|1011198|USD|60|1.016|0.40411655290365145|2014-09-05|1|2014-09-05|1|2014-09-05|1
61|61|2012-03-30|64.0|64.24|63.1|63.84|1078901|USD|61|0.997|0.3867183327880301|2014-10-16|2|2014-10-16|2|2014-10-16|2
62|62|2012-04-02|63.81|64.76|63.47|64.52|1281900|USD|62|1.01|0.3860915761691578|2014-10-23|2|2014-10-23|2|2014-10-23|2
63|63|2012-04-03|64.46|64.77|64.05|64.49|1015458|USD|63|0.995|0.39617101062406224|2014-10-24|2|2014-10-24|2|2014-10-24|2
64|64|2012-04-04|64.14|64.29|62.99|63.07|1276718|USD|64|0.977|0.3961710106240602|2014-10-27|1|2014-10-27|1|2014-10-27|1
65|65|2012-04-05|62.69|63.51|62.56|63.08|1027046|USD|65|0.991|0.41164365705469663|2014-10-28|1|2014-10-28|1|2014-10-28|1
66|66|2012-04-09|62.13|62.47|61.55|61.77|1754330|USD|66|0.998|0.4042078532891448|2014-11-03|1|2014-11-03|1|2014-11-03|1
67|67|2012-04-10|61.99|62.4|61.24|61.66|1753555|USD|67|1.001|0.42501445271776345|2014-11-06|1|2014-11-06|1|2014-11-06|1
68|68|2012-04-11|62.08|63.52|61.85|62.46|2013701|USD|68|1.008|0.4208672489587624|2014-11-09|1|2014-11-09|1|2014-11-09|1
69|69|2012-04-12|62.57|62.89|62.24|62.51|1003348|USD|69|0.9940000000000001|0.42549209943313865|2014-11-11|1|2014-11-11|1|2014-11-11|1
70|70|2012-04-13|62.21|62.95|62.04|62.48|1054803|USD|70|1.006|0.4097857536110869|2014-11-12|1|2014-11-12|1|2014-11-12|1
71|71|2012-04-16|62.57|63.08|62.06|62.93|1511131|USD|71|1.013|0.4110253611923553|2014-11-25|1|2014-11-25|1|2014-11-25|1
72|72|2012-04-17|63.4|64.54|63.04|64.33|1330005|USD|72|1.008|0.3933050463237721|2014-12-12|1|2014-12-12|1|2014-12-12|1
73|73|2012-04-18|63.91|64.36|63.66|64.0|1486145|USD|73|1.003|0.3816753931501656|2014-12-16|1|2014-12-16|1|2014-12-16|1
74|74|2012-04-19|64.12|65.0|63.77|63.86|1559490|USD|74|1.0070000000000001|0.3769269411900845|2014-12-26|1|2014-12-26|1|2014-12-26|1
75|75|2012-04-20|64.54|64.96|63.84|64.05|1794191|USD|75|0.9179999999999999|0.3662849904124194|2015-01-27|1|2015-01-27|1|2015-01-27|1
76|76|2012-04-23|59.23|61.22|56.58|60.76|9369748|USD|76|1.026|0.3944628292787765|2015-01-28|1|2015-01-28|1|2015-01-28|1
77|77|2012-04-24|60.77|60.91|57.9|59.8|4842636|USD|77|0.991|0.3944628292787788|2015-01-29|2|2015-01-29|2|2015-01-29|2
78|78|2012-04-25|60.21|60.68|59.63|59.87|2459334|USD|78|0.992|0.4267615674584577|2015-01-30|1|2015-01-30|1|2015-01-30|1
79|79|2012-04-26|59.71|60.14|58.59|58.71|2212606|USD|79|0.9840000000000001|0.4280602058871257|2015-02-10|1|2015-02-10|1|2015-02-10|1
80|80|2012-04-27|58.73|59.55|58.59|58.99|2538705|USD|80|1.005|0.4441254205109417|2015-03-02|1|2015-03-02|1|2015-03-02|1
81|81|2012-04-30|59.05|59.19|57.64|58.12|2290711|USD|81|0.981|0.4378747033593287|2015-03-03|1|2015-03-03|1|2015-03-03|1
82|82|2012-05-01|57.92|58.52|57.75|58.21|1565210|USD|82|0.997|0.4495073759303857|2015-03-30|1|2015-03-30|1|2015-03-30|1
83|83|2012-05-02|57.72|58.9|57.72|58.53|1735183|USD|83|1.011|0.42930231317740747|2015-04-06|1|2015-04-06|1|2015-04-06|1
84|84|2012-05-03|58.33|58.57|56.74|56.83|2484735|USD|84|0.968|0.4182393536404577|2015-04-17|2|2015-04-17|2|2015-04-17|2
85|85|2012-05-04|56.45|56.54|55.15|55.17|2407067|USD|85|0.976|0.4267045040284118|2015-04-20|2|2015-04-20|2|2015-04-20|2
86|86|2012-05-07|55.11|55.65|54.51|55.46|1931983|USD|86|1.002|0.427249983333705|2015-04-21|4|2015-04-21|4|2015-04-21|4
87|87|2012-05-08|55.2|55.52|54.16|55.4|2218344|USD|87|0.992|0.41921725469571824|2015-04-22|1|2015-04-22|1|2015-04-22|1
88|88|2012-05-09|54.77|56.05|54.75|55.95|2353282|USD|88|1.023|0.4480457462749621|2015-04-27|1|2015-04-27|1|2015-04-27|1
89|89|2012-05-10|56.03|56.31|53.48|53.61|2875494|USD|89|0.9540000000000001|0.4185385617572098|2015-05-04|1|2015-05-04|1|2015-05-04|1
90|90|2012-05-11|53.45|54.34|53.39|53.48|2013981|USD|90|0.99|0.4379672752164533|2015-05-08|1|2015-05-08|1|2015-05-08|1
91|91|2012-05-14|52.9|53.42|52.55|52.74|2004608|USD|91|0.996|0.4463878840889389|2015-05-12|1|2015-05-12|1|2015-05-12|1
92|92|2012-05-15|52.69|54.1|52.54|53.42|2749030|USD|92|1.023|0.4551479478364107|2015-05-28|1|2015-05-28|1|2015-05-28|1
93|93|2012-05-16|53.88|54.41|53.31|53.79|2436105|USD|93|0.995|0.4339972460185492|2015-06-18|1|2015-06-18|1|2015-06-18|1
94|94|2012-05-17|53.62|54.05|53.49|53.58|2493358|USD|94|1.004|0.4259888787388723|2015-06-26|1|2015-06-26|1|2015-06-26|1
95|95|2012-05-18|53.86|53.89|52.52|53.09|2610480|USD|95|0.977|0.4423037997486021|2015-06-29|1|2015-06-29|1|2015-06-29|1
96|96|2012-05-21|52.63|54.34|52.07|54.09|2255727|USD|96|1.028|0.4417175979018324|2015-06-30|1|2015-06-30|1|2015-06-30|1
97|97|2012-05-22|54.09|55.12|53.92|54.41|1739719|USD|97|0.9940000000000001|0.4408542868642509|2015-07-08|1|2015-07-08|1|2015-07-08|1
98|98|2012-05-23|53.76|54.69|53.12|54.54|1186417|USD|98|1.015|0.4508851155123608|2015-07-09|1|2015-07-09|1|2015-07-09|1
99|99|2012-05-24|54.54|54.64|52.16|52.3|3089302|USD|99|0.961|0.4116867629226357|2015-07-16|2|2015-07-16|2|2015-07-16|2
100|100|2012-05-25|52.44|52.76|51.93|52.26|1769138|USD|100|1.008|0.4094640249242044|2015-07-20|1|2015-07-20|1|2015-07-20|1
101|101|2012-05-29|52.88|52.96|52.19|52.59|2027961|USD|101|0.982|0.3951108849354169|2015-07-21|3|2015-07-21|3|2015-07-21|3
102|102|2012-05-30|51.95|52.37|51.37|51.5|1817397|USD|102|0.988|0.4063183023906032|2015-07-22|4|2015-07-22|4|2015-07-22|4
103|103|2012-05-31|51.33|51.7|50.55|51.24|2643669|USD|103|0.995|0.4169654982352866|2015-07-23|3|2015-07-23|3|2015-07-23|3
104|104|2012-06-01|51.09|51.48|50.15|50.46|2392538|USD|104|0.9890000000000001|0.4346526805156339|2015-07-24|1|2015-07-24|1|2015-07-24|1
105|105|2012-06-04|50.53|51.22|50.42|51.17|2518508|USD|105|1.005|0.4444638241419154|2015-07-30|1|2015-07-30|1|2015-07-30|1
106|106|2012-06-05|50.77|51.99|50.77|51.92|2090572|USD|106|1.026|0.4457599131394226|2015-08-07|1|2015-08-07|1|2015-08-07|1
107|107|2012-06-06|52.11|53.3|51.74|53.23|2405632|USD|107|1.031|0.4737661159486622|2015-08-12|1|2015-08-12|1|2015-08-12|1
108|108|2012-06-07|53.75|54.05|53.17|53.78|2457236|USD|108|0.9940000000000001|0.4583603143253455|2015-08-17|1|2015-08-17|1|2015-08-17|1
109|109|2012-06-08|53.41|53.8|53.33|53.67|1155077|USD|109|1.008|0.4499355026619313|2015-08-20|1|2015-08-20|1|2015-08-20|1
110|110|2012-06-11|53.83|54.15|53.15|53.31|1394593|USD|110|0.996|0.4387945201183985|2015-08-28|1|2015-08-28|1|2015-08-28|1
111|111|2012-06-12|53.6|54.03|53.18|53.64|1144388|USD|111|0.9990000000000001|0.4329716175410371|2015-09-01|1|2015-09-01|1|2015-09-01|1
112|112|2012-06-13|53.55|53.55|51.59|51.81|2254484|USD|112|0.9620000000000001|0.449717817425456|2015-09-10|1|2015-09-10|1|2015-09-10|1
113|113|2012-06-14|51.54|51.61|50.7|51.22|2358988|USD|113|0.995|0.4806013511163238|2015-09-23|1|2015-09-23|1|2015-09-23|1
114|114|2012-06-15|51.3|51.34|50.04|50.39|3741097|USD|114|0.9840000000000001|0.4917392185581983|2015-10-05|1|2015-10-05|1|2015-10-05|1
115|115|2012-06-18|50.49|50.5|48.99|49.16|4796297|USD|115|0.977|0.4812617964150567|2015-10-09|1|2015-10-09|1|2015-10-09|1
116|116|2012-06-19|49.32|49.41|48.06|48.64|4495560|USD|116|0.99|0.4918592239272206|2015-10-15|1|2015-10-15|1|2015-10-15|1
117|117|2012-06-20|48.83|51.06|48.36|50.55|4162471|USD|117|1.031|0.4897148387899606|2015-10-20|1|2015-10-20|1|2015-10-20|1
118|118|2012-06-21|50.33|50.66|49.09|49.16|1837888|USD|118|0.9790000000000001|0.4930414974746074|2015-10-21|2|2015-10-21|2|2015-10-21|2
119|119|2012-06-22|49.28|49.89|49.0|49.47|1258227|USD|119|0.991|0.5032498991377226|2015-10-23|3|2015-10-23|3|2015-10-23|3
120|120|2012-06-25|48.86|48.98|48.25|48.85|1706846|USD|120|1.002|0.5086867930924579|2015-10-26|1|2015-10-26|1|2015-10-26|1
121|121|2012-06-26|48.97|49.49|48.57|49.07|1209233|USD|121|1.008|0.5193020353291036|2015-10-27|1|2015-10-27|1|2015-10-27|1
122|122|2012-06-27|49.37|49.74|49.04|49.36|829419|USD|122|0.996|0.5203563525083813|2015-10-31|1|2015-10-31|1|2015-10-31|1
123|123|2012-06-28|49.18|49.3|46.94|47.48|2020167|USD|123|0.983|0.5165548057120837|2015-11-02|1|2015-11-02|1|2015-11-02|1
124|124|2012-06-29|48.32|49.59|48.17|49.59|2161578|USD|124|1.024|0.5411087073526695|2015-11-05|1|2015-11-05|1|2015-11-05|1
125|125|2012-07-02|49.5|49.58|48.08|48.46|1595192|USD|125|0.976|0.5195939368538471|2015-11-10|1|2015-11-10|1|2015-11-10|1
126|126|2012-07-03|48.3|49.83|47.95|49.53|2340161|USD|126|1.0270000000000001|0.5029878138043737|2015-11-19|1|2015-11-19|1|2015-11-19|1
127|127|2012-07-05|49.61|50.47|49.37|50.25|1954120|USD|127|1.008|0.4974821995671855|2015-11-24|1|2015-11-24|1|2015-11-24|1
128|128|2012-07-06|50.0|50.0|47.07|47.27|2346332|USD|128|0.946|0.512197166189126|2015-11-25|1|2015-11-25|1|2015-11-25|1
129|129|2012-07-09|47.29|47.44|44.56|44.96|4514824|USD|129|0.955|0.5435719691331325|2015-12-04|1|2015-12-04|1|2015-12-04|1
130|130|2012-07-10|45.14|45.48|44.03|44.28|3455267|USD|130|0.985|0.5685711595803725|2015-12-07|1|2015-12-07|1|2015-12-07|1
131|131|2012-07-11|44.48|45.45|44.16|44.68|2621036|USD|131|1.001|0.5753044160075007|2015-12-08|1|2015-12-08|1|2015-12-08|1
132|132|2012-07-12|44.52|44.68|43.18|44.29|3310949|USD|132|1.005|0.570611421201639|2015-12-13|1|2015-12-13|1|2015-12-13|1
133|133|2012-07-13|44.76|46.09|44.33|46.04|3740548|USD|133|1.021|0.5613199789817341|2015-12-15|1|2015-12-15|1|2015-12-15|1
134|134|2012-07-16|45.68|46.35|45.11|45.3|3668975|USD|134|1.005|0.5466655397929816|2015-12-16|1|2015-12-16|1|2015-12-16|1
135|135|2012-07-17|45.9|46.22|45.32|45.62|3308259|USD|135|1.0070000000000001|0.5333667227221155|2015-12-23|1|2015-12-23|1|2015-12-23|1
136|136|2012-07-18|46.24|50.45|46.0|48.75|7644638|USD|136|1.0659999999999998|0.5238504731056361|2015-12-24|1|2015-12-24|1|2015-12-24|1
137|137|2012-07-19|49.3|50.23|49.12|49.93|3275145|USD|137|1.005|0.4764544630688274|2015-12-29|1|2015-12-29|1|2015-12-29|1
138|138|2012-07-20|49.53|50.08|49.37|49.38|3035075|USD|138|0.978|0.4593135403945354|2016-01-04|1|2016-01-04|1|2016-01-04|1
139|139|2012-07-23|48.45|48.81|47.13|47.87|2624044|USD|139|0.988|0.4676151425816522|2016-01-06|1|2016-01-06|1|2016-01-06|1
140|140|2012-07-24|47.87|47.97|46.91|47.27|2207245|USD|140|0.985|0.4744829455026744|2016-01-13|10|2016-01-13|10|2016-01-13|10
141|141|2012-07-25|47.17|48.28|47.08|47.57|2481080|USD|141|1.0270000000000001|0.502490369750299|2016-01-14|1|2016-01-14|1|2016-01-14|1
142|142|2012-07-26|48.46|49.52|48.43|49.3|2278239|USD|142|1.02|0.5049393100261075|2016-01-15|1|2016-01-15|1|2016-01-15|1
143|143|2012-07-27|49.43|50.46|48.99|50.32|1682729|USD|143|1.015|0.4856497763666824|2016-01-25|3|2016-01-25|3|2016-01-25|3
144|144|2012-07-30|50.16|50.17|47.78|48.32|2858777|USD|144|0.9640000000000001|0.4674637490843386|2016-01-26|1|2016-01-26|1|2016-01-26|1
145|145|2012-07-31|48.33|49.16|48.2|48.57|1733744|USD|145|0.997|0.5019406849907869|2016-01-29|2|2016-01-29|2|2016-01-29|2
146|146|2012-08-01|48.19|48.4|47.59|48.01|1584686|USD|146|0.986|0.4999999999999976|2016-01-30|1|2016-01-30|1|2016-01-30|1
147|147|2012-08-02|47.5|48.77|47.5|48.21|1920075|USD|147|1.037|0.5187323142846308|2016-02-04|1|2016-02-04|1|2016-02-04|1
148|148|2012-08-03|49.26|49.99|49.13|49.39|2306505|USD|148|0.998|0.4792788814337113|2016-02-11|1|2016-02-11|1|2016-02-11|1
149|149|2012-08-06|49.18|50.2|49.18|49.58|1679119|USD|149|1.001|0.4786136930491517|2016-02-12|1|2016-02-12|1|2016-02-12|1
150|150|2012-08-07|49.23|50.68|49.17|50.34|2518383|USD|150|1.022|0.4688090711066849|2016-02-15|1|2016-02-15|1|2016-02-15|1
151|151|2012-08-08|50.33|51.88|50.2|50.91|2522692|USD|151|1.01|0.4517853825469255|2016-02-17|1|2016-02-17|1|2016-02-17|1
152|152|2012-08-09|50.85|51.34|50.5|50.65|1378346|USD|152|0.9890000000000001|0.4510592316157659|2016-02-24|1|2016-02-24|1|2016-02-24|1
153|153|2012-08-10|50.3|51.86|50.27|51.79|1454795|USD|153|1.03|0.4497902472380333|2016-02-26|1|2016-02-26|1|2016-02-26|1
154|154|2012-08-13|51.8|51.8|50.09|50.71|1682180|USD|154|0.983|0.4416376793257704|2016-03-03|1|2016-03-03|1|2016-03-03|1
155|155|2012-08-14|50.94|50.94|47.86|47.94|3532683|USD|155|0.945|0.4594696711729897|2016-03-11|1|2016-03-11|1|2016-03-11|1
156|156|2012-08-15|48.16|48.81|47.7|48.55|2591562|USD|156|1.016|0.4950935677476818|2016-03-15|1|2016-03-15|1|2016-03-15|1
157|157|2012-08-16|48.92|51.06|48.85|50.5|2542026|USD|157|1.038|0.4925994281840558|2016-03-22|2|2016-03-22|2|2016-03-22|2
158|158|2012-08-17|50.8|51.54|50.71|51.06|3168338|USD|158|1.004|0.4450043348858496|2016-03-31|1|2016-03-31|1|2016-03-31|1
159|159|2012-08-20|51.0|51.37|50.12|50.62|1800171|USD|159|0.995|0.4294381598327865|2016-04-05|1|2016-04-05|1|2016-04-05|1
160|160|2012-08-21|50.76|51.27|50.16|50.48|1775489|USD|160|0.996|0.4303026531431122|2016-04-08|1|2016-04-08|1|2016-04-08|1
161|161|2012-08-22|50.57|50.9|50.04|50.25|1192571|USD|161|0.993|0.4260945107310392|2016-04-13|2|2016-04-13|2|2016-04-13|2
162|162|2012-08-23|50.2|50.39|49.35|49.58|1611738|USD|162|0.9890000000000001|0.4456507492247839|2016-04-19|1|2016-04-19|1|2016-04-19|1
163|163|2012-08-24|49.64|49.98|48.99|49.32|1616959|USD|163|0.9940000000000001|0.4432915065928544|2016-04-20|5|2016-04-20|5|2016-04-20|5
164|164|2012-08-27|49.34|49.55|48.31|48.37|2177241|USD|164|0.982|0.4520384912173405|2016-04-21|2|2016-04-21|2|2016-04-21|2
165|165|2012-08-28|48.47|48.72|47.76|47.99|1747392|USD|165|0.99|0.4584012060037249|2016-04-22|1|2016-04-22|1|2016-04-22|1
166|166|2012-08-29|47.99|48.2|47.46|47.72|1702929|USD|166|0.986|0.44837955876793306|2016-04-24|1|2016-04-24|1|2016-04-24|1
167|167|2012-08-30|47.33|47.52|45.85|45.93|4251493|USD|167|0.977|0.4671148544137627|2016-04-25|1|2016-04-25|1|2016-04-25|1
168|168|2012-08-31|46.23|46.93|45.45|46.09|3101121|USD|168|0.992|0.5052131495713886|2016-04-27|2|2016-04-27|2|2016-04-27|2
169|169|2012-09-04|45.86|46.56|44.77|45.9|3735683|USD|169|0.9990000000000001|0.5165624523483978|2016-04-29|1|2016-04-29|1|2016-04-29|1
170|170|2012-09-05|45.8|47.0|45.8|46.88|2358562|USD|170|1.0290000000000001|0.4801238858164231|2016-05-02|1|2016-05-02|1|2016-05-02|1
171|171|2012-09-06|47.14|48.89|47.08|48.51|3539449|USD|171|1.031|0.4166798362638113|2016-05-09|1|2016-05-09|1|2016-05-09|1
172|172|2012-09-07|48.58|49.09|47.94|48.26|1457511|USD|172|0.9890000000000001|0.409005423460056|2016-05-11|1|2016-05-11|1|2016-05-11|1
173|173|2012-09-10|48.03|48.25|47.36|47.45|1913594|USD|173|0.986|0.4206228923231654|2016-05-20|1|2016-05-20|1|2016-05-20|1
174|174|2012-09-11|47.36|48.2|47.31|47.96|1609211|USD|174|1.0190000000000001|0.43978078368916296|2016-05-23|1|2016-05-23|1|2016-05-23|1
175|175|2012-09-12|48.24|48.61|47.92|48.01|1725430|USD|175|0.9940000000000001|0.4487477777797335|2016-05-25|1|2016-05-25|1|2016-05-25|1
176|176|2012-09-13|47.94|48.76|47.79|48.66|1922048|USD|176|1.015|0.4606827553571809|2016-05-27|3|2016-05-27|3|2016-05-27|3
177|177|2012-09-14|48.67|49.32|47.32|47.51|5227615|USD|177|0.977|0.4557757716909077|2016-05-30|2|2016-05-30|2|2016-05-30|2
