Name@Description@NoShare(Trillion)@KeyPeople
MASSACHUSETTS FINANCIAL SERVICES CO /MA/@NO INFO@NO INFO@NO INFO
ALECTA PENSIONSFORSAKRING, OMSESIDIGT@NO INFO@NO INFO@NO INFO
BLACKROCK INC.@BlackRock, Inc. is an American global investment management corporation based in New York City. Founded in 1988, initially as a risk management and fixed income institutional asset manager, BlackRock is the world's largest asset manager, with $7.4 trillion in assets under management as of end-Q4 2019. BlackRock operates globally with 70 offices in 30 countries and clients in 100 countries. Due to its power, and the sheer size and scope of its financial assets and activities, BlackRock has been called the world's largest shadow bank.@7.43@['Laurence D. Fink|Larry Fink', 'Robert S. Kapito|Robert Kapito']
HARDING LOEVNER LP@NO INFO@NO INFO@NO INFO
NORDEA INVESTMENT MANAGEMENT AB@NO INFO@NO INFO@NO INFO
