ActivePositions@Holders@Shares
Increased Positions@233@9,080,891
Decreased Positions@358@18,163,552
Held Positions@112@74,473,664
Total Institutional Shares@703@101,718,107
New Positions@52@1,373,360
Sold Out Positions@110@4,244,854
