Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta@SpecialDividendDate@SpecialDividendAmount@SpecialDividendPaymentDate
NASDAQ-GS@Miscellaneous@Business Services@$457.00@$414.28/$403.23@549,307@799,234@$409.13@$427.33/$209.01@53,412,872,220@16.86@26.57@$24.31@$4.63@Jun 11, 2020@Jun 23, 2020@0.96%@1.0@Dec 5, 2019@$3.45@Dec 13, 2019
