ActivePositions@Holders@Shares
Increased Positions@213@7,474,438
Decreased Positions@218@7,635,386
Held Positions@58@46,802,658
Total Institutional Shares@489@61,912,482
New Positions@53@1,745,247
Sold Out Positions@62@467,888
