OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
ORBIS ALLAN GRAY LTD@03/31/2020@6,696,431@-1,652,309@-19.791%@$2,739,711
BLACKROCK INC.@03/31/2020@3,899,251@-217,340@-5.28%@$1,595,301
INVESCO LTD.@03/31/2020@2,878,278@494,506@20.745%@$1,177,590
VANGUARD GROUP INC@03/31/2020@2,669,981@75,241@2.9%@$1,092,369
JPMORGAN CHASE & CO@03/31/2020@2,596,422@499,883@23.843%@$1,062,274
