Row_Name@Current_Quarter@Next_Quarter@Current_Year@Next_Year
Current Estimate@0.36@0.38@1.31@1.96
7 Days Ago@0.36@0.38@1.3@1.95
30 Days Ago@0.3@0.39@1.18@1.85
60 Days Ago@2.2@2.75@8.46@13.2
90 Days Ago@2.26@2.72@8.56@13.15
