OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
TIGER GLOBAL MANAGEMENT LLC@03/31/2020@50,650,366@-2,200,000@-4.163%@$2,996,982
BLACKROCK INC.@03/31/2020@35,714,125@-8,716,023@-19.617%@$2,113,205
INVESCO LTD.@03/31/2020@32,338,171@2,633,042@8.864%@$1,913,450
VANGUARD GROUP INC@03/31/2020@29,612,033@789,754@2.74%@$1,752,144
VIKING GLOBAL INVESTORS LP@03/31/2020@18,858,480@-3,367,387@-15.151%@$1,115,856
