Firm@To Grade@From Grade@Action
JP Morgan@Neutral@@down
PiperJaffray@Overweight@@main
Citigroup@Buy@@main
JP Morgan@Underweight@@down
PiperJaffray@Overweight@@main
Deutsche Bank@Sell@Hold@down
Citigroup@Buy@@main
Barclays@Equal-Weight@@main
Stifel Nicolaus@Buy@@main
Deutsche Bank@Sell@@main
UBS@Buy@@main
RBC Capital@Outperform@Underperform@up
Barclays@Overweight@Equal-Weight@up
UBS@Buy@@main
Deutsche Bank@Hold@Sell@up
Needham@Buy@@init
Credit Agricole@Outperform@@down
Deutsche Bank@Hold@@main
Stifel Nicolaus@Hold@Buy@down
Northland Securities@Market Perform@@init
JP Morgan@Overweight@@init
Susquehanna@Negative@Neutral@down
RBC Capital@Sector Perform@Outperform@down
Nomura@Neutral@@init
Pacific Crest@Sector Perform@Outperform@down
ISI Group@Neutral@@init
Citigroup@Buy@@main
JP Morgan@Overweight@@main
Nomura@Neutral@@main
Nomura@Neutral@@main
Citigroup@Buy@@main
Jefferies@Hold@@main
ISI Group@Strong Buy@Neutral@up
Jefferies@Hold@@main
JP Morgan@Overweight@@main
UBS@Buy@@main
Citigroup@Buy@@main
Credit Suisse@Outperform@@main
ISI Group@Neutral@Strong Buy@down
Susquehanna@Neutral@Negative@up
CLSA@Underperform@Outperform@down
JP Morgan@Overweight@@main
Berenberg@Hold@@init
Deutsche Bank@Hold@@init
Citigroup@Buy@@main
Exane BNP Paribas@Neutral@Outperform@down
Citigroup@Neutral@Buy@down
Nomura@Neutral@@main
Citigroup@Neutral@@main
Susquehanna@Neutral@@main
Citigroup@Sell@Neutral@down
Credit Suisse@Neutral@@main
Nomura@Buy@Neutral@up
CLSA@Outperform@Underperform@up
UBS@Neutral@Buy@down
PiperJaffray@Neutral@Overweight@down
Needham@Hold@Buy@down
Nomura@Neutral@Buy@down
Credit Suisse@Neutral@@main
Citigroup@Neutral@@main
UBS@Neutral@@main
Deutsche Bank@Hold@@main
JP Morgan@Overweight@@main
Cowen & Co.@Outperform@Market Perform@up
Credit Suisse@Outperform@Neutral@up
Berenberg@Buy@Hold@up
Citigroup@Neutral@@main
Needham@Buy@Hold@up
Summit Redstone Partners@Sell@Neutral@down
Susquehanna@Negative@Neutral@down
Stifel Nicolaus@Buy@Hold@up
Goldman Sachs@Neutral@Buy@down
Stifel Nicolaus@Buy@@main
Stifel Nicolaus@Buy@@main
Citigroup@Neutral@@main
Citigroup@Neutral@@main
KeyBanc@Overweight@Sector Weight@up
Needham@Buy@Strong Buy@down
Stifel Nicolaus@Buy@Buy@main
KeyBanc@Overweight@Overweight@main
Citigroup@Neutral@Neutral@main
Citigroup@Buy@Neutral@up
Susquehanna@Neutral@Negative@up
KeyBanc@Overweight@Overweight@main
Stifel Nicolaus@Buy@Buy@main
Credit Suisse@Outperform@Outperform@main
Citigroup@Buy@Buy@main
B. Riley FBR@Buy@Neutral@up
B. Riley FBR@Neutral@@main
Deutsche Bank@Hold@Hold@main
Needham@Hold@Buy@down
Citigroup@Buy@Buy@main
Stifel Nicolaus@Buy@Buy@main
B. Riley FBR@Buy@Buy@main
Evercore ISI Group@Outperform@In-Line@up
Citigroup@Buy@Buy@main
KeyBanc@Overweight@Overweight@main
Deutsche Bank@Hold@Hold@main
Deutsche Bank@Hold@Hold@main
KeyBanc@Overweight@Overweight@main
UBS@Buy@Buy@main
Goldman Sachs@Neutral@Sell@up
KeyBanc@Overweight@@main
Bank of America@Buy@@reit
JP Morgan@Overweight@@main
Deutsche Bank@Hold@@main
Credit Suisse@Outperform@@main
Wells Fargo@Market Perform@@main
Citigroup@Buy@@main
Evercore ISI Group@Outperform@In-Line@up
Wells Fargo@Market Perform@@main
UBS@Buy@@main
KeyBanc@Overweight@@main
Bank of America@Buy@@main
Citigroup@Buy@@main
KeyBanc@Overweight@@main
UBS@Buy@@main
Bank of America@Buy@@main
Wells Fargo@Market Perform@@main
UBS@Sell@Buy@down
Wells Fargo@Equal-Weight@@main
Deutsche Bank@Hold@@main
Morgan Stanley@Equal-Weight@@main
Stifel@Buy@@main
KeyBanc@Overweight@@main
Citigroup@Buy@@main
UBS@Neutral@@main
