OWNER_NAME@DATE@SHARES_HELD@CHANGE(Shares)@CHANGE(%)@MARKET_VALUE
VANGUARD GROUP INC@03/31/2020@18,962,767@504,689@2.734%@$3,638,386
BLACKROCK INC.@03/31/2020@11,910,969@-678,395@-5.389%@$2,285,358
PRIMECAP MANAGEMENT CO/CA/@03/31/2020@10,337,544@52,109@0.507%@$1,983,465
WELLINGTON MANAGEMENT GROUP LLP@03/31/2020@8,675,402@422,246@5.116%@$1,664,549
CAPITAL INTERNATIONAL INVESTORS@03/31/2020@8,163,085@6,557,634@408.461%@$1,566,251
