Exchange@Sector@Industry@OneYrTarget@TodayHighLow@ShareVolume@AverageVolume@PreviousClose@FiftTwoWeekHighLow@MarketCap@PERatio@ForwardPE1Yr@EarningsPerShare@AnnualizedDividend@ExDividendDate@DividendPaymentDate@Yield@Beta
NASDAQ-GS@Capital Goods@Electronic Components@$180.00@$192.55/$188.65@474,610@1,489,664@$191.87@$196.25/$107.69@29,694,964,179@29.88@19.46@$6.41@$3.40@May 15, 2020@Jun 2, 2020@1.77%@1.0
