ActivePositions@Holders@Shares
Increased Positions@381@14,210,714
Decreased Positions@418@19,387,748
Held Positions@87@100,711,941
Total Institutional Shares@886@134,310,403
New Positions@96@2,186,612
Sold Out Positions@130@6,473,163
